local_time,1,2,3,4,5,6
2002-01-01 00:00:00,0.045,0.366,0.306,0.641,0.742,0.8170000000000001
2002-01-01 01:00:00,0.043000000000000003,0.34,0.261,0.674,0.76,0.865
2002-01-01 02:00:00,0.05,0.256,0.225,0.705,0.783,0.907
2002-01-01 03:00:00,0.028,0.133,0.165,0.743,0.8220000000000001,0.936
2002-01-01 04:00:00,0.011,0.096,0.137,0.771,0.845,0.9420000000000001
2002-01-01 05:00:00,0.016,0.10200000000000001,0.169,0.799,0.844,0.9390000000000001
2002-01-01 06:00:00,0.03,0.14200000000000002,0.183,0.8290000000000001,0.805,0.925
2002-01-01 07:00:00,0.055,0.209,0.178,0.838,0.735,0.902
2002-01-01 08:00:00,0.082,0.252,0.26,0.849,0.6950000000000001,0.884
2002-01-01 09:00:00,0.11900000000000001,0.258,0.331,0.838,0.683,0.869
2002-01-01 10:00:00,0.117,0.223,0.29,0.782,0.704,0.869
2002-01-01 11:00:00,0.097,0.166,0.227,0.72,0.739,0.895
2002-01-01 12:00:00,0.08,0.125,0.186,0.705,0.756,0.925
2002-01-01 13:00:00,0.081,0.112,0.17300000000000001,0.715,0.735,0.9430000000000001
2002-01-01 14:00:00,0.095,0.115,0.17500000000000002,0.71,0.6900000000000001,0.9380000000000001
2002-01-01 15:00:00,0.107,0.125,0.178,0.711,0.6960000000000001,0.921
2002-01-01 16:00:00,0.11900000000000001,0.152,0.192,0.723,0.727,0.911
2002-01-01 17:00:00,0.11900000000000001,0.178,0.194,0.729,0.75,0.913
2002-01-01 18:00:00,0.116,0.185,0.177,0.754,0.758,0.905
2002-01-01 19:00:00,0.096,0.168,0.125,0.772,0.758,0.914
2002-01-01 20:00:00,0.058,0.131,0.07,0.798,0.764,0.912
2002-01-01 21:00:00,0.03,0.1,0.041,0.8230000000000001,0.797,0.886
2002-01-01 22:00:00,0.021,0.079,0.043000000000000003,0.841,0.804,0.858
2002-01-01 23:00:00,0.025,0.056,0.066,0.858,0.8220000000000001,0.859
2002-01-02 00:00:00,0.034,0.033,0.116,0.871,0.835,0.864
2002-01-02 01:00:00,0.045,0.03,0.192,0.876,0.837,0.861
2002-01-02 02:00:00,0.063,0.044,0.244,0.861,0.834,0.864
2002-01-02 03:00:00,0.091,0.068,0.27,0.854,0.8300000000000001,0.889
2002-01-02 04:00:00,0.115,0.10300000000000001,0.306,0.848,0.8250000000000001,0.912
2002-01-02 05:00:00,0.128,0.129,0.34,0.8280000000000001,0.8260000000000001,0.925
2002-01-02 06:00:00,0.139,0.134,0.319,0.8220000000000001,0.8300000000000001,0.926
2002-01-02 07:00:00,0.14100000000000001,0.133,0.28,0.8140000000000001,0.8240000000000001,0.913
2002-01-02 08:00:00,0.11800000000000001,0.088,0.158,0.792,0.803,0.898
2002-01-02 09:00:00,0.20400000000000001,0.10300000000000001,0.149,0.849,0.875,0.9
2002-01-02 10:00:00,0.248,0.12,0.153,0.849,0.872,0.893
2002-01-02 11:00:00,0.291,0.158,0.20400000000000001,0.833,0.858,0.886
2002-01-02 12:00:00,0.33,0.169,0.265,0.8130000000000001,0.836,0.872
2002-01-02 13:00:00,0.34900000000000003,0.171,0.33,0.8210000000000001,0.8280000000000001,0.865
2002-01-02 14:00:00,0.34800000000000003,0.17,0.387,0.851,0.837,0.865
2002-01-02 15:00:00,0.303,0.17200000000000001,0.431,0.886,0.849,0.869
2002-01-02 16:00:00,0.189,0.137,0.41400000000000003,0.901,0.849,0.886
2002-01-02 17:00:00,0.059000000000000004,0.069,0.338,0.896,0.8300000000000001,0.887
2002-01-02 18:00:00,0.01,0.018000000000000002,0.256,0.899,0.8160000000000001,0.886
2002-01-02 19:00:00,0.009000000000000001,0.003,0.151,0.886,0.777,0.87
