Time_Index,NG_scenario_4,None
278,7.128,0
279,7.128,0
280,7.128,0
281,7.128,0
282,7.128,0
283,7.128,0
284,7.128,0
285,7.128,0
286,7.128,0
287,7.128,0
288,7.128,0
289,7.128,0
290,7.128,0
291,7.128,0
292,7.128,0
293,7.128,0
294,7.128,0
295,7.128,0
296,7.128,0
297,7.128,0
298,7.128,0
299,7.128,0
300,7.128,0
301,7.128,0
302,7.128,0
303,7.128,0
304,7.128,0
305,7.128,0
306,7.128,0
307,7.128,0
308,7.128,0
309,7.128,0
310,7.128,0
311,7.128,0
312,7.128,0
313,7.128,0
314,7.128,0
315,7.128,0
316,7.128,0
317,7.128,0
318,7.128,0
319,7.128,0
320,7.128,0
321,7.128,0
322,7.128,0
323,7.128,0
324,7.128,0
325,7.128,0
326,7.128,0
327,7.128,0
328,7.128,0
329,7.128,0
330,7.128,0
331,7.128,0
332,7.128,0
333,7.128,0
334,7.128,0
335,7.128,0
336,7.128,0
337,7.128,0
338,7.128,0
339,7.128,0
340,7.128,0
341,7.128,0
342,7.128,0
343,7.128,0
344,7.128,0
345,7.128,0
346,7.128,0
347,7.128,0
348,7.128,0
349,7.128,0
350,7.128,0
351,7.128,0
352,7.128,0
353,7.128,0
354,7.128,0
355,7.128,0
356,7.128,0
357,7.128,0
358,7.128,0
359,7.128,0
360,7.128,0
361,7.128,0
362,7.128,0
363,7.128,0
364,7.128,0
365,7.128,0
366,7.128,0
367,7.128,0
368,7.128,0
369,7.128,0
370,7.128,0
371,7.128,0
372,7.128,0
373,7.128,0
374,7.128,0
375,7.128,0
376,7.128,0
377,7.128,0
378,7.128,0
379,7.128,0
380,7.128,0
381,7.128,0
382,7.128,0
383,7.128,0
384,7.128,0
385,7.128,0
386,7.128,0
387,7.128,0
388,7.128,0
389,7.128,0
390,7.128,0
391,7.128,0
392,7.128,0
393,7.128,0
394,7.128,0
395,7.128,0
396,7.128,0
397,7.128,0
398,7.128,0
399,7.128,0
400,7.128,0
401,7.128,0
402,7.128,0
403,7.128,0
404,7.128,0
405,7.128,0
406,7.128,0
407,7.128,0
408,7.128,0
409,7.128,0
410,7.128,0
411,7.128,0
412,7.128,0
413,7.128,0
414,7.128,0
415,7.128,0
416,7.128,0
417,7.128,0
418,7.128,0
419,7.128,0
420,7.128,0
421,7.128,0
422,7.128,0
423,7.128,0
424,7.128,0
425,7.128,0
426,7.128,0
427,7.128,0
428,7.128,0
429,7.128,0
430,7.128,0
431,7.128,0
432,7.128,0
433,7.128,0
434,7.128,0
435,7.128,0
436,7.128,0
437,7.128,0
438,7.128,0
439,7.128,0
440,7.128,0
441,7.128,0
442,7.128,0
443,7.128,0
444,7.128,0
445,7.128,0
446,7.128,0
447,7.128,0
448,7.128,0
449,7.128,0
450,7.128,0
451,7.128,0
452,7.128,0
453,7.128,0
454,7.128,0
455,7.128,0
456,7.128,0
457,7.128,0
458,7.128,0
459,7.128,0
460,7.128,0
461,7.128,0
462,7.128,0
463,7.128,0
464,7.128,0
465,7.128,0
466,7.128,0
467,7.128,0
468,7.128,0
469,7.128,0
470,7.128,0
471,7.128,0
472,7.128,0
473,7.128,0
474,7.128,0
475,7.128,0
476,7.128,0
477,7.128,0
478,7.128,0
479,7.128,0
480,7.128,0
481,7.128,0
482,7.128,0
483,7.128,0
484,7.128,0
485,7.128,0
486,7.128,0
487,7.128,0
488,7.128,0
489,7.128,0
490,7.128,0
491,7.128,0
492,7.128,0
493,7.128,0
494,7.128,0
495,7.128,0
496,7.128,0
497,7.128,0
498,7.128,0
499,7.128,0
500,7.128,0
501,7.128,0
502,7.128,0
503,7.128,0
504,7.128,0
505,7.128,0
506,7.128,0
507,7.128,0
508,7.128,0
509,7.128,0
510,7.128,0
511,7.128,0
512,7.128,0
513,7.128,0
514,7.128,0
515,7.128,0
516,7.128,0
517,7.128,0
518,7.128,0
519,7.128,0
520,7.128,0
521,7.128,0
522,7.128,0
523,7.128,0
524,7.128,0
525,7.128,0
526,7.128,0
527,7.128,0
528,7.128,0
529,7.128,0
530,7.128,0
531,7.128,0
532,7.128,0
533,7.128,0
534,7.128,0
535,7.128,0
536,7.128,0
537,7.128,0
538,7.128,0
539,7.128,0
540,7.128,0
541,7.128,0
542,7.128,0
543,7.128,0
544,7.128,0
545,7.128,0
546,7.128,0
547,7.128,0
548,7.128,0
549,7.128,0
550,7.128,0
551,7.128,0
552,7.128,0
553,7.128,0
554,7.128,0
555,7.128,0
556,7.128,0
557,7.128,0
558,7.128,0
559,7.128,0
560,7.128,0
561,7.128,0
562,7.128,0
563,7.128,0
564,7.128,0
565,7.128,0
566,7.128,0
567,7.128,0
568,7.128,0
569,7.128,0
570,7.128,0
571,7.128,0
572,7.128,0
573,7.128,0
574,7.128,0
575,7.128,0
576,7.128,0
577,7.128,0
578,7.128,0
579,7.128,0
580,7.128,0
581,7.128,0
582,7.128,0
583,7.128,0
584,7.128,0
585,7.128,0
586,7.128,0
587,7.128,0
588,7.128,0
589,7.128,0
590,7.128,0
591,7.128,0
592,7.128,0
593,7.128,0
594,7.128,0
595,7.128,0
596,7.128,0
597,7.128,0
598,7.128,0
599,7.128,0
600,7.128,0
601,7.128,0
602,7.128,0
603,7.128,0
604,7.128,0
605,7.128,0
606,7.128,0
607,7.128,0
608,7.128,0
609,7.128,0
610,7.128,0
611,7.128,0
612,7.128,0
613,7.128,0
614,7.128,0
615,7.128,0
616,7.128,0
617,7.128,0
618,7.128,0
619,7.128,0
620,7.128,0
621,7.128,0
622,7.128,0
623,7.128,0
624,7.128,0
625,7.128,0
626,7.128,0
627,7.128,0
628,7.128,0
629,7.128,0
630,7.128,0
631,7.128,0
632,7.128,0
633,7.128,0
634,7.128,0
635,7.128,0
636,7.128,0
637,7.128,0
638,7.128,0
639,7.128,0
640,7.128,0
641,7.128,0
642,7.128,0
643,7.128,0
644,7.128,0
645,7.128,0
646,7.128,0
647,7.128,0
648,7.128,0
649,7.128,0
650,7.128,0
651,7.128,0
652,7.128,0
653,7.128,0
654,7.128,0
655,7.128,0
656,7.128,0
657,7.128,0
658,7.128,0
659,7.128,0
660,7.128,0
661,7.128,0
662,7.128,0
663,7.128,0
664,7.128,0
665,7.128,0
666,7.128,0
667,7.128,0
668,7.128,0
669,7.128,0
670,7.128,0
671,7.128,0
672,7.128,0
673,7.128,0
674,7.128,0
675,7.128,0
676,7.128,0
677,7.128,0
678,7.128,0
679,7.128,0
680,7.128,0
681,7.128,0
682,7.128,0
683,7.128,0
684,7.128,0
685,7.128,0
686,7.128,0
687,7.128,0
688,7.128,0
689,7.128,0
690,7.128,0
691,7.128,0
692,7.128,0
693,7.128,0
694,7.128,0
695,7.128,0
696,7.128,0
697,7.128,0
698,7.128,0
699,7.128,0
700,7.128,0
701,7.128,0
702,7.128,0
703,7.128,0
704,7.128,0
705,7.128,0
706,7.128,0
707,7.128,0
708,7.128,0
709,7.128,0
710,7.128,0
711,7.128,0
712,7.128,0
713,7.128,0
714,7.128,0
715,7.128,0
716,7.128,0
717,7.128,0
718,7.128,0
719,7.128,0
720,7.128,0
721,7.128,0
722,7.128,0
723,7.128,0
724,7.128,0
725,7.128,0
726,7.128,0
727,7.128,0
728,7.128,0
729,7.128,0
730,7.128,0
731,7.128,0
732,7.128,0
733,7.128,0
734,7.128,0
735,7.128,0
736,7.128,0
737,7.128,0
738,7.128,0
739,7.128,0
740,7.128,0
741,7.128,0
742,7.128,0
743,7.128,0
744,7.128,0
745,5.373,0
746,5.373,0
747,5.373,0
748,5.373,0
749,5.373,0
750,5.373,0
751,5.373,0
752,5.373,0
753,5.373,0
754,5.373,0
755,5.373,0
756,5.373,0
757,5.373,0
758,5.373,0
759,5.373,0
760,5.373,0
761,5.373,0
762,5.373,0
763,5.373,0
764,5.373,0
765,5.373,0
766,5.373,0
767,5.373,0
768,5.373,0
769,5.373,0
770,5.373,0
771,5.373,0
772,5.373,0
773,5.373,0
774,5.373,0
775,5.373,0
776,5.373,0
777,5.373,0
778,5.373,0
779,5.373,0
780,5.373,0
781,5.373,0
782,5.373,0
783,5.373,0
784,5.373,0
785,5.373,0
786,5.373,0
787,5.373,0
788,5.373,0
789,5.373,0
790,5.373,0
791,5.373,0
792,5.373,0
793,5.373,0
794,5.373,0
795,5.373,0
796,5.373,0
797,5.373,0
798,5.373,0
799,5.373,0
800,5.373,0
801,5.373,0
802,5.373,0
803,5.373,0
804,5.373,0
805,5.373,0
806,5.373,0
807,5.373,0
808,5.373,0
809,5.373,0
810,5.373,0
811,5.373,0
812,5.373,0
813,5.373,0
814,5.373,0
815,5.373,0
816,5.373,0
817,5.373,0
818,5.373,0
819,5.373,0
820,5.373,0
821,5.373,0
822,5.373,0
823,5.373,0
824,5.373,0
825,5.373,0
826,5.373,0
827,5.373,0
828,5.373,0
829,5.373,0
830,5.373,0
831,5.373,0
832,5.373,0
833,5.373,0
834,5.373,0
835,5.373,0
836,5.373,0
837,5.373,0
838,5.373,0
839,5.373,0
840,5.373,0
841,5.373,0
842,5.373,0
843,5.373,0
844,5.373,0
845,5.373,0
846,5.373,0
847,5.373,0
848,5.373,0
849,5.373,0
850,5.373,0
851,5.373,0
852,5.373,0
853,5.373,0
854,5.373,0
855,5.373,0
856,5.373,0
857,5.373,0
858,5.373,0
859,5.373,0
860,5.373,0
861,5.373,0
862,5.373,0
863,5.373,0
864,5.373,0
865,5.373,0
866,5.373,0
867,5.373,0
868,5.373,0
869,5.373,0
870,5.373,0
871,5.373,0
872,5.373,0
873,5.373,0
874,5.373,0
875,5.373,0
876,5.373,0
877,5.373,0
878,5.373,0
879,5.373,0
880,5.373,0
881,5.373,0
882,5.373,0
883,5.373,0
884,5.373,0
885,5.373,0
886,5.373,0
887,5.373,0
888,5.373,0
889,5.373,0
890,5.373,0
891,5.373,0
892,5.373,0
893,5.373,0
894,5.373,0
895,5.373,0
896,5.373,0
897,5.373,0
898,5.373,0
899,5.373,0
900,5.373,0
901,5.373,0
902,5.373,0
903,5.373,0
904,5.373,0
905,5.373,0
906,5.373,0
907,5.373,0
908,5.373,0
909,5.373,0
910,5.373,0
911,5.373,0
912,5.373,0
913,5.373,0
914,5.373,0
915,5.373,0
916,5.373,0
917,5.373,0
918,5.373,0
919,5.373,0
920,5.373,0
921,5.373,0
922,5.373,0
923,5.373,0
924,5.373,0
925,5.373,0
926,5.373,0
927,5.373,0
928,5.373,0
929,5.373,0
930,5.373,0
931,5.373,0
932,5.373,0
933,5.373,0
934,5.373,0
935,5.373,0
936,5.373,0
937,5.373,0
938,5.373,0
939,5.373,0
940,5.373,0
941,5.373,0
942,5.373,0
943,5.373,0
944,5.373,0
945,5.373,0
946,5.373,0
947,5.373,0
948,5.373,0
949,5.373,0
950,5.373,0
951,5.373,0
952,5.373,0
953,5.373,0
954,5.373,0
955,5.373,0
956,5.373,0
957,5.373,0
958,5.373,0
959,5.373,0
960,5.373,0
961,5.373,0
962,5.373,0
963,5.373,0
964,5.373,0
965,5.373,0
966,5.373,0
967,5.373,0
968,5.373,0
969,5.373,0
970,5.373,0
971,5.373,0
972,5.373,0
973,5.373,0
974,5.373,0
975,5.373,0
976,5.373,0
977,5.373,0
978,5.373,0
979,5.373,0
980,5.373,0
981,5.373,0
982,5.373,0
983,5.373,0
984,5.373,0
985,5.373,0
986,5.373,0
987,5.373,0
988,5.373,0
989,5.373,0
990,5.373,0
991,5.373,0
992,5.373,0
993,5.373,0
994,5.373,0
995,5.373,0
996,5.373,0
997,5.373,0
998,5.373,0
999,5.373,0
1000,5.373,0
1001,5.373,0
1002,5.373,0
1003,5.373,0
1004,5.373,0
1005,5.373,0
1006,5.373,0
1007,5.373,0
1008,5.373,0
1009,5.373,0
1010,5.373,0
1011,5.373,0
1012,5.373,0
1013,5.373,0
1014,5.373,0
1015,5.373,0
1016,5.373,0
1017,5.373,0
1018,5.373,0
1019,5.373,0
1020,5.373,0
1021,5.373,0
1022,5.373,0
1023,5.373,0
1024,5.373,0
1025,5.373,0
1026,5.373,0
1027,5.373,0
1028,5.373,0
1029,5.373,0
1030,5.373,0
1031,5.373,0
1032,5.373,0
1033,5.373,0
1034,5.373,0
1035,5.373,0
1036,5.373,0
1037,5.373,0
1038,5.373,0
1039,5.373,0
1040,5.373,0
1041,5.373,0
1042,5.373,0
1043,5.373,0
1044,5.373,0
1045,5.373,0
1046,5.373,0
1047,5.373,0
1048,5.373,0
1049,5.373,0
1050,5.373,0
1051,5.373,0
1052,5.373,0
1053,5.373,0
1054,5.373,0
1055,5.373,0
1056,5.373,0
1057,5.373,0
1058,5.373,0
1059,5.373,0
1060,5.373,0
1061,5.373,0
1062,5.373,0
1063,5.373,0
1064,5.373,0
1065,5.373,0
1066,5.373,0
1067,5.373,0
1068,5.373,0
1069,5.373,0
1070,5.373,0
1071,5.373,0
1072,5.373,0
1073,5.373,0
1074,5.373,0
1075,5.373,0
1076,5.373,0
1077,5.373,0
1078,5.373,0
1079,5.373,0
1080,5.373,0
1081,5.373,0
1082,5.373,0
1083,5.373,0
1084,5.373,0
1085,5.373,0
1086,5.373,0
1087,5.373,0
1088,5.373,0
1089,5.373,0
1090,5.373,0
1091,5.373,0
1092,5.373,0
1093,5.373,0
1094,5.373,0
1095,5.373,0
1096,5.373,0
1097,5.373,0
1098,5.373,0
1099,5.373,0
1100,5.373,0
1101,5.373,0
1102,5.373,0
1103,5.373,0
1104,5.373,0
1105,5.373,0
1106,5.373,0
1107,5.373,0
1108,5.373,0
1109,5.373,0
1110,5.373,0
1111,5.373,0
1112,5.373,0
1113,5.373,0
1114,5.373,0
1115,5.373,0
1116,5.373,0
1117,5.373,0
1118,5.373,0
1119,5.373,0
1120,5.373,0
1121,5.373,0
1122,5.373,0
1123,5.373,0
1124,5.373,0
1125,5.373,0
1126,5.373,0
1127,5.373,0
1128,5.373,0
1129,5.373,0
1130,5.373,0
1131,5.373,0
1132,5.373,0
1133,5.373,0
1134,5.373,0
1135,5.373,0
1136,5.373,0
1137,5.373,0
1138,5.373,0
1139,5.373,0
1140,5.373,0
1141,5.373,0
1142,5.373,0
1143,5.373,0
1144,5.373,0
1145,5.373,0
1146,5.373,0
1147,5.373,0
1148,5.373,0
1149,5.373,0
1150,5.373,0
1151,5.373,0
1152,5.373,0
1153,5.373,0
1154,5.373,0
1155,5.373,0
1156,5.373,0
1157,5.373,0
1158,5.373,0
1159,5.373,0
1160,5.373,0
1161,5.373,0
1162,5.373,0
1163,5.373,0
1164,5.373,0
1165,5.373,0
1166,5.373,0
1167,5.373,0
1168,5.373,0
1169,5.373,0
1170,5.373,0
1171,5.373,0
1172,5.373,0
1173,5.373,0
1174,5.373,0
1175,5.373,0
1176,5.373,0
1177,5.373,0
1178,5.373,0
1179,5.373,0
1180,5.373,0
1181,5.373,0
1182,5.373,0
1183,5.373,0
1184,5.373,0
1185,5.373,0
1186,5.373,0
1187,5.373,0
1188,5.373,0
1189,5.373,0
1190,5.373,0
1191,5.373,0
1192,5.373,0
1193,5.373,0
1194,5.373,0
1195,5.373,0
1196,5.373,0
1197,5.373,0
1198,5.373,0
1199,5.373,0
1200,5.373,0
1201,5.373,0
1202,5.373,0
1203,5.373,0
1204,5.373,0
1205,5.373,0
1206,5.373,0
1207,5.373,0
1208,5.373,0
1209,5.373,0
1210,5.373,0
1211,5.373,0
1212,5.373,0
1213,5.373,0
1214,5.373,0
1215,5.373,0
1216,5.373,0
1217,5.373,0
1218,5.373,0
1219,5.373,0
1220,5.373,0
1221,5.373,0
1222,5.373,0
1223,5.373,0
1224,5.373,0
1225,5.373,0
1226,5.373,0
1227,5.373,0
1228,5.373,0
1229,5.373,0
1230,5.373,0
1231,5.373,0
1232,5.373,0
1233,5.373,0
1234,5.373,0
1235,5.373,0
1236,5.373,0
1237,5.373,0
1238,5.373,0
1239,5.373,0
1240,5.373,0
1241,5.373,0
1242,5.373,0
1243,5.373,0
1244,5.373,0
1245,5.373,0
1246,5.373,0
1247,5.373,0
1248,5.373,0
1249,5.373,0
1250,5.373,0
1251,5.373,0
1252,5.373,0
1253,5.373,0
1254,5.373,0
1255,5.373,0
1256,5.373,0
1257,5.373,0
1258,5.373,0
1259,5.373,0
1260,5.373,0
1261,5.373,0
1262,5.373,0
1263,5.373,0
1264,5.373,0
1265,5.373,0
1266,5.373,0
1267,5.373,0
1268,5.373,0
1269,5.373,0
1270,5.373,0
1271,5.373,0
1272,5.373,0
1273,5.373,0
1274,5.373,0
1275,5.373,0
1276,5.373,0
1277,5.373,0
1278,5.373,0
1279,5.373,0
1280,5.373,0
1281,5.373,0
1282,5.373,0
1283,5.373,0
1284,5.373,0
1285,5.373,0
1286,5.373,0
1287,5.373,0
1288,5.373,0
1289,5.373,0
1290,5.373,0
1291,5.373,0
1292,5.373,0
1293,5.373,0
1294,5.373,0
1295,5.373,0
1296,5.373,0
1297,5.373,0
1298,5.373,0
1299,5.373,0
1300,5.373,0
1301,5.373,0
1302,5.373,0
1303,5.373,0
1304,5.373,0
1305,5.373,0
1306,5.373,0
1307,5.373,0
1308,5.373,0
1309,5.373,0
1310,5.373,0
1311,5.373,0
1312,5.373,0
1313,5.373,0
1314,5.373,0
1315,5.373,0
1316,5.373,0
1317,5.373,0
1318,5.373,0
1319,5.373,0
1320,5.373,0
1321,5.373,0
1322,5.373,0
1323,5.373,0
1324,5.373,0
1325,5.373,0
1326,5.373,0
1327,5.373,0
1328,5.373,0
1329,5.373,0
1330,5.373,0
1331,5.373,0
1332,5.373,0
1333,5.373,0
1334,5.373,0
1335,5.373,0
1336,5.373,0
1337,5.373,0
1338,5.373,0
1339,5.373,0
1340,5.373,0
1341,5.373,0
1342,5.373,0
1343,5.373,0
1344,5.373,0
1345,5.373,0
1346,5.373,0
1347,5.373,0
1348,5.373,0
1349,5.373,0
1350,5.373,0
1351,5.373,0
1352,5.373,0
1353,5.373,0
1354,5.373,0
1355,5.373,0
1356,5.373,0
1357,5.373,0
1358,5.373,0
1359,5.373,0
1360,5.373,0
1361,5.373,0
1362,5.373,0
1363,5.373,0
1364,5.373,0
1365,5.373,0
1366,5.373,0
1367,5.373,0
1368,5.373,0
1369,5.373,0
1370,5.373,0
1371,5.373,0
1372,5.373,0
1373,5.373,0
1374,5.373,0
1375,5.373,0
1376,5.373,0
1377,5.373,0
1378,5.373,0
1379,5.373,0
1380,5.373,0
1381,5.373,0
1382,5.373,0
1383,5.373,0
1384,5.373,0
1385,5.373,0
1386,5.373,0
1387,5.373,0
1388,5.373,0
1389,5.373,0
1390,5.373,0
1391,5.373,0
1392,5.373,0
1393,5.373,0
1394,5.373,0
1395,5.373,0
1396,5.373,0
1397,5.373,0
1398,5.373,0
1399,5.373,0
1400,5.373,0
1401,5.373,0
1402,5.373,0
1403,5.373,0
1404,5.373,0
1405,5.373,0
1406,5.373,0
1407,5.373,0
1408,5.373,0
1409,5.373,0
1410,5.373,0
1411,5.373,0
1412,5.373,0
1413,5.373,0
1414,5.373,0
1415,5.373,0
1416,5.373,0
1417,5.373,0
1418,5.373,0
1419,5.373,0
1420,5.373,0
1421,5.373,0
1422,5.373,0
1423,5.373,0
1424,5.373,0
1425,5.373,0
1426,5.373,0
1427,5.373,0
1428,5.373,0
1429,5.373,0
1430,5.373,0
1431,5.373,0
1432,5.373,0
1433,5.373,0
1434,5.373,0
1435,5.373,0
1436,5.373,0
1437,5.373,0
1438,5.373,0
1439,5.373,0
1440,5.373,0
1441,4.9815,0
1442,4.9815,0
1443,4.9815,0
1444,4.9815,0
1445,4.9815,0
1446,4.9815,0
1447,4.9815,0
1448,4.9815,0
1449,4.9815,0
1450,4.9815,0
1451,4.9815,0
1452,4.9815,0
1453,4.9815,0
1454,4.9815,0
1455,4.9815,0
1456,4.9815,0
1457,4.9815,0
1458,4.9815,0
1459,4.9815,0
1460,4.9815,0
1461,4.9815,0
1462,4.9815,0
1463,4.9815,0
1464,4.9815,0
1465,4.9815,0
1466,4.9815,0
1467,4.9815,0
1468,4.9815,0
1469,4.9815,0
1470,4.9815,0
1471,4.9815,0
1472,4.9815,0
1473,4.9815,0
1474,4.9815,0
1475,4.9815,0
1476,4.9815,0
1477,4.9815,0
1478,4.9815,0
1479,4.9815,0
1480,4.9815,0
1481,4.9815,0
1482,4.9815,0
1483,4.9815,0
1484,4.9815,0
1485,4.9815,0
1486,4.9815,0
1487,4.9815,0
1488,4.9815,0
1489,4.9815,0
1490,4.9815,0
1491,4.9815,0
1492,4.9815,0
1493,4.9815,0
1494,4.9815,0
1495,4.9815,0
1496,4.9815,0
1497,4.9815,0
1498,4.9815,0
1499,4.9815,0
1500,4.9815,0
1501,4.9815,0
1502,4.9815,0
1503,4.9815,0
1504,4.9815,0
1505,4.9815,0
1506,4.9815,0
1507,4.9815,0
1508,4.9815,0
1509,4.9815,0
1510,4.9815,0
1511,4.9815,0
1512,4.9815,0
1513,4.9815,0
1514,4.9815,0
1515,4.9815,0
1516,4.9815,0
1517,4.9815,0
1518,4.9815,0
1519,4.9815,0
1520,4.9815,0
1521,4.9815,0
1522,4.9815,0
1523,4.9815,0
1524,4.9815,0
1525,4.9815,0
1526,4.9815,0
1527,4.9815,0
1528,4.9815,0
1529,4.9815,0
1530,4.9815,0
1531,4.9815,0
1532,4.9815,0
1533,4.9815,0
1534,4.9815,0
1535,4.9815,0
1536,4.9815,0
1537,4.9815,0
1538,4.9815,0
1539,4.9815,0
1540,4.9815,0
1541,4.9815,0
1542,4.9815,0
1543,4.9815,0
1544,4.9815,0
1545,4.9815,0
1546,4.9815,0
1547,4.9815,0
1548,4.9815,0
1549,4.9815,0
1550,4.9815,0
1551,4.9815,0
1552,4.9815,0
1553,4.9815,0
1554,4.9815,0
1555,4.9815,0
1556,4.9815,0
1557,4.9815,0
1558,4.9815,0
1559,4.9815,0
1560,4.9815,0
1561,4.9815,0
1562,4.9815,0
1563,4.9815,0
1564,4.9815,0
1565,4.9815,0
1566,4.9815,0
1567,4.9815,0
1568,4.9815,0
1569,4.9815,0
1570,4.9815,0
1571,4.9815,0
1572,4.9815,0
1573,4.9815,0
1574,4.9815,0
1575,4.9815,0
1576,4.9815,0
1577,4.9815,0
1578,4.9815,0
1579,4.9815,0
1580,4.9815,0
1581,4.9815,0
1582,4.9815,0
1583,4.9815,0
1584,4.9815,0
1585,4.9815,0
1586,4.9815,0
1587,4.9815,0
1588,4.9815,0
1589,4.9815,0
1590,4.9815,0
1591,4.9815,0
1592,4.9815,0
1593,4.9815,0
1594,4.9815,0
1595,4.9815,0
1596,4.9815,0
1597,4.9815,0
1598,4.9815,0
1599,4.9815,0
1600,4.9815,0
1601,4.9815,0
1602,4.9815,0
1603,4.9815,0
1604,4.9815,0
1605,4.9815,0
1606,4.9815,0
1607,4.9815,0
1608,4.9815,0
1609,4.9815,0
1610,4.9815,0
1611,4.9815,0
1612,4.9815,0
1613,4.9815,0
1614,4.9815,0
1615,4.9815,0
1616,4.9815,0
1617,4.9815,0
1618,4.9815,0
1619,4.9815,0
1620,4.9815,0
1621,4.9815,0
1622,4.9815,0
1623,4.9815,0
1624,4.9815,0
1625,4.9815,0
1626,4.9815,0
1627,4.9815,0
1628,4.9815,0
1629,4.9815,0
1630,4.9815,0
1631,4.9815,0
1632,4.9815,0
1633,4.9815,0
1634,4.9815,0
1635,4.9815,0
1636,4.9815,0
1637,4.9815,0
1638,4.9815,0
1639,4.9815,0
