"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2010-01-01 00:00:00,0.508,0.637,0.858,0.024,0.424,0.208
2010-01-01 01:00:00,0.386,0.494,0.732,0.202,0.695,0.576
2010-01-01 02:00:00,0.316,0.411,0.608,0.605,0.809,0.735
2010-01-01 03:00:00,0.33,0.324,0.498,0.888,0.894,0.786
2010-01-01 04:00:00,0.431,0.299,0.453,0.973,0.956,0.873
2010-01-01 05:00:00,0.566,0.332,0.512,0.972,0.973,0.928
2010-01-01 06:00:00,0.651,0.341,0.556,0.971,0.972,0.94
2010-01-01 07:00:00,0.661,0.392,0.557,0.973,0.972,0.949
2010-01-01 08:00:00,0.68,0.501,0.604,0.97,0.956,0.973
2010-01-01 09:00:00,0.675,0.563,0.617,0.949,0.934,0.973
2010-01-01 10:00:00,0.669,0.599,0.578,0.933,0.919,0.963
2010-01-01 11:00:00,0.668,0.573,0.537,0.902,0.896,0.946
2010-01-01 12:00:00,0.654,0.463,0.454,0.865,0.851,0.922
2010-01-01 13:00:00,0.598,0.341,0.316,0.817,0.783,0.873
2010-01-01 14:00:00,0.373,0.201,0.105,0.769,0.724,0.867
2010-01-01 15:00:00,0.111,0.06,0.004,0.688,0.637,0.807
2010-01-01 16:00:00,0.211,0.123,0.011,0.548,0.478,0.711
2010-01-01 17:00:00,0.427,0.265,0.093,0.451,0.335,0.648
2010-01-01 18:00:00,0.542,0.364,0.189,0.329,0.232,0.573
2010-01-01 19:00:00,0.594,0.384,0.228,0.206,0.143,0.434
2010-01-01 20:00:00,0.57,0.348,0.196,0.123,0.059,0.279
2010-01-01 21:00:00,0.479,0.294,0.16,0.069,0.018,0.21
2010-01-01 22:00:00,0.38,0.238,0.137,0.044,0.02,0.176
2010-01-01 23:00:00,0.453,0.272,0.21,0.075,0.041,0.214
2010-01-02 00:00:00,0.549,0.37,0.387,0.123,0.086,0.31
2010-01-02 01:00:00,0.608,0.471,0.534,0.142,0.173,0.318
