"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2019-01-01 00:00:00,0.348,0.026,0.149,0.001,0.001,0.017
2019-01-01 01:00:00,0.732,0,0.066,0.001,0,0.009
2019-01-01 02:00:00,0.903,0.034,0.046,0.002,0,0.008
2019-01-01 03:00:00,0.933,0.373,0.151,0.002,0.001,0.011
2019-01-01 04:00:00,0.916,0.829,0.6,0.001,0,0.02
2019-01-01 05:00:00,0.866,0.93,0.849,0,0.001,0.03
2019-01-01 06:00:00,0.856,0.922,0.893,0.003,0.002,0.036
2019-01-01 07:00:00,0.839,0.88,0.867,0.049,0.014,0.037
2019-01-01 08:00:00,0.828,0.899,0.857,0.156,0.044,0.068
2019-01-01 09:00:00,0.82,0.894,0.797,0.26,0.104,0.144
2019-01-01 10:00:00,0.845,0.867,0.766,0.38,0.212,0.253
2019-01-01 11:00:00,0.845,0.841,0.737,0.419,0.349,0.348
2019-01-01 12:00:00,0.816,0.845,0.748,0.423,0.459,0.438
2019-01-01 13:00:00,0.805,0.857,0.753,0.46,0.499,0.527
2019-01-01 14:00:00,0.796,0.873,0.819,0.487,0.486,0.487
2019-01-01 15:00:00,0.715,0.802,0.752,0.507,0.486,0.495
2019-01-01 16:00:00,0.548,0.648,0.621,0.496,0.5,0.515
2019-01-01 17:00:00,0.356,0.449,0.407,0.559,0.477,0.396
2019-01-01 18:00:00,0.222,0.29,0.283,0.534,0.449,0.317
2019-01-01 19:00:00,0.137,0.184,0.193,0.537,0.442,0.31
2019-01-01 20:00:00,0.097,0.124,0.152,0.58,0.423,0.387
2019-01-01 21:00:00,0.074,0.082,0.121,0.625,0.467,0.516
2019-01-01 22:00:00,0.059,0.065,0.114,0.68,0.531,0.651
2019-01-01 23:00:00,0.099,0.107,0.175,0.752,0.608,0.728
2019-01-02 00:00:00,0.203,0.243,0.296,0.745,0.685,0.745
2019-01-02 01:00:00,0.244,0.329,0.319,0.684,0.682,0.744
2019-01-02 02:00:00,0.24,0.386,0.337,0.648,0.616,0.749
2019-01-02 03:00:00,0.194,0.373,0.348,0.623,0.546,0.74
2019-01-02 04:00:00,0.157,0.303,0.252,0.598,0.594,0.708
2019-01-02 05:00:00,0.129,0.227,0.191,0.584,0.64,0.635
2019-01-02 06:00:00,0.117,0.184,0.148,0.571,0.704,0.59
2019-01-02 07:00:00,0.1,0.139,0.097,0.668,0.806,0.668
2019-01-02 08:00:00,0.08,0.107,0.069,0.683,0.817,0.775
2019-01-02 09:00:00,0.115,0.173,0.124,0.663,0.806,0.837
2019-01-02 10:00:00,0.218,0.264,0.206,0.651,0.76,0.85
2019-01-02 11:00:00,0.282,0.374,0.32,0.67,0.717,0.874
2019-01-02 12:00:00,0.34,0.483,0.512,0.6,0.598,0.843
2019-01-02 13:00:00,0.305,0.495,0.559,0.585,0.595,0.695
2019-01-02 14:00:00,0.214,0.391,0.496,0.621,0.578,0.499
2019-01-02 15:00:00,0.149,0.265,0.359,0.651,0.508,0.353
2019-01-02 16:00:00,0.077,0.148,0.164,0.593,0.421,0.365
2019-01-02 17:00:00,0.035,0.083,0.078,0.506,0.394,0.479
2019-01-02 18:00:00,0.018,0.012,0.041,0.484,0.432,0.599
2019-01-02 19:00:00,0.021,0.003,0.025,0.549,0.428,0.551
2019-01-02 20:00:00,0.048,0.016,0.09,0.637,0.563,0.524
2019-01-02 21:00:00,0.032,0.012,0.163,0.799,0.699,0.675
2019-01-02 22:00:00,0.012,0.005,0.125,0.813,0.625,0.717
2019-01-02 23:00:00,0.002,0.004,0.095,0.748,0.455,0.675
2019-01-03 00:00:00,0.001,0.021,0.094,0.645,0.295,0.556
2019-01-03 01:00:00,0,0.076,0.102,0.512,0.147,0.307
2019-01-03 02:00:00,0,0.1,0.105,0.42,0.099,0.178
2019-01-03 03:00:00,0.001,0.054,0.109,0.287,0.116,0.213
2019-01-03 04:00:00,0.003,0.011,0.131,0.256,0.297,0.165
2019-01-03 05:00:00,0.016,0.008,0.168,0.283,0.404,0.315
2019-01-03 06:00:00,0.05,0.038,0.183,0.255,0.351,0.395
