Time_Index,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
1,1,0,0.800745338,1
2,1,0,0.789943921,1
3,1,0,0.813081783,1
4,1,0,0.805637849,1
5,1,0,0.681532305,1
6,1,0,0.567835826,1
7,1,0,0.501460004,1
8,1,0,0.54652428,1
9,1,0.16011,0.381076079,1
10,1,0.3861,0.006723698,1
11,1,0.51732,0.002282348,1
12,1,0.58356,0.001938338,1
13,1,0.55872,0.004006188,1
14,1,0.5364,0.006940428,1
15,1,0.45117,0.090763392,1
16,1,0.29799,0.181621934,1
17,1,0.05778,0.127739749,1
18,1,0,0.510320306,1
19,1,0,0.851422406,1
20,1,0,0.831054783,1
21,1,0,0.858047622,1
22,1,0,0.836284876,1
23,1,0,0.764576018,1
24,1,0,0.599013877,1
25,1,0,0.474705613,1
26,1,0,0.583382016,1
27,1,0,0.572670937,1
28,1,0,0.823357594,1
29,1,0,0.771909607,1
30,1,0,0.742291689,1
31,1,0,0.527964145,1
32,1,0,0.437371034,1
33,1,0.144,0.509300101,1
34,1,0.30762,0.667739153,1
35,1,0.44568,0.836393988,1
36,1,0.50886,0.887801314,1
37,1,0.51417,0.892482305,1
38,1,0.48726,0.887062579,1
39,1,0.42093,0.891983039,1
40,1,0.28737,0.856363785,1
41,1,0.09027,0.865395374,1
42,1,0,0.717572451,1
43,1,0,0.652624208,1
44,1,0,0.489103603,1
45,1,0,0.742775774,1
46,1,0,0.82897017,1
47,1,0,0.742857742,1
48,1,0,0.720976764,1
49,1,0,0.754805642,1
50,1,0,0.592742444,1
51,1,0,0.436786848,1
52,1,0,0.536387998,1
53,1,0,0.559657609,1
54,1,0,0.628467697,1
55,1,0,0.508831841,1
56,1,0,0.326684287,1
57,1,0.19323,0.384548602,1
58,1,0.3924,0.799108279,1
59,1,0.52083,0.85739826,1
60,1,0.5688,0.878711414,1
61,1,0.58059,0.898204583,1
62,1,0.55863,0.880702418,1
63,1,0.49536,0.893120402,1
64,1,0.34029,0.887530142,1
65,1,0.12339,0.766382324,1
66,1,0,0.812759757,1
67,1,0,0.89481014,1
68,1,0,0.744715708,1
69,1,0,0.869227553,1
70,1,0,0.864144659,1
71,1,0,0.888958848,1
72,1,0,0.881921696,1
73,1,0,0.899831879,1
74,1,0,0.893698954,1
75,1,0,0.821471679,1
76,1,0,0.810282898,1
77,1,0,0.81081258,1
78,1,0,0.707579613,1
79,1,0,0.674734247,1
80,1,0,0.618631768,1
81,1,0.20493,0.54391948,1
82,1,0.40518,0.539844614,1
83,1,0.54414,0.519757873,1
84,1,0.61119,0.077750038,1
85,1,0.60552,0.036793343,1
86,1,0.58338,0.020190845,1
87,1,0.4752,0.008515177,1
88,1,0.30087,0.012182159,1
89,1,0.0252,0.005647356,1
90,1,0,0.052280361,1
91,1,0,0.201738717,1
92,1,0,0.247933424,1
93,1,0,0.375257108,1
94,1,0,0.351672658,1
95,1,0,0.417475292,1
96,1,0,0.377900827,1
97,1,0,0.293309051,1
98,1,0,0.470482529,1
99,1,0,0.329388812,1
100,1,0,0.38195166,1
101,1,0,0.389804095,1
102,1,0,0.326583221,1
103,1,0,0.20531508,1
104,1,0,0.229494819,1
105,1,0.09297,0.26761778,1
106,1,0.25236,0.238521069,1
107,1,0.39348,0.22199952,1
108,1,0.53217,0.188590998,1
