Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1_scen1,Load_MW_z1_scen2,Load_MW_z1_scen3,Load_MW_z2_scen1,Load_MW_z2_scen2,Load_MW_z2_scen3,Load_MW_z3_scen1,Load_MW_z3_scen2,Load_MW_z3_scen3
,,,,,,,,2698,9755,10242.75,9267.25,2786,2925.3,2646.7,1330,1396.5,1263.5
,,,,,,,,2699,9891,10385.55,9396.45,2825,2966.25,2683.75,1348,1415.4,1280.6
,,,,,,,,2700,9947,10444.35,9449.65,2841,2983.05,2698.95,1356,1423.8,1288.2
,,,,,,,,2701,9884,10378.2,9389.8,2823,2964.15,2681.85,1348,1415.4,1280.6
,,,,,,,,2702,9840,10332,9348,2810,2950.5,2669.5,1342,1409.1,1274.9
,,,,,,,,2703,9705,10190.25,9219.75,2771,2909.55,2632.45,1323,1389.15,1256.85
,,,,,,,,2704,9597,10076.85,9117.15,2740,2877,2603,1308,1373.4,1242.6
,,,,,,,,2705,9638,10119.9,9156.1,2753,2890.65,2615.35,1314,1379.7,1248.3
,,,,,,,,2706,9752,10239.6,9264.4,2785,2924.25,2645.75,1329,1395.45,1262.55
,,,,,,,,2707,9732,10218.6,9245.4,2780,2919,2641,1327,1393.35,1260.65
,,,,,,,,2708,9838,10329.9,9346.1,2810,2950.5,2669.5,1341,1408.05,1273.95
,,,,,,,,2709,9811,10301.55,9320.45,2802,2942.1,2661.9,1338,1404.9,1271.1
,,,,,,,,2710,9119,9574.95,8663.05,2604,2734.2,2473.8,1243,1305.15,1180.85
,,,,,,,,2711,8183,8592.15,7773.85,2337,2453.85,2220.15,1116,1171.8,1060.2
,,,,,,,,2712,7329,7695.45,6962.55,2093,2197.65,1988.35,999,1048.95,949.05
,,,,,,,,2713,6780,7119,6441,1936,2032.8,1839.2,924,970.2,877.8
,,,,,,,,2714,6519,6844.95,6193.05,1862,1955.1,1768.9,888,932.4,843.6
,,,,,,,,2715,6377,6695.85,6058.15,1821,1912.05,1729.95,869,912.45,825.55
,,,,,,,,2716,6350,6667.5,6032.5,1813,1903.65,1722.35,866,909.3,822.7
,,,,,,,,2717,6542,6869.1,6214.9,1868,1961.4,1774.6,892,936.6,847.4
,,,,,,,,2718,7181,7540.05,6821.95,2051,2153.55,1948.45,979,1027.95,930.05
,,,,,,,,2719,8243,8655.15,7830.85,2354,2471.7,2236.3,1124,1180.2,1067.8
,,,,,,,,2720,9045,9497.25,8592.75,2583,2712.15,2453.85,1233,1294.65,1171.35
,,,,,,,,2721,9303,9768.15,8837.85,2657,2789.85,2524.15,1268,1331.4,1204.6
,,,,,,,,2722,9450,9922.5,8977.5,2699,2833.95,2564.05,1288,1352.4,1223.6
,,,,,,,,2723,9554,10031.7,9076.3,2729,2865.45,2592.55,1302,1367.1,1236.9
,,,,,,,,2724,9546,10023.3,9068.7,2726,2862.3,2589.7,1302,1367.1,1236.9
,,,,,,,,2725,9473,9946.65,8999.35,2705,2840.25,2569.75,1292,1356.6,1227.4
,,,,,,,,2726,9439,9910.95,8967.05,2695,2829.75,2560.25,1287,1351.35,1222.65
,,,,,,,,2727,9335,9801.75,8868.25,2666,2799.3,2532.7,1272,1335.6,1208.4
,,,,,,,,2728,9235,9696.75,8773.25,2638,2769.9,2506.1,1259,1321.95,1196.05
,,,,,,,,2729,9250,9712.5,8787.5,2642,2774.1,2509.9,1261,1324.05,1197.95
,,,,,,,,2730,9308,9773.4,8842.6,2658,2790.9,2525.1,1269,1332.45,1205.55
,,,,,,,,2731,9325,9791.25,8858.75,2663,2796.15,2529.85,1272,1335.6,1208.4
,,,,,,,,2732,9589,10068.45,9109.55,2739,2875.95,2602.05,1308,1373.4,1242.6
,,,,,,,,2733,9834,10325.7,9342.3,2809,2949.45,2668.55,1341,1408.05,1273.95
,,,,,,,,2734,9223,9684.15,8761.85,2634,2765.7,2502.3,1257,1319.85,1194.15
,,,,,,,,2735,8266,8679.3,7852.7,2360,2478,2242,1127,1183.35,1070.65
,,,,,,,,2736,7403,7773.15,7032.85,2114,2219.7,2008.3,1010,1060.5,959.5
,,,,,,,,2737,6846,7188.3,6503.7,1955,2052.75,1857.25,934,980.7,887.3
,,,,,,,,2738,6563,6891.15,6234.85,1874,1967.7,1780.3,894,938.7,849.3
,,,,,,,,2739,6434,6755.7,6112.3,1838,1929.9,1746.1,877,920.85,833.15
,,,,,,,,2740,6396,6715.8,6076.2,1827,1918.35,1735.65,872,915.6,828.4
,,,,,,,,2741,6607,6937.35,6276.65,1887,1981.35,1792.65,901,946.05,855.95
,,,,,,,,2742,7258,7620.9,6895.1,2073,2176.65,1969.35,989,1038.45,939.55
,,,,,,,,2743,8321,8737.05,7904.95,2376,2494.8,2257.2,1135,1191.75,1078.25
,,,,,,,,2744,9055,9507.75,8602.25,2586,2715.3,2456.7,1235,1296.75,1173.25
,,,,,,,,2745,9248,9710.4,8785.6,2641,2773.05,2508.95,1261,1324.05,1197.95
,,,,,,,,2746,9365,9833.25,8896.75,2675,2808.75,2541.25,1277,1340.85,1213.15
,,,,,,,,2747,9445,9917.25,8972.75,2697,2831.85,2562.15,1288,1352.4,1223.6
,,,,,,,,2748,9476,9949.8,9002.2,2706,2841.3,2570.7,1292,1356.6,1227.4
,,,,,,,,2749,9431,9902.55,8959.45,2693,2827.65,2558.35,1286,1350.3,1221.7
,,,,,,,,2750,9411,9881.55,8940.45,2688,2822.4,2553.6,1283,1347.15,1218.85
,,,,,,,,2751,9284,9748.2,8819.8,2651,2783.55,2518.45,1266,1329.3,1202.7
,,,,,,,,2752,9200,9660,8740,2627,2758.35,2495.65,1254,1316.7,1191.3
,,,,,,,,2753,9217,9677.85,8756.15,2632,2763.6,2500.4,1257,1319.85,1194.15
,,,,,,,,2754,9275,9738.75,8811.25,2649,2781.45,2516.55,1265,1328.25,1201.75
,,,,,,,,2755,9314,9779.7,8848.3,2659,2791.95,2526.05,1270,1333.5,1206.5
,,,,,,,,2756,9529,10005.45,9052.55,2721,2857.05,2584.95,1299,1363.95,1234.05
,,,,,,,,2757,9704,10189.2,9218.8,2771,2909.55,2632.45,1322,1388.1,1255.9
,,,,,,,,2758,9135,9591.75,8678.25,2609,2739.45,2478.55,1246,1308.3,1183.7
,,,,,,,,2759,8240,8652,7828,2354,2471.7,2236.3,1123,1179.15,1066.85
,,,,,,,,2760,7404,7774.2,7033.8,2114,2219.7,2008.3,1010,1060.5,959.5
,,,,,,,,2761,6841,7183.05,6498.95,1953,2050.65,1855.35,933,979.65,886.35
,,,,,,,,2762,6546,6873.3,6218.7,1869,1962.45,1775.55,893,937.65,848.35
,,,,,,,,2763,6427,6748.35,6105.65,1835,1926.75,1743.25,876,919.8,832.2
,,,,,,,,2764,6427,6748.35,6105.65,1835,1926.75,1743.25,876,919.8,832.2
,,,,,,,,2765,6632,6963.6,6300.4,1894,1988.7,1799.3,904,949.2,858.8
,,,,,,,,2766,7306,7671.3,6940.7,2087,2191.35,1982.65,996,1045.8,946.2
,,,,,,,,2767,8374,8792.7,7955.3,2392,2511.6,2272.4,1141,1198.05,1083.95
,,,,,,,,2768,9114,9569.7,8658.3,2603,2733.15,2472.85,1242,1304.1,1179.9
,,,,,,,,2769,9313,9778.65,8847.35,2659,2791.95,2526.05,1270,1333.5,1206.5
,,,,,,,,2770,9396,9865.8,8926.2,2684,2818.2,2549.8,1281,1345.05,1216.95
,,,,,,,,2771,9470,9943.5,8996.5,2704,2839.2,2568.8,1291,1355.55,1226.45
,,,,,,,,2772,9511,9986.55,9035.45,2716,2851.8,2580.2,1297,1361.85,1232.15
,,,,,,,,2773,9475,9948.75,9001.25,2706,2841.3,2570.7,1292,1356.6,1227.4
,,,,,,,,2774,9481,9955.05,9006.95,2708,2843.4,2572.6,1292,1356.6,1227.4
,,,,,,,,2775,9380,9849,8911,2679,2812.95,2545.05,1279,1342.95,1215.05
,,,,,,,,2776,9301,9766.05,8835.95,2656,2788.8,2523.2,1268,1331.4,1204.6
,,,,,,,,2777,9388,9857.4,8918.6,2681,2815.05,2546.95,1280,1344,1216
,,,,,,,,2778,9586,10065.3,9106.7,2738,2874.9,2601.1,1307,1372.35,1241.65
,,,,,,,,2779,9647,10129.35,9164.65,2755,2892.75,2617.25,1315,1380.75,1249.25
,,,,,,,,2780,9786,10275.3,9296.7,2795,2934.75,2655.25,1334,1400.7,1267.3
,,,,,,,,2781,9784,10273.2,9294.8,2794,2933.7,2654.3,1334,1400.7,1267.3
,,,,,,,,2782,9146,9603.3,8688.7,2612,2742.6,2481.4,1247,1309.35,1184.65
,,,,,,,,2783,8222,8633.1,7810.9,2348,2465.4,2230.6,1120,1176,1064
,,,,,,,,2784,7374,7742.7,7005.3,2106,2211.3,2000.7,1005,1055.25,954.75
,,,,,,,,2785,6808,7148.4,6467.6,1944,2041.2,1846.8,928,974.4,881.6
,,,,,,,,2786,6500,6825,6175,1856,1948.8,1763.2,886,930.3,841.7
,,,,,,,,2787,6337,6653.85,6020.15,1810,1900.5,1719.5,863,906.15,819.85
,,,,,,,,2788,6299,6613.95,5984.05,1798,1887.9,1708.1,858,900.9,815.1
,,,,,,,,2789,6456,6778.8,6133.2,1843,1935.15,1750.85,880,924,836
,,,,,,,,2790,7064,7417.2,6710.8,2018,2118.9,1917.1,963,1011.15,914.85
,,,,,,,,2791,8119,8524.95,7713.05,2319,2434.95,2203.05,1106,1161.3,1050.7
,,,,,,,,2792,8944,9391.2,8496.8,2555,2682.75,2427.25,1219,1279.95,1158.05
,,,,,,,,2793,9257,9719.85,8794.15,2644,2776.2,2511.8,1262,1325.1,1198.9
,,,,,,,,2794,9407,9877.35,8936.65,2687,2821.35,2552.65,1282,1346.1,1217.9
,,,,,,,,2795,9502,9977.1,9026.9,2714,2849.7,2578.3,1296,1360.8,1231.2
,,,,,,,,2796,9483,9957.15,9008.85,2708,2843.4,2572.6,1292,1356.6,1227.4
,,,,,,,,2797,9385,9854.25,8915.75,2680,2814,2546,1279,1342.95,1215.05
,,,,,,,,2798,9325,9791.25,8858.75,2663,2796.15,2529.85,1272,1335.6,1208.4
,,,,,,,,2799,9177,9635.85,8718.15,2621,2752.05,2489.95,1251,1313.55,1188.45
,,,,,,,,2800,9030,9481.5,8578.5,2579,2707.95,2450.05,1231,1292.55,1169.45
,,,,,,,,2801,8992,9441.6,8542.4,2568,2696.4,2439.6,1226,1287.3,1164.7
,,,,,,,,2802,8973,9421.65,8524.35,2563,2691.15,2434.85,1223,1284.15,1161.85
,,,,,,,,2803,8944,9391.2,8496.8,2555,2682.75,2427.25,1219,1279.95,1158.05
,,,,,,,,2804,9191,9650.55,8731.45,2625,2756.25,2493.75,1253,1315.65,1190.35
,,,,,,,,2805,9489,9963.45,9014.55,2710,2845.5,2574.5,1293,1357.65,1228.35
,,,,,,,,2806,9078,9531.9,8624.1,2593,2722.65,2463.35,1237,1298.85,1175.15
,,,,,,,,2807,8354,8771.7,7936.3,2386,2505.3,2266.7,1139,1195.95,1082.05
,,,,,,,,2808,7594,7973.7,7214.3,2169,2277.45,2060.55,1035,1086.75,983.25
,,,,,,,,2809,7027,7378.35,6675.65,2007,2107.35,1906.65,958,1005.9,910.1
,,,,,,,,2810,6707,7042.35,6371.65,1915,2010.75,1819.25,914,959.7,868.3
,,,,,,,,2811,6558,6885.9,6230.1,1873,1966.65,1779.35,894,938.7,849.3
,,,,,,,,2812,6503,6828.15,6177.85,1857,1949.85,1764.15,886,930.3,841.7
,,,,,,,,2813,6590,6919.5,6260.5,1883,1977.15,1788.85,899,943.95,854.05
,,,,,,,,2814,6823,7164.15,6481.85,1948,2045.4,1850.6,930,976.5,883.5
,,,,,,,,2815,7156,7513.8,6798.2,2044,2146.2,1941.8,975,1023.75,926.25
,,,,,,,,2816,7814,8204.7,7423.3,2232,2343.6,2120.4,1065,1118.25,1011.75
,,,,,,,,2817,8360,8778,7942,2388,2507.4,2268.6,1140,1197,1083
,,,,,,,,2818,8647,9079.35,8214.65,2469,2592.45,2345.55,1179,1237.95,1120.05
,,,,,,,,2819,8695,9129.75,8260.25,2483,2607.15,2358.85,1186,1245.3,1126.7
,,,,,,,,2820,8627,9058.35,8195.65,2464,2587.2,2340.8,1176,1234.8,1117.2
,,,,,,,,2821,8476,8899.8,8052.2,2420,2541,2299,1156,1213.8,1098.2
,,,,,,,,2822,8298,8712.9,7883.1,2369,2487.45,2250.55,1131,1187.55,1074.45
,,,,,,,,2823,8138,8544.9,7731.1,2324,2440.2,2207.8,1110,1165.5,1054.5
,,,,,,,,2824,8042,8444.1,7639.9,2297,2411.85,2182.15,1096,1150.8,1041.2
,,,,,,,,2825,8087,8491.35,7682.65,2309,2424.45,2193.55,1102,1157.1,1046.9
,,,,,,,,2826,8203,8613.15,7792.85,2343,2460.15,2225.85,1118,1173.9,1062.1
,,,,,,,,2827,8278,8691.9,7864.1,2364,2482.2,2245.8,1129,1185.45,1072.55
,,,,,,,,2828,8497,8921.85,8072.15,2427,2548.35,2305.65,1158,1215.9,1100.1
,,,,,,,,2829,8824,9265.2,8382.8,2520,2646,2394,1203,1263.15,1142.85
,,,,,,,,2830,8473,8896.65,8049.35,2419,2539.95,2298.05,1155,1212.75,1097.25
,,,,,,,,2831,7862,8255.1,7468.9,2245,2357.25,2132.75,1072,1125.6,1018.4
,,,,,,,,2832,7216,7576.8,6855.2,2061,2164.05,1957.95,984,1033.2,934.8
,,,,,,,,2833,6678,7011.9,6344.1,1908,2003.4,1812.6,910,955.5,864.5
,,,,,,,,2834,6379,6697.95,6060.05,1822,1913.1,1730.9,869,912.45,825.55
,,,,,,,,2835,6231,6542.55,5919.45,1779,1867.95,1690.05,849,891.45,806.55
,,,,,,,,2836,6183,6492.15,5873.85,1766,1854.3,1677.7,843,885.15,800.85
,,,,,,,,2837,6226,6537.3,5914.7,1778,1866.9,1689.1,848,890.4,805.6
,,,,,,,,2838,6358,6675.9,6040.1,1816,1906.8,1725.2,867,910.35,823.65
,,,,,,,,2839,6566,6894.3,6237.7,1875,1968.75,1781.25,895,939.75,850.25
,,,,,,,,2840,7057,7409.85,6704.15,2015,2115.75,1914.25,962,1010.1,913.9
,,,,,,,,2841,7611,7991.55,7230.45,2174,2282.7,2065.3,1037,1088.85,985.15
,,,,,,,,2842,8009,8409.45,7608.55,2287,2401.35,2172.65,1092,1146.6,1037.4
,,,,,,,,2843,8176,8584.8,7767.2,2335,2451.75,2218.25,1115,1170.75,1059.25
,,,,,,,,2844,8248,8660.4,7835.6,2355,2472.75,2237.25,1125,1181.25,1068.75
,,,,,,,,2845,8210,8620.5,7799.5,2344,2461.2,2226.8,1119,1174.95,1063.05
,,,,,,,,2846,8101,8506.05,7695.95,2314,2429.7,2198.3,1105,1160.25,1049.75
,,,,,,,,2847,7983,8382.15,7583.85,2280,2394,2166,1088,1142.4,1033.6
,,,,,,,,2848,7964,8362.2,7565.8,2274,2387.7,2160.3,1085,1139.25,1030.75
,,,,,,,,2849,8083,8487.15,7678.85,2309,2424.45,2193.55,1102,1157.1,1046.9
,,,,,,,,2850,8309,8724.45,7893.55,2373,2491.65,2254.35,1133,1189.65,1076.35
,,,,,,,,2851,8451,8873.55,8028.45,2414,2534.7,2293.3,1152,1209.6,1094.4
,,,,,,,,2852,8721,9157.05,8284.95,2491,2615.55,2366.45,1189,1248.45,1129.55
,,,,,,,,2853,9116,9571.8,8660.2,2604,2734.2,2473.8,1242,1304.1,1179.9
,,,,,,,,2854,8590,9019.5,8160.5,2453,2575.65,2330.35,1171,1229.55,1112.45
,,,,,,,,2855,7786,8175.3,7396.7,2224,2335.2,2112.8,1061,1114.05,1007.95
,,,,,,,,2856,7052,7404.6,6699.4,2014,2114.7,1913.3,961,1009.05,912.95
,,,,,,,,2857,6583,6912.15,6253.85,1880,1974,1786,898,942.9,853.1
,,,,,,,,2858,6346,6663.3,6028.7,1813,1903.65,1722.35,865,908.25,821.75
,,,,,,,,2859,6259,6571.95,5946.05,1788,1877.4,1698.6,853,895.65,810.35
,,,,,,,,2860,6291,6605.55,5976.45,1797,1886.85,1707.15,858,900.9,815.1
,,,,,,,,2861,6536,6862.8,6209.2,1867,1960.35,1773.65,891,935.55,846.45
,,,,,,,,2862,7230,7591.5,6868.5,2065,2168.25,1961.75,985,1034.25,935.75
,,,,,,,,2863,8393,8812.65,7973.35,2397,2516.85,2277.15,1144,1201.2,1086.8
,,,,,,,,2864,9173,9631.65,8714.35,2620,2751,2489,1251,1313.55,1188.45
,,,,,,,,2865,9327,9793.35,8860.65,2664,2797.2,2530.8,1272,1335.6,1208.4
,,,,,,,,2866,9413,9883.65,8942.35,2689,2823.45,2554.55,1283,1347.15,1218.85
,,,,,,,,2867,9479,9952.95,9005.05,2707,2842.35,2571.65,1292,1356.6,1227.4
,,,,,,,,2868,9472,9945.6,8998.4,2705,2840.25,2569.75,1292,1356.6,1227.4
,,,,,,,,2869,9405,9875.25,8934.75,2686,2820.3,2551.7,1282,1346.1,1217.9
,,,,,,,,2870,9386,9855.3,8916.7,2680,2814,2546,1280,1344,1216
,,,,,,,,2871,9285,9749.25,8820.75,2651,2783.55,2518.45,1266,1329.3,1202.7
,,,,,,,,2872,9188,9647.4,8728.6,2625,2756.25,2493.75,1252,1314.6,1189.4
,,,,,,,,2873,9181,9640.05,8721.95,2622,2753.1,2490.9,1252,1314.6,1189.4
,,,,,,,,2874,9244,9706.2,8781.8,2640,2772,2508,1260,1323,1197
,,,,,,,,2875,9319,9784.95,8853.05,2661,2794.05,2527.95,1271,1334.55,1207.45
,,,,,,,,2876,9578,10056.9,9099.1,2735,2871.75,2598.25,1306,1371.3,1240.7
,,,,,,,,2877,9769,10257.45,9280.55,2790,2929.5,2650.5,1332,1398.6,1265.4
,,,,,,,,2878,9077,9530.85,8623.15,2592,2721.6,2462.4,1237,1298.85,1175.15
,,,,,,,,2879,8118,8523.9,7712.1,2319,2434.95,2203.05,1106,1161.3,1050.7
,,,,,,,,2880,7258,7620.9,6895.1,2073,2176.65,1969.35,989,1038.45,939.55
,,,,,,,,2881,6709,7044.45,6373.55,1916,2011.8,1820.2,914,959.7,868.3
,,,,,,,,2882,6451,6773.55,6128.45,1843,1935.15,1750.85,879,922.95,835.05
,,,,,,,,2883,6313,6628.65,5997.35,1803,1893.15,1712.85,860,903,817
,,,,,,,,2884,6280,6594,5966,1793,1882.65,1703.35,856,898.8,813.2
,,,,,,,,2885,6440,6762,6118,1839,1930.95,1747.05,878,921.9,834.1
,,,,,,,,2886,7103,7458.15,6747.85,2028,2129.4,1926.6,968,1016.4,919.6
,,,,,,,,2887,8260,8673,7847,2359,2476.95,2241.05,1126,1182.3,1069.7
,,,,,,,,2888,9180,9639,8721,2622,2753.1,2490.9,1252,1314.6,1189.4
,,,,,,,,2889,9544,10021.2,9066.8,2725,2861.25,2588.75,1301,1366.05,1235.95
,,,,,,,,2890,9773,10261.65,9284.35,2791,2930.55,2651.45,1332,1398.6,1265.4
,,,,,,,,2891,9907,10402.35,9411.65,2830,2971.5,2688.5,1351,1418.55,1283.45
,,,,,,,,2892,10041,10543.05,9538.95,2868,3011.4,2724.6,1369,1437.45,1300.55
,,,,,,,,2893,10019,10519.95,9518.05,2861,3004.05,2717.95,1366,1434.3,1297.7
,,,,,,,,2894,9939,10435.95,9442.05,2839,2980.95,2697.05,1355,1422.75,1287.25
,,,,,,,,2895,9828,10319.4,9336.6,2807,2947.35,2666.65,1340,1407,1273
,,,,,,,,2896,9744,10231.2,9256.8,2783,2922.15,2643.85,1328,1394.4,1261.6
,,,,,,,,2897,9809,10299.45,9318.55,2801,2941.05,2660.95,1338,1404.9,1271.1
,,,,,,,,2898,9948,10445.4,9450.6,2841,2983.05,2698.95,1356,1423.8,1288.2
,,,,,,,,2899,9948,10445.4,9450.6,2841,2983.05,2698.95,1356,1423.8,1288.2
,,,,,,,,2900,10011,10511.55,9510.45,2859,3001.95,2716.05,1365,1433.25,1296.75
,,,,,,,,2901,10004,10504.2,9503.8,2857,2999.85,2714.15,1364,1432.2,1295.8
,,,,,,,,2902,9333,9799.65,8866.35,2665,2798.25,2531.75,1272,1335.6,1208.4
,,,,,,,,2903,8343,8760.15,7925.85,2383,2502.15,2263.85,1137,1193.85,1080.15
,,,,,,,,2904,7472,7845.6,7098.4,2134,2240.7,2027.3,1019,1069.95,968.05
,,,,,,,,2905,6901,7246.05,6555.95,1971,2069.55,1872.45,941,988.05,893.95
,,,,,,,,2906,6596,6925.8,6266.2,1884,1978.2,1789.8,899,943.95,854.05
,,,,,,,,2907,6443,6765.15,6120.85,1840,1932,1748,878,921.9,834.1
,,,,,,,,2908,6407,6727.35,6086.65,1830,1921.5,1738.5,873,916.65,829.35
,,,,,,,,2909,6579,6907.95,6250.05,1878,1971.9,1784.1,897,941.85,852.15
,,,,,,,,2910,7221,7582.05,6859.95,2063,2166.15,1959.85,984,1033.2,934.8
,,,,,,,,2911,8370,8788.5,7951.5,2390,2509.5,2270.5,1141,1198.05,1083.95
,,,,,,,,2912,9232,9693.6,8770.4,2636,2767.8,2504.2,1258,1320.9,1195.1
,,,,,,,,2913,9484,9958.2,9009.8,2709,2844.45,2573.55,1292,1356.6,1227.4
,,,,,,,,2914,9630,10111.5,9148.5,2750,2887.5,2612.5,1312,1377.6,1246.4
,,,,,,,,2915,9749,10236.45,9261.55,2784,2923.2,2644.8,1329,1395.45,1262.55
,,,,,,,,2916,9754,10241.7,9266.3,2785,2924.25,2645.75,1330,1396.5,1263.5
,,,,,,,,2917,9685,10169.25,9200.75,2765,2903.25,2626.75,1320,1386,1254
,,,,,,,,2918,9652,10134.6,9169.4,2756,2893.8,2618.2,1316,1381.8,1250.2
,,,,,,,,2919,9539,10015.95,9062.05,2725,2861.25,2588.75,1301,1366.05,1235.95
,,,,,,,,2920,9443,9915.15,8970.85,2697,2831.85,2562.15,1288,1352.4,1223.6
,,,,,,,,2921,9476,9949.8,9002.2,2706,2841.3,2570.7,1292,1356.6,1227.4
,,,,,,,,2922,9590,10069.5,9110.5,2739,2875.95,2602.05,1308,1373.4,1242.6
,,,,,,,,2923,9674,10157.7,9190.3,2763,2901.15,2624.85,1319,1384.95,1253.05
,,,,,,,,2924,9848,10340.4,9355.6,2812,2952.6,2671.4,1343,1410.15,1275.85
,,,,,,,,2925,9917,10412.85,9421.15,2832,2973.6,2690.4,1352,1419.6,1284.4
,,,,,,,,2926,9286,9750.3,8821.7,2652,2784.6,2519.4,1266,1329.3,1202.7
,,,,,,,,2927,8311,8726.55,7895.45,2374,2492.7,2255.3,1133,1189.65,1076.35
,,,,,,,,2928,7439,7810.95,7067.05,2124,2230.2,2017.8,1014,1064.7,963.3
,,,,,,,,2929,6861,7204.05,6517.95,1959,2056.95,1861.05,935,981.75,888.25
,,,,,,,,2930,6565,6893.25,6236.75,1874,1967.7,1780.3,895,939.75,850.25
,,,,,,,,2931,6405,6725.25,6084.75,1829,1920.45,1737.55,873,916.65,829.35
,,,,,,,,2932,6366,6684.3,6047.7,1818,1908.9,1727.1,868,911.4,824.6
,,,,,,,,2933,6544,6871.2,6216.8,1869,1962.45,1775.55,892,936.6,847.4
,,,,,,,,2934,7180,7539,6821,2051,2153.55,1948.45,979,1027.95,930.05
,,,,,,,,2935,8344,8761.2,7926.8,2383,2502.15,2263.85,1137,1193.85,1080.15
,,,,,,,,2936,9230,9691.5,8768.5,2636,2767.8,2504.2,1258,1320.9,1195.1
,,,,,,,,2937,9513,9988.65,9037.35,2717,2852.85,2581.15,1297,1361.85,1232.15
,,,,,,,,2938,9662,10145.1,9178.9,2760,2898,2622,1318,1383.9,1252.1
,,,,,,,,2939,9776,10264.8,9287.2,2792,2931.6,2652.4,1332,1398.6,1265.4
,,,,,,,,2940,9809,10299.45,9318.55,2801,2941.05,2660.95,1338,1404.9,1271.1
,,,,,,,,2941,9733,10219.65,9246.35,2780,2919,2641,1327,1393.35,1260.65
,,,,,,,,2942,9711,10196.55,9225.45,2773,2911.65,2634.35,1324,1390.2,1257.8
,,,,,,,,2943,9570,10048.5,9091.5,2733,2869.65,2596.35,1305,1370.25,1239.75
,,,,,,,,2944,9474,9947.7,9000.3,2705,2840.25,2569.75,1292,1356.6,1227.4
,,,,,,,,2945,9521,9997.05,9044.95,2719,2854.95,2583.05,1298,1362.9,1233.1
,,,,,,,,2946,9626,10107.3,9144.7,2749,2886.45,2611.55,1312,1377.6,1246.4
,,,,,,,,2947,9664,10147.2,9180.8,2760,2898,2622,1318,1383.9,1252.1
,,,,,,,,2948,9815,10305.75,9324.25,2803,2943.15,2662.85,1338,1404.9,1271.1
,,,,,,,,2949,9884,10378.2,9389.8,2823,2964.15,2681.85,1348,1415.4,1280.6
,,,,,,,,2950,9262,9725.1,8798.9,2645,2777.25,2512.75,1262,1325.1,1198.9
,,,,,,,,2951,8295,8709.75,7880.25,2369,2487.45,2250.55,1130,1186.5,1073.5
,,,,,,,,2952,7414,7784.7,7043.3,2117,2222.85,2011.15,1010,1060.5,959.5
,,,,,,,,2953,6838,7179.9,6496.1,1953,2050.65,1855.35,932,978.6,885.4
,,,,,,,,2954,6519,6844.95,6193.05,1862,1955.1,1768.9,888,932.4,843.6
,,,,,,,,2955,6355,6672.75,6037.25,1815,1905.75,1724.25,866,909.3,822.7
,,,,,,,,2956,6311,6626.55,5995.45,1803,1893.15,1712.85,860,903,817
,,,,,,,,2957,6470,6793.5,6146.5,1848,1940.4,1755.6,882,926.1,837.9
,,,,,,,,2958,7079,7432.95,6725.05,2022,2123.1,1920.9,965,1013.25,916.75
,,,,,,,,2959,8216,8626.8,7805.2,2346,2463.3,2228.7,1120,1176,1064
,,,,,,,,2960,9099,9553.95,8644.05,2599,2728.95,2469.05,1241,1303.05,1178.95
,,,,,,,,2961,9462,9935.1,8988.9,2702,2837.1,2566.9,1290,1354.5,1225.5
,,,,,,,,2962,9642,10124.1,9159.9,2754,2891.7,2616.3,1314,1379.7,1248.3
,,,,,,,,2963,9815,10305.75,9324.25,2803,2943.15,2662.85,1338,1404.9,1271.1
,,,,,,,,2964,9838,10329.9,9346.1,2810,2950.5,2669.5,1341,1408.05,1273.95
,,,,,,,,2965,9781,10270.05,9291.95,2793,2932.65,2653.35,1333,1399.65,1266.35
,,,,,,,,2966,9747,10234.35,9259.65,2784,2923.2,2644.8,1328,1394.4,1261.6
,,,,,,,,2967,9601,10081.05,9120.95,2742,2879.1,2604.9,1309,1374.45,1243.55
,,,,,,,,2968,9472,9945.6,8998.4,2705,2840.25,2569.75,1292,1356.6,1227.4
,,,,,,,,2969,9462,9935.1,8988.9,2702,2837.1,2566.9,1290,1354.5,1225.5
,,,,,,,,2970,9435,9906.75,8963.25,2694,2828.7,2559.3,1287,1351.35,1222.65
,,,,,,,,2971,9349,9816.45,8881.55,2670,2803.5,2536.5,1274,1337.7,1210.3
,,,,,,,,2972,9360,9828,8892,2673,2806.65,2539.35,1276,1339.8,1212.2
,,,,,,,,2973,9471,9944.55,8997.45,2704,2839.2,2568.8,1291,1355.55,1226.45
,,,,,,,,2974,8998,9447.9,8548.1,2569,2697.45,2440.55,1226,1287.3,1164.7
,,,,,,,,2975,8240,8652,7828,2354,2471.7,2236.3,1123,1179.15,1066.85
,,,,,,,,2976,7445,7817.25,7072.75,2126,2232.3,2019.7,1014,1064.7,963.3
,,,,,,,,2977,6810,7150.5,6469.5,1945,2042.25,1847.75,929,975.45,882.55
,,,,,,,,2978,6460,6783,6137,1844,1936.2,1751.8,880,924,836
,,,,,,,,2979,6244,6556.2,5931.8,1783,1872.15,1693.85,851,893.55,808.45
,,,,,,,,2980,6146,6453.3,5838.7,1755,1842.75,1667.25,838,879.9,796.1
