Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1_scen1,Load_MW_z1_scen2,Load_MW_z1_scen3,Load_MW_z2_scen1,Load_MW_z2_scen2,Load_MW_z2_scen3,Load_MW_z3_scen1,Load_MW_z3_scen2,Load_MW_z3_scen3
,,,,,,,,4784,10757,11294.85,10219.15,3072,3225.6,2918.4,1467,1540.35,1393.65
,,,,,,,,4785,11290,11854.5,10725.5,3225,3386.25,3063.75,1540,1617,1463
,,,,,,,,4786,11661,12244.05,11077.95,3331,3497.55,3164.45,1590,1669.5,1510.5
,,,,,,,,4787,12023,12624.15,11421.85,3434,3605.7,3262.3,1639,1720.95,1557.05
,,,,,,,,4788,12273,12886.65,11659.35,3506,3681.3,3330.7,1673,1756.65,1589.35
,,,,,,,,4789,12425,13046.25,11803.75,3549,3726.45,3371.55,1694,1778.7,1609.3
,,,,,,,,4790,12644,13276.2,12011.8,3611,3791.55,3430.45,1724,1810.2,1637.8
,,,,,,,,4791,12722,13358.1,12085.9,3633,3814.65,3451.35,1735,1821.75,1648.25
,,,,,,,,4792,12820,13461,12179,3661,3844.05,3477.95,1748,1835.4,1660.6
,,,,,,,,4793,12921,13567.05,12274.95,3690,3874.5,3505.5,1762,1850.1,1673.9
,,,,,,,,4794,12885,13529.25,12240.75,3680,3864,3496,1757,1844.85,1669.15
,,,,,,,,4795,12514,13139.7,11888.3,3574,3752.7,3395.3,1707,1792.35,1621.65
,,,,,,,,4796,12068,12671.4,11464.6,3446,3618.3,3273.7,1645,1727.25,1562.75
,,,,,,,,4797,11994,12593.7,11394.3,3426,3597.3,3254.7,1635,1716.75,1553.25
,,,,,,,,4798,11578,12156.9,10999.1,3306,3471.3,3140.7,1579,1657.95,1500.05
,,,,,,,,4799,10569,11097.45,10040.55,3018,3168.9,2867.1,1441,1513.05,1368.95
,,,,,,,,4800,9506,9981.3,9030.7,2715,2850.75,2579.25,1296,1360.8,1231.2
,,,,,,,,4801,8709,9144.45,8273.55,2488,2612.4,2363.6,1187,1246.35,1127.65
,,,,,,,,4802,8246,8658.3,7833.7,2355,2472.75,2237.25,1124,1180.2,1067.8
,,,,,,,,4803,7952,8349.6,7554.4,2271,2384.55,2157.45,1084,1138.2,1029.8
,,,,,,,,4804,7819,8209.95,7428.05,2233,2344.65,2121.35,1066,1119.3,1012.7
,,,,,,,,4805,7898,8292.9,7503.1,2256,2368.8,2143.2,1077,1130.85,1023.15
,,,,,,,,4806,8298,8712.9,7883.1,2369,2487.45,2250.55,1131,1187.55,1074.45
,,,,,,,,4807,9095,9549.75,8640.25,2598,2727.9,2468.1,1240,1302,1178
,,,,,,,,4808,10038,10539.9,9536.1,2867,3010.35,2723.65,1368,1436.4,1299.6
,,,,,,,,4809,10658,11190.9,10125.1,3044,3196.2,2891.8,1453,1525.65,1380.35
,,,,,,,,4810,10981,11530.05,10431.95,3136,3292.8,2979.2,1497,1571.85,1422.15
,,,,,,,,4811,11194,11753.7,10634.3,3197,3356.85,3037.15,1526,1602.3,1449.7
,,,,,,,,4812,11231,11792.55,10669.45,3207,3367.35,3046.65,1531,1607.55,1454.45
,,,,,,,,4813,11176,11734.8,10617.2,3192,3351.6,3032.4,1524,1600.2,1447.8
,,,,,,,,4814,11164,11722.2,10605.8,3189,3348.45,3029.55,1522,1598.1,1445.9
,,,,,,,,4815,11055,11607.75,10502.25,3157,3314.85,2999.15,1507,1582.35,1431.65
,,,,,,,,4816,10895,11439.75,10350.25,3111,3266.55,2955.45,1485,1559.25,1410.75
,,,,,,,,4817,10808,11348.4,10267.6,3086,3240.3,2931.7,1474,1547.7,1400.3
,,,,,,,,4818,10694,11228.7,10159.3,3054,3206.7,2901.3,1458,1530.9,1385.1
,,,,,,,,4819,10434,10955.7,9912.3,2980,3129,2831,1423,1494.15,1351.85
,,,,,,,,4820,10219,10729.95,9708.05,2919,3064.95,2773.05,1393,1462.65,1323.35
,,,,,,,,4821,10306,10821.3,9790.7,2944,3091.2,2796.8,1405,1475.25,1334.75
,,,,,,,,4822,10050,10552.5,9547.5,2870,3013.5,2726.5,1370,1438.5,1301.5
,,,,,,,,4823,9270,9733.5,8806.5,2648,2780.4,2515.6,1264,1327.2,1200.8
,,,,,,,,4824,8395,8814.75,7975.25,2398,2517.9,2278.1,1145,1202.25,1087.75
,,,,,,,,4825,7709,8094.45,7323.55,2202,2312.1,2091.9,1051,1103.55,998.45
,,,,,,,,4826,7263,7626.15,6899.85,2074,2177.7,1970.3,990,1039.5,940.5
,,,,,,,,4827,6990,7339.5,6640.5,1996,2095.8,1896.2,953,1000.65,905.35
,,,,,,,,4828,6839,7180.95,6497.05,1953,2050.65,1855.35,933,979.65,886.35
,,,,,,,,4829,6817,7157.85,6476.15,1947,2044.35,1849.65,929,975.45,882.55
,,,,,,,,4830,6868,7211.4,6524.6,1962,2060.1,1863.9,936,982.8,889.2
,,,,,,,,4831,7216,7576.8,6855.2,2061,2164.05,1957.95,984,1033.2,934.8
,,,,,,,,4832,7939,8335.95,7542.05,2268,2381.4,2154.6,1082,1136.1,1027.9
,,,,,,,,4833,8804,9244.2,8363.8,2514,2639.7,2388.3,1200,1260,1140
,,,,,,,,4834,9461,9934.05,8987.95,2702,2837.1,2566.9,1290,1354.5,1225.5
,,,,,,,,4835,9878,10371.9,9384.1,2821,2962.05,2679.95,1347,1414.35,1279.65
,,,,,,,,4836,10121,10627.05,9614.95,2890,3034.5,2745.5,1380,1449,1311
,,,,,,,,4837,10244,10756.2,9731.8,2925,3071.25,2778.75,1397,1466.85,1327.15
,,,,,,,,4838,10305,10820.25,9789.75,2943,3090.15,2795.85,1405,1475.25,1334.75
,,,,,,,,4839,10361,10879.05,9842.95,2960,3108,2812,1413,1483.65,1342.35
,,,,,,,,4840,10448,10970.4,9925.6,2984,3133.2,2834.8,1424,1495.2,1352.8
,,,,,,,,4841,10582,11111.1,10052.9,3022,3173.1,2870.9,1443,1515.15,1370.85
,,,,,,,,4842,10647,11179.35,10114.65,3040,3192,2888,1452,1524.6,1379.4
,,,,,,,,4843,10513,11038.65,9987.35,3002,3152.1,2851.9,1434,1505.7,1362.3
,,,,,,,,4844,10187,10696.35,9677.65,2910,3055.5,2764.5,1389,1458.45,1319.55
,,,,,,,,4845,10152,10659.6,9644.4,2900,3045,2755,1384,1453.2,1314.8
,,,,,,,,4846,9931,10427.55,9434.45,2836,2977.8,2694.2,1354,1421.7,1286.3
,,,,,,,,4847,9213,9673.65,8752.35,2631,2762.55,2499.45,1256,1318.8,1193.2
,,,,,,,,4848,8419,8839.95,7998.05,2404,2524.2,2283.8,1147,1204.35,1089.65
,,,,,,,,4849,7742,8129.1,7354.9,2211,2321.55,2100.45,1055,1107.75,1002.25
,,,,,,,,4850,7307,7672.35,6941.65,2087,2191.35,1982.65,996,1045.8,946.2
,,,,,,,,4851,7033,7384.65,6681.35,2008,2108.4,1907.6,959,1006.95,911.05
,,,,,,,,4852,6863,7206.15,6519.85,1960,2058,1862,935,981.75,888.25
,,,,,,,,4853,6795,7134.75,6455.25,1941,2038.05,1843.95,926,972.3,879.7
,,,,,,,,4854,6728,7064.4,6391.6,1922,2018.1,1825.9,917,962.85,871.15
,,,,,,,,4855,6934,7280.7,6587.3,1980,2079,1881,945,992.25,897.75
,,,,,,,,4856,7554,7931.7,7176.3,2158,2265.9,2050.1,1030,1081.5,978.5
,,,,,,,,4857,8403,8823.15,7982.85,2400,2520,2280,1146,1203.3,1088.7
,,,,,,,,4858,9173,9631.65,8714.35,2620,2751,2489,1251,1313.55,1188.45
,,,,,,,,4859,9807,10297.35,9316.65,2800,2940,2660,1337,1403.85,1270.15
,,,,,,,,4860,10319,10834.95,9803.05,2947,3094.35,2799.65,1407,1477.35,1336.65
,,,,,,,,4861,10683,11217.15,10148.85,3051,3203.55,2898.45,1456,1528.8,1383.2
,,,,,,,,4862,10892,11436.6,10347.4,3111,3266.55,2955.45,1485,1559.25,1410.75
,,,,,,,,4863,11086,11640.3,10531.7,3166,3324.3,3007.7,1511,1586.55,1435.45
,,,,,,,,4864,11282,11846.1,10717.9,3222,3383.1,3060.9,1538,1614.9,1461.1
,,,,,,,,4865,11542,12119.1,10964.9,3296,3460.8,3131.2,1574,1652.7,1495.3
,,,,,,,,4866,11705,12290.25,11119.75,3343,3510.15,3175.85,1595,1674.75,1515.25
,,,,,,,,4867,11579,12157.95,11000.05,3307,3472.35,3141.65,1579,1657.95,1500.05
,,,,,,,,4868,11269,11832.45,10705.55,3219,3379.95,3058.05,1536,1612.8,1459.2
,,,,,,,,4869,11276,11839.8,10712.2,3221,3382.05,3059.95,1537,1613.85,1460.15
,,,,,,,,4870,10993,11542.65,10443.35,3140,3297,2983,1499,1573.95,1424.05
,,,,,,,,4871,10136,10642.8,9629.2,2895,3039.75,2750.25,1382,1451.1,1312.9
,,,,,,,,4872,9204,9664.2,8743.8,2629,2760.45,2497.55,1255,1317.75,1192.25
,,,,,,,,4873,8503,8928.15,8077.85,2429,2550.45,2307.55,1159,1216.95,1101.05
,,,,,,,,4874,8049,8451.45,7646.55,2299,2413.95,2184.05,1097,1151.85,1042.15
,,,,,,,,4875,7789,8178.45,7399.55,2224,2335.2,2112.8,1062,1115.1,1008.9
,,,,,,,,4876,7698,8082.9,7313.1,2199,2308.95,2089.05,1050,1102.5,997.5
,,,,,,,,4877,7855,8247.75,7462.25,2244,2356.2,2131.8,1070,1123.5,1016.5
,,,,,,,,4878,8355,8772.75,7937.25,2386,2505.3,2266.7,1139,1195.95,1082.05
,,,,,,,,4879,9252,9714.6,8789.4,2643,2775.15,2510.85,1262,1325.1,1198.9
,,,,,,,,4880,10317,10832.85,9801.15,2946,3093.3,2798.7,1407,1477.35,1336.65
,,,,,,,,4881,11097,11651.85,10542.15,3170,3328.5,3011.5,1513,1588.65,1437.35
,,,,,,,,4882,11679,12262.95,11095.05,3336,3502.8,3169.2,1592,1671.6,1512.4
,,,,,,,,4883,12225,12836.25,11613.75,3492,3666.6,3317.4,1666,1749.3,1582.7
,,,,,,,,4884,12661,13294.05,12027.95,3616,3796.8,3435.2,1727,1813.35,1640.65
,,,,,,,,4885,12965,13613.25,12316.75,3703,3888.15,3517.85,1767,1855.35,1678.65
,,,,,,,,4886,13402,14072.1,12731.9,3828,4019.4,3636.6,1827,1918.35,1735.65
,,,,,,,,4887,13743,14430.15,13055.85,3925,4121.25,3728.75,1873,1966.65,1779.35
,,,,,,,,4888,13994,14693.7,13294.3,3997,4196.85,3797.15,1908,2003.4,1812.6
,,,,,,,,4889,14146,14853.3,13438.7,4040,4242,3838,1929,2025.45,1832.55
,,,,,,,,4890,14089,14793.45,13384.55,4024,4225.2,3822.8,1921,2017.05,1824.95
,,,,,,,,4891,13759,14446.95,13071.05,3930,4126.5,3733.5,1876,1969.8,1782.2
,,,,,,,,4892,13411,14081.55,12740.45,3830,4021.5,3638.5,1828,1919.4,1736.6
,,,,,,,,4893,13436,14107.8,12764.2,3837,4028.85,3645.15,1832,1923.6,1740.4
,,,,,,,,4894,12935,13581.75,12288.25,3694,3878.7,3509.3,1763,1851.15,1674.85
,,,,,,,,4895,11812,12402.6,11221.4,3373,3541.65,3204.35,1611,1691.55,1530.45
,,,,,,,,4896,10659,11191.95,10126.05,3044,3196.2,2891.8,1453,1525.65,1380.35
,,,,,,,,4897,9823,10314.15,9331.85,2805,2945.25,2664.75,1339,1405.95,1272.05
,,,,,,,,4898,9304,9769.2,8838.8,2657,2789.85,2524.15,1268,1331.4,1204.6
,,,,,,,,4899,8976,9424.8,8527.2,2564,2692.2,2435.8,1224,1285.2,1162.8
,,,,,,,,4900,8828,9269.4,8386.6,2521,2647.05,2394.95,1203,1263.15,1142.85
,,,,,,,,4901,8898,9342.9,8453.1,2541,2668.05,2413.95,1213,1273.65,1152.35
,,,,,,,,4902,9294,9758.7,8829.3,2655,2787.75,2522.25,1267,1330.35,1203.65
,,,,,,,,4903,10147,10654.35,9639.65,2898,3042.9,2753.1,1383,1452.15,1313.85
,,,,,,,,4904,11312,11877.6,10746.4,3231,3392.55,3069.45,1542,1619.1,1464.9
,,,,,,,,4905,12317,12932.85,11701.15,3518,3693.9,3342.1,1679,1762.95,1595.05
,,,,,,,,4906,13142,13799.1,12484.9,3754,3941.7,3566.3,1792,1881.6,1702.4
,,,,,,,,4907,13876,14569.8,13182.2,3963,4161.15,3764.85,1892,1986.6,1797.4
,,,,,,,,4908,14352,15069.6,13634.4,4099,4303.95,3894.05,1957,2054.85,1859.15
,,,,,,,,4909,14766,15504.3,14027.7,4217,4427.85,4006.15,2014,2114.7,1913.3
,,,,,,,,4910,15124,15880.2,14367.8,4319,4534.95,4103.05,2062,2165.1,1958.9
,,,,,,,,4911,15260,16023,14497,4358,4575.9,4140.1,2080,2184,1976
,,,,,,,,4912,15127,15883.35,14370.65,4320,4536,4104,2062,2165.1,1958.9
,,,,,,,,4913,14868,15611.4,14124.6,4247,4459.35,4034.65,2027,2128.35,1925.65
,,,,,,,,4914,14538,15264.9,13811.1,4152,4359.6,3944.4,1982,2081.1,1882.9
,,,,,,,,4915,14018,14718.9,13317.1,4003,4203.15,3802.85,1911,2006.55,1815.45
,,,,,,,,4916,13486,14160.3,12811.7,3852,4044.6,3659.4,1839,1930.95,1747.05
,,,,,,,,4917,13252,13914.6,12589.4,3785,3974.25,3595.75,1807,1897.35,1716.65
,,,,,,,,4918,12536,13162.8,11909.2,3581,3760.05,3401.95,1709,1794.45,1623.55
,,,,,,,,4919,11223,11784.15,10661.85,3205,3365.25,3044.75,1530,1606.5,1453.5
,,,,,,,,4920,9950,10447.5,9452.5,2842,2984.1,2699.9,1357,1424.85,1289.15
,,,,,,,,4921,8983,9432.15,8533.85,2565,2693.25,2436.75,1225,1286.25,1163.75
,,,,,,,,4922,8359,8776.95,7941.05,2387,2506.35,2267.65,1140,1197,1083
,,,,,,,,4923,7973,8371.65,7574.35,2277,2390.85,2163.15,1087,1141.35,1032.65
,,,,,,,,4924,7747,8134.35,7359.65,2213,2323.65,2102.35,1056,1108.8,1003.2
,,,,,,,,4925,7777,8165.85,7388.15,2221,2332.05,2109.95,1060,1113,1007
,,,,,,,,4926,8117,8522.85,7711.15,2319,2434.95,2203.05,1106,1161.3,1050.7
,,,,,,,,4927,8937,9383.85,8490.15,2553,2680.65,2425.35,1218,1278.9,1157.1
,,,,,,,,4928,9991,10490.55,9491.45,2854,2996.7,2711.3,1362,1430.1,1293.9
,,,,,,,,4929,10734,11270.7,10197.3,3065,3218.25,2911.75,1464,1537.2,1390.8
,,,,,,,,4930,11242,11804.1,10679.9,3211,3371.55,3050.45,1533,1609.65,1456.35
,,,,,,,,4931,11641,12223.05,11058.95,3325,3491.25,3158.75,1587,1666.35,1507.65
,,,,,,,,4932,11899,12493.95,11304.05,3398,3567.9,3228.1,1622,1703.1,1540.9
,,,,,,,,4933,12074,12677.7,11470.3,3449,3621.45,3276.55,1646,1728.3,1563.7
,,,,,,,,4934,12324,12940.2,11707.8,3520,3696,3344,1681,1765.05,1596.95
,,,,,,,,4935,12535,13161.75,11908.25,3580,3759,3401,1709,1794.45,1623.55
,,,,,,,,4936,12728,13364.4,12091.6,3635,3816.75,3453.25,1735,1821.75,1648.25
,,,,,,,,4937,12896,13540.8,12251.2,3683,3867.15,3498.85,1758,1845.9,1670.1
,,,,,,,,4938,12889,13533.45,12244.55,3681,3865.05,3496.95,1757,1844.85,1669.15
,,,,,,,,4939,12544,13171.2,11916.8,3582,3761.1,3402.9,1711,1796.55,1625.45
,,,,,,,,4940,12095,12699.75,11490.25,3455,3627.75,3282.25,1649,1731.45,1566.55
,,,,,,,,4941,12113,12718.65,11507.35,3460,3633,3287,1651,1733.55,1568.45
,,,,,,,,4942,11651,12233.55,11068.45,3327,3493.35,3160.65,1589,1668.45,1509.55
,,,,,,,,4943,10594,11123.7,10064.3,3025,3176.25,2873.75,1444,1516.2,1371.8
,,,,,,,,4944,9510,9985.5,9034.5,2716,2851.8,2580.2,1297,1361.85,1232.15
,,,,,,,,4945,8759,9196.95,8321.05,2502,2627.1,2376.9,1194,1253.7,1134.3
,,,,,,,,4946,8264,8677.2,7850.8,2360,2478,2242,1126,1182.3,1069.7
,,,,,,,,4947,7967,8365.35,7568.65,2275,2388.75,2161.25,1086,1140.3,1031.7
,,,,,,,,4948,7849,8241.45,7456.55,2242,2354.1,2129.9,1070,1123.5,1016.5
,,,,,,,,4949,7954,8351.7,7556.3,2272,2385.6,2158.4,1085,1139.25,1030.75
,,,,,,,,4950,8455,8877.75,8032.25,2415,2535.75,2294.25,1152,1209.6,1094.4
,,,,,,,,4951,9376,9844.8,8907.2,2678,2811.9,2544.1,1278,1341.9,1214.1
,,,,,,,,4952,10378,10896.9,9859.1,2964,3112.2,2815.8,1415,1485.75,1344.25
,,,,,,,,4953,11047,11599.35,10494.65,3156,3313.8,2998.2,1506,1581.3,1430.7
,,,,,,,,4954,11506,12081.3,10930.7,3286,3450.3,3121.7,1569,1647.45,1490.55
,,,,,,,,4955,11849,12441.45,11256.55,3384,3553.2,3214.8,1615,1695.75,1534.25
,,,,,,,,4956,12046,12648.3,11443.7,3441,3613.05,3268.95,1642,1724.1,1559.9
,,,,,,,,4957,12214,12824.7,11603.3,3489,3663.45,3314.55,1666,1749.3,1582.7
,,,,,,,,4958,12573,13201.65,11944.35,3592,3771.6,3412.4,1714,1799.7,1628.3
,,,,,,,,4959,12889,13533.45,12244.55,3682,3866.1,3497.9,1757,1844.85,1669.15
,,,,,,,,4960,13180,13839,12521,3765,3953.25,3576.75,1797,1886.85,1707.15
,,,,,,,,4961,13473,14146.65,12799.35,3848,4040.4,3655.6,1837,1928.85,1745.15
,,,,,,,,4962,13632,14313.6,12950.4,3893,4087.65,3698.35,1858,1950.9,1765.1
,,,,,,,,4963,13487,14161.35,12812.65,3852,4044.6,3659.4,1839,1930.95,1747.05
,,,,,,,,4964,13286,13950.3,12621.7,3795,3984.75,3605.25,1812,1902.6,1721.4
,,,,,,,,4965,13151,13808.55,12493.45,3756,3943.8,3568.2,1793,1882.65,1703.35
,,,,,,,,4966,12499,13123.95,11874.05,3570,3748.5,3391.5,1704,1789.2,1618.8
,,,,,,,,4967,11417,11987.85,10846.15,3260,3423,3097,1556,1633.8,1478.2
,,,,,,,,4968,10339,10855.95,9822.05,2953,3100.65,2805.35,1409,1479.45,1338.55
,,,,,,,,4969,9548,10025.4,9070.6,2727,2863.35,2590.65,1302,1367.1,1236.9
,,,,,,,,4970,9013,9463.65,8562.35,2574,2702.7,2445.3,1229,1290.45,1167.55
,,,,,,,,4971,8661,9094.05,8227.95,2474,2597.7,2350.3,1181,1240.05,1121.95
,,,,,,,,4972,8485,8909.25,8060.75,2424,2545.2,2302.8,1156,1213.8,1098.2
,,,,,,,,4973,8561,8989.05,8132.95,2445,2567.25,2322.75,1167,1225.35,1108.65
,,,,,,,,4974,9043,9495.15,8590.85,2583,2712.15,2453.85,1233,1294.65,1171.35
,,,,,,,,4975,9888,10382.4,9393.6,2825,2966.25,2683.75,1348,1415.4,1280.6
,,,,,,,,4976,10867,11410.35,10323.65,3104,3259.2,2948.8,1481,1555.05,1406.95
,,,,,,,,4977,11565,12143.25,10986.75,3303,3468.15,3137.85,1577,1655.85,1498.15
,,,,,,,,4978,12137,12743.85,11530.15,3466,3639.3,3292.7,1655,1737.75,1572.25
,,,,,,,,4979,12638,13269.9,12006.1,3610,3790.5,3429.5,1723,1809.15,1636.85
,,,,,,,,4980,13000,13650,12350,3713,3898.65,3527.35,1772,1860.6,1683.4
,,,,,,,,4981,13226,13887.3,12564.7,3777,3965.85,3588.15,1803,1893.15,1712.85
,,,,,,,,4982,13377,14045.85,12708.15,3821,4012.05,3629.95,1824,1915.2,1732.8
,,,,,,,,4983,13376,14044.8,12707.2,3821,4012.05,3629.95,1823,1914.15,1731.85
,,,,,,,,4984,13308,13973.4,12642.6,3801,3991.05,3610.95,1814,1904.7,1723.3
,,,,,,,,4985,13228,13889.4,12566.6,3778,3966.9,3589.1,1803,1893.15,1712.85
,,,,,,,,4986,13113,13768.65,12457.35,3746,3933.3,3558.7,1788,1877.4,1698.6
,,,,,,,,4987,12794,13433.7,12154.3,3654,3836.7,3471.3,1744,1831.2,1656.8
,,,,,,,,4988,12404,13024.2,11783.8,3543,3720.15,3365.85,1691,1775.55,1606.45
,,,,,,,,4989,12263,12876.15,11649.85,3502,3677.1,3326.9,1672,1755.6,1588.4
,,,,,,,,4990,11882,12476.1,11287.9,3394,3563.7,3224.3,1620,1701,1539
,,,,,,,,4991,10973,11521.65,10424.35,3134,3290.7,2977.3,1496,1570.8,1421.2
,,,,,,,,4992,9977,10475.85,9478.15,2850,2992.5,2707.5,1360,1428,1292
,,,,,,,,4993,9158,9615.9,8700.1,2615,2745.75,2484.25,1248,1310.4,1185.6
,,,,,,,,4994,8580,9009,8151,2450,2572.5,2327.5,1170,1228.5,1111.5
,,,,,,,,4995,8199,8608.95,7789.05,2342,2459.1,2224.9,1118,1173.9,1062.1
,,,,,,,,4996,7968,8366.4,7569.6,2276,2389.8,2162.2,1086,1140.3,1031.7
,,,,,,,,4997,7916,8311.8,7520.2,2261,2374.05,2147.95,1079,1132.95,1025.05
,,,,,,,,4998,7986,8385.3,7586.7,2281,2395.05,2166.95,1089,1143.45,1034.55
,,,,,,,,4999,8292,8706.6,7877.4,2369,2487.45,2250.55,1130,1186.5,1073.5
,,,,,,,,5000,9026,9477.3,8574.7,2578,2706.9,2449.1,1231,1292.55,1169.45
,,,,,,,,5001,9953,10450.65,9455.35,2843,2985.15,2700.85,1357,1424.85,1289.15
,,,,,,,,5002,10782,11321.1,10242.9,3080,3234,2926,1470,1543.5,1396.5
,,,,,,,,5003,11373,11941.65,10804.35,3248,3410.4,3085.6,1550,1627.5,1472.5
,,,,,,,,5004,11686,12270.3,11101.7,3337,3503.85,3170.15,1593,1672.65,1513.35
,,,,,,,,5005,11806,12396.3,11215.7,3371,3539.55,3202.45,1610,1690.5,1529.5
,,,,,,,,5006,11814,12404.7,11223.3,3374,3542.7,3205.3,1611,1691.55,1530.45
,,,,,,,,5007,11721,12307.05,11134.95,3347,3514.35,3179.65,1598,1677.9,1518.1
,,,,,,,,5008,11451,12023.55,10878.45,3271,3434.55,3107.45,1561,1639.05,1482.95
,,,,,,,,5009,11217,11777.85,10656.15,3204,3364.2,3043.8,1530,1606.5,1453.5
,,,,,,,,5010,11106,11661.3,10550.7,3172,3330.6,3013.4,1515,1590.75,1439.25
,,,,,,,,5011,10936,11482.8,10389.2,3123,3279.15,2966.85,1491,1565.55,1416.45
,,,,,,,,5012,10791,11330.55,10251.45,3081,3235.05,2926.95,1471,1544.55,1397.45
,,,,,,,,5013,10794,11333.7,10254.3,3083,3237.15,2928.85,1472,1545.6,1398.4
,,,,,,,,5014,10410,10930.5,9889.5,2973,3121.65,2824.35,1419,1489.95,1348.05
,,,,,,,,5015,9728,10214.4,9241.6,2778,2916.9,2639.1,1326,1392.3,1259.7
,,,,,,,,5016,8964,9412.2,8515.8,2560,2688,2432,1222,1283.1,1160.9
,,,,,,,,5017,8300,8715,7885,2370,2488.5,2251.5,1131,1187.55,1074.45
,,,,,,,,5018,7867,8260.35,7473.65,2247,2359.35,2134.65,1072,1125.6,1018.4
,,,,,,,,5019,7584,7963.2,7204.8,2166,2274.3,2057.7,1034,1085.7,982.3
,,,,,,,,5020,7420,7791,7049,2119,2224.95,2013.05,1011,1061.55,960.45
,,,,,,,,5021,7381,7750.05,7011.95,2108,2213.4,2002.6,1006,1056.3,955.7
,,,,,,,,5022,7439,7810.95,7067.05,2124,2230.2,2017.8,1014,1064.7,963.3
,,,,,,,,5023,7568,7946.4,7189.6,2161,2269.05,2052.95,1031,1082.55,979.45
,,,,,,,,5024,8060,8463,7657,2302,2417.1,2186.9,1099,1153.95,1044.05
,,,,,,,,5025,8761,9199.05,8322.95,2502,2627.1,2376.9,1195,1254.75,1135.25
,,,,,,,,5026,9390,9859.5,8920.5,2682,2816.1,2547.9,1280,1344,1216
,,,,,,,,5027,9825,10316.25,9333.75,2806,2946.3,2665.7,1339,1405.95,1272.05
,,,,,,,,5028,10151,10658.55,9643.45,2899,3043.95,2754.05,1384,1453.2,1314.8
,,,,,,,,5029,10348,10865.4,9830.6,2955,3102.75,2807.25,1411,1481.55,1340.45
,,,,,,,,5030,10372,10890.6,9853.4,2962,3110.1,2813.9,1414,1484.7,1343.3
,,,,,,,,5031,10339,10855.95,9822.05,2953,3100.65,2805.35,1409,1479.45,1338.55
,,,,,,,,5032,10290,10804.5,9775.5,2939,3085.95,2792.05,1403,1473.15,1332.85
,,,,,,,,5033,10390,10909.5,9870.5,2968,3116.4,2819.6,1417,1487.85,1346.15
,,,,,,,,5034,10534,11060.7,10007.3,3009,3159.45,2858.55,1436,1507.8,1364.2
,,,,,,,,5035,10475,10998.75,9951.25,2991,3140.55,2841.45,1428,1499.4,1356.6
,,,,,,,,5036,10325,10841.25,9808.75,2949,3096.45,2801.55,1408,1478.4,1337.6
,,,,,,,,5037,10438,10959.9,9916.1,2981,3130.05,2831.95,1423,1494.15,1351.85
,,,,,,,,5038,10130,10636.5,9623.5,2893,3037.65,2748.35,1381,1450.05,1311.95
,,,,,,,,5039,9363,9831.15,8894.85,2675,2808.75,2541.25,1277,1340.85,1213.15
,,,,,,,,5040,8531,8957.55,8104.45,2436,2557.8,2314.2,1163,1221.15,1104.85
,,,,,,,,5041,7873,8266.65,7479.35,2249,2361.45,2136.55,1073,1126.65,1019.35
,,,,,,,,5042,7464,7837.2,7090.8,2132,2238.6,2025.4,1017,1067.85,966.15
,,,,,,,,5043,7232,7593.6,6870.4,2065,2168.25,1961.75,986,1035.3,936.7
,,,,,,,,5044,7138,7494.9,6781.1,2038,2139.9,1936.1,973,1021.65,924.35
,,,,,,,,5045,7286,7650.3,6921.7,2081,2185.05,1976.95,993,1042.65,943.35
,,,,,,,,5046,7725,8111.25,7338.75,2207,2317.35,2096.65,1053,1105.65,1000.35
,,,,,,,,5047,8581,9010.05,8151.95,2451,2573.55,2328.45,1170,1228.5,1111.5
,,,,,,,,5048,9682,10166.1,9197.9,2765,2903.25,2626.75,1320,1386,1254
,,,,,,,,5049,10527,11053.35,10000.65,3006,3156.3,2855.7,1435,1506.75,1363.25
,,,,,,,,5050,11156,11713.8,10598.2,3186,3345.3,3026.7,1521,1597.05,1444.95
,,,,,,,,5051,11706,12291.3,11120.7,3343,3510.15,3175.85,1596,1675.8,1516.2
,,,,,,,,5052,12107,12712.35,11501.65,3458,3630.9,3285.1,1651,1733.55,1568.45
,,,,,,,,5053,12409,13029.45,11788.55,3544,3721.2,3366.8,1691,1775.55,1606.45
,,,,,,,,5054,12741,13378.05,12103.95,3639,3820.95,3457.05,1737,1823.85,1650.15
,,,,,,,,5055,12957,13604.85,12309.15,3701,3886.05,3515.95,1767,1855.35,1678.65
,,,,,,,,5056,13076,13729.8,12422.2,3735,3921.75,3548.25,1783,1872.15,1693.85
,,,,,,,,5057,13178,13836.9,12519.1,3764,3952.2,3575.8,1797,1886.85,1707.15
,,,,,,,,5058,13105,13760.25,12449.75,3742,3929.1,3554.9,1787,1876.35,1697.65
,,,,,,,,5059,12754,13391.7,12116.3,3642,3824.1,3459.9,1739,1825.95,1652.05
,,,,,,,,5060,12278,12891.9,11664.1,3506,3681.3,3330.7,1674,1757.7,1590.3
,,,,,,,,5061,12165,12773.25,11556.75,3475,3648.75,3301.25,1659,1741.95,1576.05
,,,,,,,,5062,11609,12189.45,11028.55,3316,3481.8,3150.2,1583,1662.15,1503.85
