Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,398,11278.05,3221.4,1537.2
,,,,,,,,399,11240.25,3209.85,1531.95
,,,,,,,,400,11348.4,3240.3,1547.7
,,,,,,,,401,11978.4,3420.9,1632.75
,,,,,,,,402,12589.5,3595.2,1716.75
,,,,,,,,403,12414.15,3544.8,1692.6
,,,,,,,,404,12040.35,3438.75,1641.15
,,,,,,,,405,11482.8,3280.2,1565.55
,,,,,,,,406,10652.25,3041.85,1452.15
,,,,,,,,407,9615.9,2745.75,1310.4
,,,,,,,,408,8683.5,2480.1,1183.35
,,,,,,,,409,8056.65,2300.55,1098.3
,,,,,,,,410,7736.4,2209.2,1054.2
,,,,,,,,411,7570.5,2161.95,1032.15
,,,,,,,,412,7551.6,2156.7,1029
,,,,,,,,413,7799.4,2227.05,1063.65
,,,,,,,,414,8604.75,2457,1172.85
,,,,,,,,415,10081.05,2879.1,1374.45
,,,,,,,,416,10853.85,3099.6,1479.45
,,,,,,,,417,10934.7,3122.7,1489.95
,,,,,,,,418,11000.85,3141.6,1499.4
,,,,,,,,419,11085.9,3165.75,1510.95
,,,,,,,,420,11091.15,3167.85,1512
,,,,,,,,421,11039.7,3153.15,1505.7
,,,,,,,,422,11027.1,3150,1503.6
,,,,,,,,423,10974.6,3134.25,1496.25
,,,,,,,,424,11067,3160.5,1508.85
,,,,,,,,425,11725.35,3348.45,1599.15
,,,,,,,,426,12833.1,3665.55,1749.3
,,,,,,,,427,12926.55,3691.8,1762.95
,,,,,,,,428,12701.85,3627.75,1731.45
,,,,,,,,429,12265.05,3502.8,1671.6
,,,,,,,,430,11523.75,3291.75,1570.8
,,,,,,,,431,10579.8,3021.9,1441.65
,,,,,,,,432,9711.45,2773.05,1324.05
,,,,,,,,433,9170.7,2618.7,1250.55
,,,,,,,,434,8912.4,2545.2,1214.85
,,,,,,,,435,8805.3,2514.75,1200.15
,,,,,,,,436,8825.25,2520,1203.3
,,,,,,,,437,9105.6,2599.8,1241.1
,,,,,,,,438,9918.3,2832.9,1352.4
,,,,,,,,439,11403,3256.05,1554
,,,,,,,,440,12181.05,3478.65,1660.05
,,,,,,,,441,12214.65,3488.1,1665.3
,,,,,,,,442,12152.7,3471.3,1656.9
,,,,,,,,443,12086.55,3451.35,1648.5
,,,,,,,,444,11936.4,3408.3,1627.5
,,,,,,,,445,11749.5,3355.8,1601.25
,,,,,,,,446,11631.9,3322.2,1585.5
,,,,,,,,447,11493.3,3282.3,1567.65
,,,,,,,,448,11572.05,3305.4,1578.15
,,,,,,,,449,12155.85,3471.3,1657.95
,,,,,,,,450,12969.6,3704.4,1768.2
,,,,,,,,451,12946.5,3697.05,1765.05
,,,,,,,,452,12722.85,3634.05,1734.6
,,,,,,,,453,12212.55,3488.1,1664.25
,,,,,,,,454,11408.25,3258.15,1555.05
,,,,,,,,455,10395,2968.35,1417.5
,,,,,,,,456,9476.25,2706.9,1292.55
,,,,,,,,457,8855.7,2529.45,1207.5
,,,,,,,,458,8505,2429.7,1160.25
,,,,,,,,459,8344.35,2382.45,1137.15
,,,,,,,,460,8308.65,2373,1132.95
,,,,,,,,461,8559.6,2445.45,1166.55
,,,,,,,,462,9309.3,2658.6,1269.45
,,,,,,,,463,10697.4,3055.5,1458.45
,,,,,,,,464,11435.55,3266.55,1558.2
,,,,,,,,465,11518.5,3289.65,1569.75
,,,,,,,,466,11552.1,3299.1,1575
,,,,,,,,467,11584.65,3308.55,1579.2
,,,,,,,,468,11537.4,3294.9,1572.9
,,,,,,,,469,11408.25,3258.15,1555.05
,,,,,,,,470,11325.3,3235.05,1543.5
,,,,,,,,471,11188.8,3195.15,1525.65
,,,,,,,,472,11207.7,3201.45,1527.75
,,,,,,,,473,11705.4,3343.2,1596
,,,,,,,,474,12626.25,3606.75,1722
,,,,,,,,475,12579,3592.05,1714.65
,,,,,,,,476,12270.3,3503.85,1672.65
,,,,,,,,477,11870.25,3390.45,1618.05
,,,,,,,,478,11299.05,3226.65,1540.35
,,,,,,,,479,10519.95,3004.05,1434.3
,,,,,,,,480,9705.15,2770.95,1323
,,,,,,,,481,9124.5,2606.1,1244.25
,,,,,,,,482,8799,2512.65,1199.1
,,,,,,,,483,8599.5,2455.95,1171.8
,,,,,,,,484,8521.8,2433.9,1161.3
,,,,,,,,485,8594.25,2454.9,1171.8
,,,,,,,,486,8872.5,2534.7,1209.6
,,,,,,,,487,9421.65,2691.15,1284.15
,,,,,,,,488,10075.8,2877,1373.4
,,,,,,,,489,10804.5,3085.95,1473.15
,,,,,,,,490,11439.75,3266.55,1559.25
,,,,,,,,491,11830.35,3378.9,1612.8
,,,,,,,,492,11997.3,3426.15,1635.9
,,,,,,,,493,11996.25,3426.15,1635.9
,,,,,,,,494,11844,3382.05,1614.9
,,,,,,,,495,11650.8,3327.45,1588.65
,,,,,,,,496,11568.9,3303.3,1577.1
,,,,,,,,497,12010.95,3429.3,1638
,,,,,,,,498,12769.05,3646.65,1740.9
,,,,,,,,499,12637.8,3608.85,1723.05
,,,,,,,,500,12199.95,3483.9,1663.2
,,,,,,,,501,11749.5,3354.75,1601.25
,,,,,,,,502,11165.7,3188.85,1521.45
,,,,,,,,503,10448.55,2984.1,1424.85
,,,,,,,,504,9747.15,2783.55,1329.3
,,,,,,,,505,9199.05,2627.1,1254.75
,,,,,,,,506,8897.7,2541,1213.8
,,,,,,,,507,8752.8,2499,1192.8
,,,,,,,,508,8688.75,2482.2,1184.4
,,,,,,,,509,8746.5,2497.95,1192.8
,,,,,,,,510,8984.85,2566.2,1224.3
,,,,,,,,511,9406.95,2686.95,1283.1
,,,,,,,,512,9868.95,2818.2,1346.1
,,,,,,,,513,10481.1,2992.5,1429.05
,,,,,,,,514,10858.05,3100.65,1480.5
,,,,,,,,515,11007.15,3143.7,1500.45
,,,,,,,,516,11005.05,3142.65,1499.4
,,,,,,,,517,10938.9,3123.75,1491
,,,,,,,,518,10855.95,3100.65,1479.45
,,,,,,,,519,10823.4,3091.2,1475.25
,,,,,,,,520,10842.3,3096.45,1478.4
,,,,,,,,521,11348.4,3240.3,1547.7
,,,,,,,,522,12103.35,3456.6,1649.55
,,,,,,,,523,12107.55,3457.65,1650.6
,,,,,,,,524,11886,3394.65,1621.2
,,,,,,,,525,11450.25,3270.75,1561.35
,,,,,,,,526,10733.1,3066,1462.65
,,,,,,,,527,9930.9,2836.05,1353.45
,,,,,,,,528,9117.15,2602.95,1243.2
,,,,,,,,529,8532.3,2437.05,1163.4
,,,,,,,,530,8234.1,2350.95,1122.45
,,,,,,,,531,8113.35,2317.35,1106.7
,,,,,,,,532,8119.65,2319.45,1107.75
,,,,,,,,533,8371.65,2390.85,1141.35
,,,,,,,,534,9139.2,2609.25,1245.3
,,,,,,,,535,10535.7,3008.25,1436.4
,,,,,,,,536,11320.05,3232.95,1542.45
,,,,,,,,537,11489.1,3282.3,1566.6
,,,,,,,,538,11584.65,3308.55,1579.2
,,,,,,,,539,11674.95,3334.8,1591.8
,,,,,,,,540,11658.15,3328.5,1589.7
,,,,,,,,541,11545.8,3297,1573.95
,,,,,,,,542,11467.05,3274.95,1563.45
,,,,,,,,543,11343.15,3239.25,1546.65
,,,,,,,,544,11348.4,3240.3,1547.7
,,,,,,,,545,11866.05,3388.35,1617
,,,,,,,,546,12619.95,3603.6,1720.95
,,,,,,,,547,12514.95,3574.2,1706.25
