Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
2000,1,1,1,2000,1,168,1,1,7457.5,2129.9,1016.5
,2,0.9,0.04,1800,,,,2,7052.8,2014,961.4
,3,0.55,0.024,1100,,,,3,6751.65,1927.55,920.55
,4,0.2,0.003,400,,,,4,6599.65,1884.8,899.65
,,,,,,,,5,6575.9,1878.15,896.8
,,,,,,,,6,6692.75,1911.4,912
,,,,,,,,7,6941.65,1982.65,946.2
,,,,,,,,8,7166.8,2046.3,977.55
,,,,,,,,9,7548.7,2155.55,1028.85
,,,,,,,,10,7923,2262.9,1080.15
,,,,,,,,11,8149.1,2326.55,1110.55
,,,,,,,,12,8232.7,2350.3,1121.95
,,,,,,,,13,8271.65,2362.65,1127.65
,,,,,,,,14,8198.5,2340.8,1117.2
,,,,,,,,15,8116.8,2318,1106.75
,,,,,,,,16,8164.3,2331.3,1112.45
,,,,,,,,17,8959.45,2558.35,1221.7
,,,,,,,,18,9713.75,2774,1324.3
,,,,,,,,19,9656.75,2757.85,1316.7
,,,,,,,,20,9361.3,2674.25,1275.85
,,,,,,,,21,9015.5,2574.5,1229.3
,,,,,,,,22,8532.9,2436.75,1163.75
,,,,,,,,23,7935.35,2265.75,1082.05
,,,,,,,,24,7265.6,2074.8,989.9
,,,,,,,,25,6698.45,1912.35,912.95
,,,,,,,,26,6354.55,1814.5,866.4
,,,,,,,,27,6189.25,1767.95,843.6
,,,,,,,,28,6152.2,1756.55,838.85
,,,,,,,,29,6287.1,1795.5,856.9
,,,,,,,,30,6631,1893.35,903.45
,,,,,,,,31,7146.85,2040.6,973.75
,,,,,,,,32,7569.6,2161.25,1031.7
,,,,,,,,33,8087.35,2309.45,1102.95
,,,,,,,,34,8618.4,2461.45,1174.2
,,,,,,,,35,9007.9,2572.6,1227.4
,,,,,,,,36,9167.5,2617.25,1250.2
,,,,,,,,37,9153.25,2613.45,1247.35
,,,,,,,,38,9093.4,2597.3,1239.75
,,,,,,,,39,9064.9,2588.75,1235.95
,,,,,,,,40,9202.65,2627.7,1254.95
,,,,,,,,41,10066.2,2874.7,1371.8
,,,,,,,,42,10939.25,3124.55,1491.5
,,,,,,,,43,10843.3,3097,1478.2
,,,,,,,,44,10581.1,3021.95,1443.05
,,,,,,,,45,10153.6,2899.4,1384.15
,,,,,,,,46,9480.05,2707.5,1292
,,,,,,,,47,8645,2469.05,1178.95
,,,,,,,,48,7888.8,2253.4,1075.4
,,,,,,,,49,7387.2,2109.95,1007
,,,,,,,,50,7137.35,2037.75,972.8
,,,,,,,,51,7016.7,2003.55,956.65
,,,,,,,,52,7030.95,2008.3,958.55
,,,,,,,,53,7283.65,2079.55,992.75
,,,,,,,,54,8032.25,2293.3,1094.4
,,,,,,,,55,9355.6,2671.4,1275.85
,,,,,,,,56,10097.55,2883.25,1376.55
,,,,,,,,57,10222.95,2919.35,1393.65
,,,,,,,,58,10293.25,2939.3,1403.15
,,,,,,,,59,10385.4,2965.9,1415.5
,,,,,,,,60,10402.5,2970.65,1418.35
,,,,,,,,61,10359.75,2959.25,1412.65
,,,,,,,,62,10345.5,2955.45,1409.8
,,,,,,,,63,10306.55,2943.1,1405.05
,,,,,,,,64,10449.05,2983.95,1424.05
,,,,,,,,65,11265.1,3216.7,1535.2
