Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,88,9138.4,2609.6,1245.6
,,,,,,,,89,9776.8,2792.8,1332.8
,,,,,,,,90,10296.8,2940.8,1404
,,,,,,,,91,10217.6,2917.6,1392.8
,,,,,,,,92,9979.2,2849.6,1360.8
,,,,,,,,93,9597.6,2740.8,1308
,,,,,,,,94,8965.6,2560.8,1222.4
,,,,,,,,95,8160.8,2331.2,1112.8
,,,,,,,,96,7416,2118.4,1011.2
,,,,,,,,97,6940.8,1982.4,945.6
,,,,,,,,98,6686.4,1909.6,912
,,,,,,,,99,6558.4,1872.8,893.6
,,,,,,,,100,6534.4,1866.4,891.2
,,,,,,,,101,6702.4,1914.4,913.6
,,,,,,,,102,7252,2071.2,988.8
,,,,,,,,103,8296.8,2369.6,1131.2
,,,,,,,,104,8908.8,2544.8,1214.4
,,,,,,,,105,8973.6,2563.2,1224
,,,,,,,,106,9013.6,2574.4,1228.8
,,,,,,,,107,8972.8,2562.4,1224
,,,,,,,,108,8847.2,2527.2,1206.4
,,,,,,,,109,8738.4,2495.2,1191.2
,,,,,,,,110,8695.2,2483.2,1185.6
,,,,,,,,111,8626.4,2464,1176
,,,,,,,,112,8682.4,2480,1183.2
,,,,,,,,113,9233.6,2636.8,1259.2
,,,,,,,,114,9837.6,2809.6,1340.8
,,,,,,,,115,9801.6,2799.2,1336.8
,,,,,,,,116,9579.2,2736,1305.6
,,,,,,,,117,9221.6,2633.6,1256.8
,,,,,,,,118,8630.4,2464.8,1176.8
,,,,,,,,119,7836,2237.6,1068
,,,,,,,,120,7149.6,2042.4,974.4
,,,,,,,,121,6700.8,1913.6,912.8
,,,,,,,,122,6456.8,1844,880
,,,,,,,,123,6332,1808,863.2
,,,,,,,,124,6300.8,1799.2,859.2
,,,,,,,,125,6454.4,1843.2,880
,,,,,,,,126,7000,1999.2,954.4
,,,,,,,,127,8025.6,2292,1094.4
,,,,,,,,128,8640,2468,1178.4
,,,,,,,,129,8712,2488,1187.2
,,,,,,,,130,8720.8,2490.4,1188.8
,,,,,,,,131,8682.4,2480,1183.2
,,,,,,,,132,8553.6,2442.4,1166.4
,,,,,,,,133,8412,2402.4,1147.2
,,,,,,,,134,8338.4,2380.8,1136.8
,,,,,,,,135,8222.4,2348,1120.8
,,,,,,,,136,8261.6,2360,1126.4
,,,,,,,,137,8744,2496.8,1192
,,,,,,,,138,9205.6,2628.8,1255.2
,,,,,,,,139,9057.6,2587.2,1235.2
,,,,,,,,140,8796.8,2512,1199.2
,,,,,,,,141,8448.8,2412.8,1152
,,,,,,,,142,7995.2,2284,1090.4
,,,,,,,,143,7379.2,2108,1005.6
,,,,,,,,144,6745.6,1926.4,920
,,,,,,,,145,6255.2,1787.2,852.8
,,,,,,,,146,5984,1708.8,816
,,,,,,,,147,5836.8,1666.4,795.2
,,,,,,,,148,5776.8,1650.4,787.2
,,,,,,,,149,5834.4,1666.4,795.2
,,,,,,,,150,6056.8,1729.6,825.6
,,,,,,,,151,6458.4,1844,880
,,,,,,,,152,6881.6,1964.8,937.6
,,,,,,,,153,7314.4,2088.8,997.6
,,,,,,,,154,7576.8,2163.2,1032.8
,,,,,,,,155,7650.4,2184.8,1042.4
,,,,,,,,156,7588.8,2167.2,1034.4
,,,,,,,,157,7449.6,2127.2,1015.2
,,,,,,,,158,7292,2082.4,993.6
,,,,,,,,159,7180.8,2051.2,979.2
,,,,,,,,160,7257.6,2072.8,988.8
,,,,,,,,161,7788.8,2224,1062.4
,,,,,,,,162,8322.4,2376,1134.4
,,,,,,,,163,8224,2348.8,1121.6
,,,,,,,,164,7960,2273.6,1085.6
,,,,,,,,165,7710.4,2201.6,1051.2
,,,,,,,,166,7349.6,2099.2,1001.6
,,,,,,,,167,6877.6,1964,937.6
,,,,,,,,168,6358.4,1816,867.2
,,,,,,,,169,5923.2,1691.2,808
,,,,,,,,170,5671.2,1619.2,772.8
,,,,,,,,171,5521.6,1576.8,752.8
,,,,,,,,172,5481.6,1565.6,747.2
,,,,,,,,173,5523.2,1577.6,752.8
,,,,,,,,174,5684,1623.2,775.2
,,,,,,,,175,5995.2,1712,816.8
,,,,,,,,176,6320.8,1804.8,861.6
,,,,,,,,177,6774.4,1934.4,923.2
,,,,,,,,178,7124.8,2035.2,971.2
,,,,,,,,179,7346.4,2098.4,1001.6
,,,,,,,,180,7484.8,2137.6,1020.8
,,,,,,,,181,7508.8,2144,1024
,,,,,,,,182,7467.2,2132,1017.6
,,,,,,,,183,7440.8,2124.8,1014.4
,,,,,,,,184,7544.8,2155.2,1028.8
,,,,,,,,185,8192,2340,1116.8
,,,,,,,,186,8864.8,2532,1208.8
,,,,,,,,187,8851.2,2528,1207.2
,,,,,,,,188,8623.2,2462.4,1175.2
,,,,,,,,189,8324,2376.8,1134.4
,,,,,,,,190,7832.8,2236.8,1068
,,,,,,,,191,7186.4,2052,980
,,,,,,,,192,6620.8,1891.2,902.4
,,,,,,,,193,6250.4,1784.8,852
,,,,,,,,194,6072,1734.4,828
,,,,,,,,195,6005.6,1715.2,819.2
,,,,,,,,196,6028.8,1721.6,821.6
,,,,,,,,197,6246.4,1784,852
,,,,,,,,198,6873.6,1963.2,936.8
,,,,,,,,199,8002.4,2285.6,1090.4
,,,,,,,,200,8654.4,2472,1180
,,,,,,,,201,8718.4,2489.6,1188.8
,,,,,,,,202,8727.2,2492,1189.6
,,,,,,,,203,8722.4,2491.2,1189.6
,,,,,,,,204,8648,2469.6,1179.2
,,,,,,,,205,8501.6,2428,1159.2
,,,,,,,,206,8410.4,2401.6,1147.2
,,,,,,,,207,8292.8,2368,1131.2
,,,,,,,,208,8320.8,2376,1134.4
,,,,,,,,209,8880.8,2536,1211.2
,,,,,,,,210,9635.2,2752,1313.6
,,,,,,,,211,9612,2744.8,1310.4
,,,,,,,,212,9354.4,2671.2,1275.2
,,,,,,,,213,8980,2564,1224
,,,,,,,,214,8362.4,2388,1140
,,,,,,,,215,7576,2163.2,1032.8
,,,,,,,,216,6880,1964.8,937.6
,,,,,,,,217,6423.2,1834.4,876
,,,,,,,,218,6196,1769.6,844
,,,,,,,,219,6071.2,1733.6,828
,,,,,,,,220,6062.4,1731.2,826.4
,,,,,,,,221,6237.6,1781.6,850.4
,,,,,,,,222,6816.8,1947.2,928.8
,,,,,,,,223,7914.4,2260,1079.2
,,,,,,,,224,8500.8,2428,1159.2
,,,,,,,,225,8532,2436.8,1163.2
,,,,,,,,226,8575.2,2448.8,1168.8
,,,,,,,,227,8578.4,2449.6,1169.6
,,,,,,,,228,8495.2,2426.4,1158.4
,,,,,,,,229,8355.2,2386.4,1139.2
,,,,,,,,230,8284,2365.6,1129.6
,,,,,,,,231,8209.6,2344,1119.2
,,,,,,,,232,8265.6,2360,1126.4
,,,,,,,,233,8806.4,2515.2,1200.8
,,,,,,,,234,9422.4,2690.4,1284
,,,,,,,,235,9352.8,2671.2,1275.2
,,,,,,,,236,9120.8,2604.8,1244
,,,,,,,,237,8778.4,2507.2,1196.8
,,,,,,,,238,8200,2341.6,1118.4
,,,,,,,,239,7437.6,2124,1013.6
,,,,,,,,240,6774.4,1934.4,923.2
,,,,,,,,241,6353.6,1815.2,866.4
,,,,,,,,242,6143.2,1754.4,837.6
,,,,,,,,243,6046.4,1726.4,824
,,,,,,,,244,6073.6,1734.4,828
,,,,,,,,245,6264,1788.8,853.6
,,,,,,,,246,6890.4,1967.2,939.2
,,,,,,,,247,7992.8,2283.2,1090.4
,,,,,,,,248,8577.6,2449.6,1169.6
,,,,,,,,249,8578.4,2449.6,1169.6
,,,,,,,,250,8527.2,2435.2,1162.4
,,,,,,,,251,8496.8,2426.4,1158.4
,,,,,,,,252,8428.8,2407.2,1148.8
,,,,,,,,253,8310.4,2372.8,1132.8
,,,,,,,,254,8262.4,2360,1126.4
,,,,,,,,255,8184,2336.8,1115.2
,,,,,,,,256,8239.2,2352.8,1123.2
,,,,,,,,257,8772,2504.8,1196
,,,,,,,,258,9424.8,2692,1284.8
,,,,,,,,259,9389.6,2681.6,1280
,,,,,,,,260,9158.4,2616,1248
,,,,,,,,261,8807.2,2515.2,1200.8
,,,,,,,,262,8204,2343.2,1118.4
,,,,,,,,263,7420,2119.2,1012
,,,,,,,,264,6729.6,1921.6,916.8
,,,,,,,,265,6273.6,1791.2,855.2
,,,,,,,,266,6023.2,1720,820.8
,,,,,,,,267,5904.8,1686.4,804.8
,,,,,,,,268,5902.4,1685.6,804
,,,,,,,,269,6085.6,1737.6,829.6
,,,,,,,,270,6657.6,1900.8,908
,,,,,,,,271,7686.4,2195.2,1048
,,,,,,,,272,8397.6,2398.4,1144.8
,,,,,,,,273,8595.2,2454.4,1171.2
,,,,,,,,274,8735.2,2495.2,1191.2
,,,,,,,,275,8858.4,2529.6,1207.2
,,,,,,,,276,8889.6,2538.4,1212
,,,,,,,,277,8854.4,2528.8,1207.2
,,,,,,,,278,8815.2,2517.6,1201.6
,,,,,,,,279,8698.4,2484,1185.6
,,,,,,,,280,8677.6,2478.4,1183.2
,,,,,,,,281,9091.2,2596.8,1240
,,,,,,,,282,9560.8,2730.4,1304
,,,,,,,,283,9464,2702.4,1290.4
,,,,,,,,284,9183.2,2622.4,1252
,,,,,,,,285,8797.6,2512,1199.2
,,,,,,,,286,8179.2,2336,1114.4
,,,,,,,,287,7400.8,2113.6,1008.8
,,,,,,,,288,6724,1920,916.8
,,,,,,,,289,6248.8,1784.8,852
,,,,,,,,290,6010.4,1716,819.2
,,,,,,,,291,5896.8,1684,803.2
,,,,,,,,292,5875.2,1678.4,800.8
,,,,,,,,293,6033.6,1723.2,822.4
,,,,,,,,294,6573.6,1877.6,896
,,,,,,,,295,7600.8,2170.4,1036
,,,,,,,,296,8272,2362.4,1127.2
,,,,,,,,297,8402.4,2400,1145.6
,,,,,,,,298,8438.4,2409.6,1150.4
,,,,,,,,299,8449.6,2412.8,1152
,,,,,,,,300,8412.8,2402.4,1147.2
,,,,,,,,301,8336,2380.8,1136.8
,,,,,,,,302,8302.4,2371.2,1132
,,,,,,,,303,8271.2,2362.4,1127.2
,,,,,,,,304,8391.2,2396,1144
,,,,,,,,305,8912.8,2545.6,1215.2
,,,,,,,,306,9436,2695.2,1286.4
,,,,,,,,307,9350.4,2670.4,1275.2
,,,,,,,,308,9111.2,2602.4,1242.4
,,,,,,,,309,8808,2516,1200.8
,,,,,,,,310,8356,2386.4,1139.2
,,,,,,,,311,7749.6,2212.8,1056.8
,,,,,,,,312,7144.8,2040,973.6
,,,,,,,,313,6672.8,1905.6,909.6
,,,,,,,,314,6396.8,1827.2,872
,,,,,,,,315,6241.6,1783.2,851.2
,,,,,,,,316,6193.6,1768.8,844
,,,,,,,,317,6258.4,1787.2,852.8
,,,,,,,,318,6477.6,1850.4,883.2
,,,,,,,,319,6888.8,1967.2,939.2
,,,,,,,,320,7302.4,2085.6,995.2
,,,,,,,,321,7770.4,2219.2,1059.2
,,,,,,,,322,8138.4,2324,1109.6
,,,,,,,,323,8293.6,2368,1131.2
,,,,,,,,324,8241.6,2353.6,1123.2
,,,,,,,,325,8110.4,2316,1106.4
,,,,,,,,326,7958.4,2272.8,1084.8
,,,,,,,,327,7886.4,2252,1075.2
,,,,,,,,328,7950.4,2270.4,1084
,,,,,,,,329,8468.8,2418.4,1155.2
,,,,,,,,330,9176,2620.8,1251.2
,,,,,,,,331,9173.6,2620,1251.2
,,,,,,,,332,8968,2560.8,1223.2
,,,,,,,,333,8685.6,2480.8,1184
,,,,,,,,334,8341.6,2382.4,1137.6
,,,,,,,,335,7932.8,2265.6,1081.6
,,,,,,,,336,7456.8,2129.6,1016.8
,,,,,,,,337,7008.8,2001.6,956
,,,,,,,,338,6740.8,1924.8,919.2
,,,,,,,,339,6632,1894.4,904
,,,,,,,,340,6619.2,1890.4,902.4
,,,,,,,,341,6693.6,1911.2,912
,,,,,,,,342,6880,1964.8,937.6
,,,,,,,,343,7201.6,2056.8,981.6
,,,,,,,,344,7548.8,2155.2,1029.6
,,,,,,,,345,8039.2,2296,1096
,,,,,,,,346,8408,2400.8,1146.4
,,,,,,,,347,8609.6,2458.4,1173.6
,,,,,,,,348,8676.8,2477.6,1183.2
,,,,,,,,349,8669.6,2476,1182.4
,,,,,,,,350,8581.6,2451.2,1170.4
,,,,,,,,351,8528.8,2436,1163.2
,,,,,,,,352,8597.6,2455.2,1172
,,,,,,,,353,9154.4,2614.4,1248
,,,,,,,,354,9882.4,2822.4,1347.2
,,,,,,,,355,9894.4,2825.6,1348.8
,,,,,,,,356,9619.2,2747.2,1312
,,,,,,,,357,9344,2668.8,1273.6
,,,,,,,,358,8878.4,2536,1210.4
,,,,,,,,359,8322.4,2376.8,1134.4
,,,,,,,,360,7765.6,2217.6,1058.4
,,,,,,,,361,7374.4,2106.4,1005.6
,,,,,,,,362,7170.4,2047.2,977.6
,,,,,,,,363,7088,2024,966.4
,,,,,,,,364,7091.2,2025.6,966.4
,,,,,,,,365,7255.2,2072,988.8
,,,,,,,,366,7683.2,2194.4,1047.2
,,,,,,,,367,8390.4,2396,1144
,,,,,,,,368,8911.2,2544.8,1215.2
,,,,,,,,369,9269.6,2647.2,1264
,,,,,,,,370,9469.6,2704.8,1291.2
,,,,,,,,371,9546.4,2726.4,1301.6
,,,,,,,,372,9470.4,2704.8,1291.2
,,,,,,,,373,9318.4,2660.8,1270.4
,,,,,,,,374,9212,2631.2,1256
,,,,,,,,375,9096,2597.6,1240
,,,,,,,,376,9113.6,2603.2,1242.4
,,,,,,,,377,9577.6,2735.2,1305.6
,,,,,,,,378,10196,2912,1389.6
,,,,,,,,379,10083.2,2880,1374.4
,,,,,,,,380,9778.4,2792.8,1332.8
,,,,,,,,381,9334.4,2665.6,1272
,,,,,,,,382,8694.4,2483.2,1185.6
,,,,,,,,383,7928.8,2264,1080.8
,,,,,,,,384,7222.4,2063.2,984.8
,,,,,,,,385,6737.6,1924,918.4
,,,,,,,,386,6464,1846.4,880.8
,,,,,,,,387,6340.8,1811.2,864
,,,,,,,,388,6308,1801.6,860
,,,,,,,,389,6467.2,1847.2,881.6
,,,,,,,,390,7016.8,2003.2,956.8
,,,,,,,,391,8013.6,2288.8,1092.8
,,,,,,,,392,8598.4,2456,1172
,,,,,,,,393,8684.8,2480.8,1184
,,,,,,,,394,8688.8,2480.8,1184
,,,,,,,,395,8682.4,2480,1183.2
,,,,,,,,396,8648.8,2469.6,1179.2
,,,,,,,,397,8603.2,2456.8,1172.8
,,,,,,,,398,8592.8,2454.4,1171.2
,,,,,,,,399,8564,2445.6,1167.2
,,,,,,,,400,8646.4,2468.8,1179.2
,,,,,,,,401,9126.4,2606.4,1244
,,,,,,,,402,9592,2739.2,1308
,,,,,,,,403,9458.4,2700.8,1289.6
,,,,,,,,404,9173.6,2620,1250.4
,,,,,,,,405,8748.8,2499.2,1192.8
,,,,,,,,406,8116,2317.6,1106.4
,,,,,,,,407,7326.4,2092,998.4
,,,,,,,,408,6616,1889.6,901.6
,,,,,,,,409,6138.4,1752.8,836.8
,,,,,,,,410,5894.4,1683.2,803.2
,,,,,,,,411,5768,1647.2,786.4
,,,,,,,,412,5753.6,1643.2,784
,,,,,,,,413,5942.4,1696.8,810.4
,,,,,,,,414,6556,1872,893.6
,,,,,,,,415,7680.8,2193.6,1047.2
,,,,,,,,416,8269.6,2361.6,1127.2
,,,,,,,,417,8331.2,2379.2,1135.2
,,,,,,,,418,8381.6,2393.6,1142.4
,,,,,,,,419,8446.4,2412,1151.2
,,,,,,,,420,8450.4,2413.6,1152
,,,,,,,,421,8411.2,2402.4,1147.2
,,,,,,,,422,8401.6,2400,1145.6
,,,,,,,,423,8361.6,2388,1140
,,,,,,,,424,8432,2408,1149.6
,,,,,,,,425,8933.6,2551.2,1218.4
,,,,,,,,426,9777.6,2792.8,1332.8
,,,,,,,,427,9848.8,2812.8,1343.2
,,,,,,,,428,9677.6,2764,1319.2
,,,,,,,,429,9344.8,2668.8,1273.6
,,,,,,,,430,8780,2508,1196.8
,,,,,,,,431,8060.8,2302.4,1098.4
,,,,,,,,432,7399.2,2112.8,1008.8
,,,,,,,,433,6987.2,1995.2,952.8
,,,,,,,,434,6790.4,1939.2,925.6
,,,,,,,,435,6708.8,1916,914.4
,,,,,,,,436,6724,1920,916.8
,,,,,,,,437,6937.6,1980.8,945.6
,,,,,,,,438,7556.8,2158.4,1030.4
,,,,,,,,439,8688,2480.8,1184
,,,,,,,,440,9280.8,2650.4,1264.8
,,,,,,,,441,9306.4,2657.6,1268.8
,,,,,,,,442,9259.2,2644.8,1262.4
,,,,,,,,443,9208.8,2629.6,1256
,,,,,,,,444,9094.4,2596.8,1240
,,,,,,,,445,8952,2556.8,1220
,,,,,,,,446,8862.4,2531.2,1208
,,,,,,,,447,8756.8,2500.8,1194.4
,,,,,,,,448,8816.8,2518.4,1202.4
,,,,,,,,449,9261.6,2644.8,1263.2
,,,,,,,,450,9881.6,2822.4,1347.2
,,,,,,,,451,9864,2816.8,1344.8
,,,,,,,,452,9693.6,2768.8,1321.6
,,,,,,,,453,9304.8,2657.6,1268
,,,,,,,,454,8692,2482.4,1184.8
,,,,,,,,455,7920,2261.6,1080
,,,,,,,,456,7220,2062.4,984.8
,,,,,,,,457,6747.2,1927.2,920
,,,,,,,,458,6480,1851.2,884
,,,,,,,,459,6357.6,1815.2,866.4
,,,,,,,,460,6330.4,1808,863.2
,,,,,,,,461,6521.6,1863.2,888.8
,,,,,,,,462,7092.8,2025.6,967.2
,,,,,,,,463,8150.4,2328,1111.2
,,,,,,,,464,8712.8,2488.8,1187.2
,,,,,,,,465,8776,2506.4,1196
,,,,,,,,466,8801.6,2513.6,1200
,,,,,,,,467,8826.4,2520.8,1203.2
,,,,,,,,468,8790.4,2510.4,1198.4
,,,,,,,,469,8692,2482.4,1184.8
,,,,,,,,470,8628.8,2464.8,1176
,,,,,,,,471,8524.8,2434.4,1162.4
,,,,,,,,472,8539.2,2439.2,1164
,,,,,,,,473,8918.4,2547.2,1216
,,,,,,,,474,9620,2748,1312
,,,,,,,,475,9584,2736.8,1306.4
,,,,,,,,476,9348.8,2669.6,1274.4
,,,,,,,,477,9044,2583.2,1232.8
,,,,,,,,478,8608.8,2458.4,1173.6
,,,,,,,,479,8015.2,2288.8,1092.8
,,,,,,,,480,7394.4,2111.2,1008
,,,,,,,,481,6952,1985.6,948
,,,,,,,,482,6704,1914.4,913.6
,,,,,,,,483,6552,1871.2,892.8
,,,,,,,,484,6492.8,1854.4,884.8
,,,,,,,,485,6548,1870.4,892.8
,,,,,,,,486,6760,1931.2,921.6
,,,,,,,,487,7178.4,2050.4,978.4
,,,,,,,,488,7676.8,2192,1046.4
,,,,,,,,489,8232,2351.2,1122.4
,,,,,,,,490,8716,2488.8,1188
,,,,,,,,491,9013.6,2574.4,1228.8
,,,,,,,,492,9140.8,2610.4,1246.4
,,,,,,,,493,9140,2610.4,1246.4
,,,,,,,,494,9024,2576.8,1230.4
,,,,,,,,495,8876.8,2535.2,1210.4
,,,,,,,,496,8814.4,2516.8,1201.6
,,,,,,,,497,9151.2,2612.8,1248
,,,,,,,,498,9728.8,2778.4,1326.4
,,,,,,,,499,9628.8,2749.6,1312.8
,,,,,,,,500,9295.2,2654.4,1267.2
,,,,,,,,501,8952,2556,1220
,,,,,,,,502,8507.2,2429.6,1159.2
,,,,,,,,503,7960.8,2273.6,1085.6
,,,,,,,,504,7426.4,2120.8,1012.8
,,,,,,,,505,7008.8,2001.6,956
,,,,,,,,506,6779.2,1936,924.8
,,,,,,,,507,6668.8,1904,908.8
,,,,,,,,508,6620,1891.2,902.4
,,,,,,,,509,6664,1903.2,908.8
,,,,,,,,510,6845.6,1955.2,932.8
,,,,,,,,511,7167.2,2047.2,977.6
,,,,,,,,512,7519.2,2147.2,1025.6
,,,,,,,,513,7985.6,2280,1088.8
,,,,,,,,514,8272.8,2362.4,1128
,,,,,,,,515,8386.4,2395.2,1143.2
,,,,,,,,516,8384.8,2394.4,1142.4
,,,,,,,,517,8334.4,2380,1136
,,,,,,,,518,8271.2,2362.4,1127.2
,,,,,,,,519,8246.4,2355.2,1124
,,,,,,,,520,8260.8,2359.2,1126.4
,,,,,,,,521,8646.4,2468.8,1179.2
,,,,,,,,522,9221.6,2633.6,1256.8
,,,,,,,,523,9224.8,2634.4,1257.6
,,,,,,,,524,9056,2586.4,1235.2
,,,,,,,,525,8724,2492,1189.6
,,,,,,,,526,8177.6,2336,1114.4
,,,,,,,,527,7566.4,2160.8,1031.2
,,,,,,,,528,6946.4,1983.2,947.2
,,,,,,,,529,6500.8,1856.8,886.4
,,,,,,,,530,6273.6,1791.2,855.2
,,,,,,,,531,6181.6,1765.6,843.2
,,,,,,,,532,6186.4,1767.2,844
,,,,,,,,533,6378.4,1821.6,869.6
,,,,,,,,534,6963.2,1988,948.8
,,,,,,,,535,8027.2,2292,1094.4
,,,,,,,,536,8624.8,2463.2,1175.2
,,,,,,,,537,8753.6,2500.8,1193.6
,,,,,,,,538,8826.4,2520.8,1203.2
,,,,,,,,539,8895.2,2540.8,1212.8
,,,,,,,,540,8882.4,2536,1211.2
,,,,,,,,541,8796.8,2512,1199.2
,,,,,,,,542,8736.8,2495.2,1191.2
,,,,,,,,543,8642.4,2468,1178.4
,,,,,,,,544,8646.4,2468.8,1179.2
,,,,,,,,545,9040.8,2581.6,1232
,,,,,,,,546,9615.2,2745.6,1311.2
,,,,,,,,547,9535.2,2723.2,1300
,,,,,,,,548,9232.8,2636.8,1259.2
,,,,,,,,549,8797.6,2512,1199.2
,,,,,,,,550,8157.6,2329.6,1112
,,,,,,,,551,7355.2,2100,1002.4
,,,,,,,,552,6628,1892.8,904
,,,,,,,,553,6165.6,1760.8,840
,,,,,,,,554,5872.8,1677.6,800
,,,,,,,,555,5729.6,1636,780.8
,,,,,,,,556,5692.8,1625.6,776
,,,,,,,,557,5855.2,1672,798.4
,,,,,,,,558,6395.2,1826.4,872
,,,,,,,,559,7469.6,2132.8,1018.4
,,,,,,,,560,8062.4,2302.4,1099.2
,,,,,,,,561,8122.4,2320,1107.2
,,,,,,,,562,8088.8,2310.4,1102.4
,,,,,,,,563,8098.4,2312.8,1104
,,,,,,,,564,8064.8,2303.2,1099.2
,,,,,,,,565,7972,2276.8,1086.4
,,,,,,,,566,7911.2,2260,1078.4
,,,,,,,,567,7826.4,2235.2,1066.4
,,,,,,,,568,7832.8,2236.8,1068
,,,,,,,,569,8224.8,2348.8,1121.6
,,,,,,,,570,8945.6,2555.2,1220
,,,,,,,,571,8953.6,2556.8,1220.8
,,,,,,,,572,8740.8,2496,1191.2
,,,,,,,,573,8394.4,2397.6,1144
,,,,,,,,574,7820.8,2233.6,1065.6
,,,,,,,,575,7104,2028.8,968.8
,,,,,,,,576,6433.6,1837.6,876.8
,,,,,,,,577,6002.4,1714.4,818.4
,,,,,,,,578,5785.6,1652,788.8
,,,,,,,,579,5688.8,1624.8,775.2
,,,,,,,,580,5693.6,1626.4,776
,,,,,,,,581,5876.8,1678.4,800.8
,,,,,,,,582,6469.6,1847.2,881.6
,,,,,,,,583,7592,2168,1035.2
,,,,,,,,584,8218.4,2347.2,1120.8
,,,,,,,,585,8270.4,2361.6,1127.2
,,,,,,,,586,8316.8,2375.2,1134.4
,,,,,,,,587,8354.4,2385.6,1139.2
