"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2003-01-01 00:00:00,0.21,0.173,0.017,0.72,0.198,0.138
2003-01-01 01:00:00,0.433,0.249,0.018,0.57,0.067,0.028
2003-01-01 02:00:00,0.625,0.416,0.081,0.439,0.014,0.002
2003-01-01 03:00:00,0.704,0.59,0.242,0.344,0.002,0.002
2003-01-01 04:00:00,0.754,0.721,0.41,0.228,0,0.017
2003-01-01 05:00:00,0.815,0.828,0.594,0.109,0.002,0.048
2003-01-01 06:00:00,0.867,0.887,0.773,0.026,0.029,0.116
2003-01-01 07:00:00,0.901,0.914,0.877,0.001,0.114,0.253
2003-01-01 08:00:00,0.912,0.926,0.912,0,0.216,0.359
2003-01-01 09:00:00,0.91,0.93,0.918,0,0.308,0.396
2003-01-01 10:00:00,0.911,0.933,0.922,0,0.351,0.377
2003-01-01 11:00:00,0.919,0.93,0.927,0,0.301,0.324
2003-01-01 12:00:00,0.928,0.933,0.927,0.003,0.232,0.291
2003-01-01 13:00:00,0.933,0.935,0.92,0.031,0.217,0.333
2003-01-01 14:00:00,0.917,0.902,0.864,0.086,0.203,0.348
2003-01-01 15:00:00,0.841,0.778,0.68,0.124,0.138,0.374
2003-01-01 16:00:00,0.959,0.902,0.768,0.43,0.402,0.884
2003-01-01 17:00:00,0.966,0.946,0.971,0.715,0.822,0.949
2003-01-01 18:00:00,0.972,0.95,0.97,0.761,0.844,0.951
2003-01-01 19:00:00,0.972,0.967,0.97,0.761,0.805,0.94
2003-01-01 20:00:00,0.949,0.971,0.973,0.707,0.685,0.912
2003-01-01 21:00:00,0.823,0.965,0.973,0.548,0.41,0.831
2003-01-01 22:00:00,0.66,0.956,0.973,0.431,0.152,0.543
2003-01-01 23:00:00,0.674,0.944,0.961,0.512,0.096,0.243
2003-01-02 00:00:00,0.869,0.944,0.885,0.486,0.065,0.191
2003-01-02 01:00:00,0.959,0.958,0.84,0.412,0.05,0.188
2003-01-02 02:00:00,0.972,0.973,0.93,0.361,0.096,0.139
2003-01-02 03:00:00,0.973,0.961,0.966,0.366,0.259,0.124
2003-01-02 04:00:00,0.968,0.936,0.973,0.512,0.603,0.185
2003-01-02 05:00:00,0.955,0.904,0.966,0.781,0.839,0.385
2003-01-02 06:00:00,0.922,0.858,0.946,0.958,0.933,0.724
2003-01-02 07:00:00,0.868,0.765,0.912,0.94,0.971,0.879
2003-01-02 08:00:00,0.767,0.658,0.843,0.969,0.973,0.958
