"time","outputV1","outputV2","outputV3","outputV4","outputV5","outputV6"
2009-01-01 00:00:00,0.078,0.068,0.13,0.67,0.706,0.645
2009-01-01 01:00:00,0.14,0.115,0.171,0.668,0.721,0.676
2009-01-01 02:00:00,0.225,0.174,0.19,0.648,0.728,0.698
2009-01-01 03:00:00,0.341,0.29,0.219,0.623,0.708,0.685
2009-01-01 04:00:00,0.494,0.453,0.295,0.581,0.674,0.645
2009-01-01 05:00:00,0.625,0.559,0.389,0.523,0.647,0.632
2009-01-01 06:00:00,0.721,0.612,0.459,0.474,0.6,0.584
2009-01-01 07:00:00,0.806,0.679,0.534,0.418,0.511,0.547
2009-01-01 08:00:00,0.854,0.754,0.622,0.329,0.458,0.526
2009-01-01 09:00:00,0.868,0.827,0.723,0.256,0.402,0.461
2009-01-01 10:00:00,0.868,0.865,0.802,0.226,0.353,0.406
2009-01-01 11:00:00,0.863,0.868,0.834,0.223,0.33,0.348
2009-01-01 12:00:00,0.86,0.861,0.836,0.226,0.29,0.317
2009-01-01 13:00:00,0.863,0.857,0.831,0.205,0.256,0.294
2009-01-01 14:00:00,0.795,0.777,0.715,0.124,0.144,0.184
2009-01-01 15:00:00,0.632,0.519,0.471,0.068,0.054,0.07
2009-01-01 16:00:00,0.701,0.534,0.741,0.036,0.018,0.002
2009-01-01 17:00:00,0.878,0.745,0.86,0.024,0.008,0
2009-01-01 18:00:00,0.904,0.824,0.875,0.027,0.007,0.011
2009-01-01 19:00:00,0.924,0.862,0.893,0.044,0.033,0.037
2009-01-01 20:00:00,0.92,0.878,0.892,0.068,0.064,0.069
2009-01-01 21:00:00,0.891,0.872,0.88,0.077,0.064,0.117
2009-01-01 22:00:00,0.863,0.82,0.834,0.096,0.062,0.176
2009-01-01 23:00:00,0.918,0.861,0.877,0.181,0.156,0.326
2009-01-02 00:00:00,0.928,0.883,0.912,0.285,0.379,0.641
2009-01-02 01:00:00,0.903,0.882,0.907,0.348,0.516,0.728
2009-01-02 02:00:00,0.846,0.883,0.9,0.388,0.603,0.68
2009-01-02 03:00:00,0.759,0.892,0.915,0.449,0.683,0.612
2009-01-02 04:00:00,0.628,0.893,0.929,0.548,0.689,0.57
2009-01-02 05:00:00,0.445,0.88,0.925,0.646,0.646,0.552
2009-01-02 06:00:00,0.29,0.862,0.911,0.735,0.595,0.516
2009-01-02 07:00:00,0.222,0.848,0.893,0.767,0.513,0.543
2009-01-02 08:00:00,0.264,0.836,0.875,0.688,0.483,0.534
2009-01-02 09:00:00,0.442,0.828,0.858,0.546,0.399,0.552
2009-01-02 10:00:00,0.664,0.828,0.834,0.399,0.334,0.59
2009-01-02 11:00:00,0.778,0.827,0.814,0.292,0.313,0.6
2009-01-02 12:00:00,0.805,0.831,0.79,0.258,0.341,0.618
2009-01-02 13:00:00,0.806,0.841,0.777,0.266,0.391,0.631
2009-01-02 14:00:00,0.672,0.764,0.629,0.236,0.336,0.516
2009-01-02 15:00:00,0.294,0.396,0.287,0.387,0.548,0.799
2009-01-02 16:00:00,0.175,0.17,0.148,0.491,0.639,0.828
2009-01-02 17:00:00,0.235,0.196,0.228,0.494,0.592,0.806
2009-01-02 18:00:00,0.258,0.304,0.317,0.461,0.523,0.797
2009-01-02 19:00:00,0.457,0.517,0.539,0.432,0.494,0.815
2009-01-02 20:00:00,0.585,0.629,0.625,0.442,0.516,0.841
2009-01-02 21:00:00,0.59,0.635,0.599,0.493,0.566,0.876
2009-01-02 22:00:00,0.59,0.603,0.587,0.537,0.617,0.902
2009-01-02 23:00:00,0.783,0.692,0.778,0.556,0.775,0.904
2009-01-03 00:00:00,0.917,0.808,0.915,0.641,0.854,0.858
2009-01-03 01:00:00,0.958,0.884,0.946,0.758,0.878,0.816
2009-01-03 02:00:00,0.964,0.923,0.951,0.828,0.872,0.841
2009-01-03 03:00:00,0.96,0.93,0.951,0.883,0.846,0.858
2009-01-03 04:00:00,0.95,0.929,0.933,0.876,0.792,0.833
2009-01-03 05:00:00,0.939,0.926,0.913,0.834,0.855,0.805
2009-01-03 06:00:00,0.931,0.915,0.895,0.83,0.874,0.817
2009-01-03 07:00:00,0.923,0.907,0.879,0.878,0.917,0.706
2009-01-03 08:00:00,0.924,0.899,0.867,0.937,0.883,0.525
2009-01-03 09:00:00,0.921,0.897,0.861,0.967,0.756,0.526
2009-01-03 10:00:00,0.914,0.907,0.863,0.951,0.773,0.616
2009-01-03 11:00:00,0.908,0.918,0.874,0.884,0.847,0.678
2009-01-03 12:00:00,0.904,0.923,0.884,0.861,0.899,0.837
2009-01-03 13:00:00,0.898,0.924,0.886,0.873,0.898,0.899
2009-01-03 14:00:00,0.82,0.873,0.795,0.803,0.822,0.894
2009-01-03 15:00:00,0.551,0.597,0.434,0.892,0.957,0.966
2009-01-03 16:00:00,0.486,0.645,0.479,0.939,0.971,0.973
