cpa_id,cluster
167243,1
167244,1
150338,1
157326,1
100267,1
167440,1
167754,1
159321,1
167753,1
167457,1
167748,1
159317,1
157327,1
159320,1
146673,1
167250,1
150002,1
148740,1
181616,1
168071,1
181617,1
149812,1
168072,1
167755,1
167423,1
157328,1
167474,1
159324,1
157325,1
159316,1
150337,1
159315,1
146589,1
159323,1
167441,1
167749,1
100345,1
159319,1
167458,1
159322,1
167254,1
157329,1
159064,1
167747,1
100256,1
150348,1
167739,1
167740,1
167746,1
157388,1
168084,1
100282,1
100251,1
167489,1
168073,1
159314,1
148741,1
147231,1
150344,1
152618,1
167475,1
167490,1
148739,1
167459,1
181486,1
159112,1
150304,1
167424,1
157330,1
181485,1
157324,1
159099,1
159318,1
146588,1
168085,1
153004,1
148742,1
159156,1
100348,1
157387,1
157360,1
168058,1
100209,1
167442,1
147232,1
152619,1
159165,1
157331,1
150303,1
167491,1
157383,1
167443,1
167750,1
150288,1
146595,1
159157,1
150290,1
159147,1
100217,1
167460,1
171665,1
159098,1
167730,1
167745,1
147230,1
147594,1
168074,1
168096,1
167506,1
152615,1
146276,1
147229,1
167738,1
159313,1
146594,1
168704,1
168097,1
157323,1
152624,1
148601,1
168059,1
157386,1
146528,1
167728,1
168086,1
188218,1
157382,1
171663,1
146275,1
152620,1
181484,1
159081,1
152617,1
100321,1
171671,1
157689,1
159312,1
149832,1
168045,1
159044,1
181348,1
171666,1
159063,1
145578,1
148668,1
152616,1
167731,1
148670,1
186546,1
171672,1
175046,1
146601,1
157384,1
167729,1
152614,1
157378,1
100272,1
189091,1
168703,1
167742,1
157381,1
159311,1
153003,1
159062,1
146274,1
100318,1
172867,1
171664,1
150441,1
168702,1
157376,1
100402,1
157379,1
157990,1
157358,1
145579,1
159111,1
168046,1
157422,1
167727,1
148837,1
159097,1
100417,1
153074,1
148744,1
157385,1
171670,1
146600,1
167737,1
100354,1
149831,1
152640,1
158324,1
175045,1
159082,1
168701,1
152623,1
166410,1
167717,1
157916,1
181483,1
100643,1
148675,1
177487,1
157994,1
181619,1
157380,1
173958,1
157375,1
168108,1
167751,1
157374,1
149980,1
171673,1
157715,1
148852,1
148681,1
167716,1
149763,1
171669,1
171667,1
172868,1
153073,1
172863,1
148832,1
167718,1
148842,1
172841,1
173951,1
157359,1
148673,1
146529,1
157914,1
148838,1
157921,1
157419,1
152622,1
148667,1
167732,1
175280,1
177486,1
152642,1
177412,1
175392,1
159307,1
146531,1
157389,1
157591,1
179761,1
157922,1
150369,1
167701,1
149481,1
157991,1
167719,1
175389,1
157357,1
148669,1
157356,1
167720,1
148672,1
167702,1
167700,1
159310,1
171677,1
157372,1
149750,1
150347,1
167752,1
153072,1
148851,1
167733,1
146606,1
167743,1
175390,1
100367,1
147494,1
158321,1
157716,1
157588,1
150371,1
100344,1
159080,1
149781,1
149765,1
150442,1
157993,1
157688,1
167741,1
172864,1
171668,1
175276,1
159079,1
173957,1
157915,1
159298,1
159096,1
146605,1
100449,1
148833,1
171678,1
167705,1
148846,1
157943,1
157390,1
159061,1
159297,1
175393,1
167707,1
152641,1
176615,1
146532,1
149810,1
167708,1
175386,1
159095,1
159043,1
150331,1
159303,1
157910,1
148674,1
175281,1
157714,1
157986,1
148743,1
167734,1
167703,1
149817,1
167744,1
182959,1
149764,1
149751,1
100371,1
148682,1
157420,1
177419,1
167709,1
157371,1
167706,1
153145,1
175277,1
175388,1
176616,1
173950,1
159110,1
157368,1
147683,1
179760,1
167684,1
172869,1
100244,1
173949,1
171674,1
167721,1
148676,1
157917,1
167685,1
157989,1
148671,1
147495,1
186650,1
149782,1
152621,1
159292,1
157743,1
157923,1
159078,1
157423,1
100659,1
177485,1
100332,1
171675,1
159302,1
167686,1
100316,1
157373,1
150327,1
157594,1
171681,1
167704,1
157985,1
148843,1
157592,1
150330,1
149811,1
150350,1
176777,1
157987,1
185318,1
157369,1
185344,1
146604,1
185289,1
159293,1
150323,1
157686,1
100448,1
171680,1
146599,1
146535,1
147690,1
149766,1
100388,1
172846,1
185749,1
157416,1
148834,1
175391,1
157429,1
157415,1
157417,1
157589,1
173964,1
157428,1
158319,1
147689,1
148588,1
171682,1
148839,1
148677,1
157585,1
180191,1
157992,1
187073,1
157911,1
159109,1
172865,1
149807,1
100335,1
157935,1
185743,1
146612,1
150326,1
167735,1
177411,1
189051,1
177413,1
180190,1
167687,1
157377,1
171676,1
157424,1
157586,1
175282,1
159296,1
159094,1
175387,1
146611,1
148589,1
157944,1
180338,1
157367,1
175289,1
157593,1
167248,1
177496,1
189732,1
171679,1
157687,1
159287,1
157713,1
159291,1
167670,1
159301,1
150354,1
157744,1
172858,1
157370,1
185742,1
150370,1
177488,1
157930,1
159059,1
185513,1
167722,1
146536,1
146610,1
153144,1
175278,1
158070,1
157983,1
188547,1
172860,1
177336,1
148679,1
150328,1
172859,1
159288,1
171683,1
148835,1
146615,1
159121,1
172842,1
149808,1
157988,1
146533,1
185495,1
175290,1
185496,1
167671,1
180337,1
158079,1
159060,1
180339,1
157411,1
167689,1
157984,1
167723,1
173965,1
157587,1
159077,1
173959,1
148678,1
185755,1
159309,1
185741,1
173963,1
148683,1
157418,1
177497,1
150324,1
168603,1
157929,1
157477,1
147684,1
158068,1
185515,1
158067,1
147693,1
146530,1
147692,1
185748,1
157928,1
148597,1
146616,1
185754,1
148844,1
187100,1
177494,1
177418,1
157412,1
100531,1
148590,1
148829,1
148687,1
157936,1
188486,1
150353,1
148592,1
157364,1
185740,1
158310,1
157590,1
185497,1
150325,1
146609,1
168489,1
146614,1
168609,1
157427,1
158069,1
159286,1
158058,1
187048,1
167710,1
175301,1
167672,1
158077,1
179759,1
166189,1
185756,1
167253,1
159308,1
159281,1
146540,1
179899,1
149979,1
157421,1
157476,1
188485,1
185514,1
157366,1
172861,1
179758,1
158065,1
158080,1
180336,1
158315,1
173952,1
172843,1
167658,1
148680,1
148840,1
150319,1
159282,1
150329,1
166190,1
167711,1
159041,1
157413,1
148684,1
159093,1
157741,1
189695,1
185516,1
172862,1
159108,1
157909,1
146537,1
172866,1
157583,1
177410,1
158054,1
175302,1
157580,1
175311,1
175283,1
167247,1
159300,1
188569,1
100452,1
158066,1
158050,1
187101,1
189696,1
159058,1
150352,1
148836,1
147691,1
148685,1
168490,1
167673,1
157931,1
158314,1
177495,1
159306,1
175385,1
100558,1
185744,1
188487,1
157581,1
167238,1
185319,1
146617,1
150318,1
148591,1
157414,1
189764,1
159283,1
157918,1
159042,1
148694,1
148845,1
185745,1
180189,1
185475,1
148688,1
176830,1
159120,1
159280,1
150321,1
185369,1
188546,1
147482,1
180492,1
185290,1
175279,1
148593,1
146613,1
167659,1
188481,1
148830,1
177338,1
185494,1
185345,1
148841,1
168604,1
167674,1
100516,1
157584,1
146541,1
175291,1
147696,1
158046,1
167261,1
175284,1
157408,1
176727,1
159305,1
188568,1
159076,1
177128,1
177199,1
180493,1
177572,1
167690,1
175313,1
188480,1
179900,1
175303,1
185370,1
177484,1
166202,1
168602,1
167252,1
147694,1
158061,1
173382,1
