cpa_id,cluster
170755,2
162449,2
162370,2
170899,2
170691,2
170828,2
171375,2
145647,2
162363,2
162168,2
162597,2
170769,2
162266,2
162097,2
161154,2
161923,2
162451,2
162264,2
170611,2
161438,2
162676,2
170845,2
162448,2
160966,2
162673,2
170679,2
162361,2
170536,2
162596,2
170678,2
161744,2
170982,2
162079,2
162371,2
161342,2
162445,2
162078,2
162678,2
170770,2
170603,2
145645,2
171421,2
162183,2
162362,2
160965,2
162447,2
162450,2
162675,2
161722,2
161057,2
161840,2
155667,2
162357,2
145635,2
162672,2
170538,2
162360,2
162595,2
170612,2
170537,2
161437,2
161246,2
161530,2
170535,2
161922,2
170917,2
162010,2
161652,2
145659,2
170604,2
171275,2
171221,2
162442,2
162529,2
161746,2
162186,2
170754,2
161901,2
162184,2
162674,2
145623,2
170602,2
162453,2
145648,2
161818,2
162167,2
155750,2
162446,2
162671,2
170539,2
162359,2
170771,2
160964,2
170534,2
162594,2
171326,2
161924,2
162263,2
155666,2
162528,2
161628,2
170613,2
171165,2
145701,2
170846,2
161153,2
170692,2
170600,2
162670,2
162441,2
170465,2
162454,2
161988,2
162522,2
162741,2
161341,2
170677,2
170601,2
170693,3
170532,3
162356,3
171109,3
162593,3
161721,3
170533,3
162527,3
162748,3
171376,3
161745,3
162669,3
161056,3
162744,3
162444,3
160876,3
170467,3
170466,3
162279,3
161529,3
162166,3
170464,3
162077,3
161436,3
162521,3
162740,3
162011,3
161245,3
162455,3
162187,3
161340,3
162606,3
162280,3
162185,3
171222,3
162749,3
161900,3
170531,3
162009,3
170694,3
162098,3
161817,3
162530,3
162743,3
170599,3
170772,3
171048,3
170753,3
161841,3
162440,3
162523,3
162668,3
160875,3
170529,3
170468,3
171276,3
162747,3
160963,3
162443,3
170463,3
161627,3
170752,3
161925,3
162355,3
170540,3
162739,3
171166,3
162520,3
162605,3
161244,3
170392,3
162592,3
161152,3
161987,3
170983,3
162811,3
162742,3
162519,3
170530,3
170614,3
162531,3
170528,3
170461,3
171327,3
162165,3
161653,3
171422,3
170676,3
162281,3
162746,3
162262,3
162667,3
170695,3
161720,3
162372,3
170675,3
171110,3
170462,3
162439,3
162012,3
171377,3
162814,3
170615,3
162818,3
162099,3
161528,3
170394,3
170393,3
162076,3
162456,3
170541,3
162532,3
161055,3
170391,3
162518,3
162810,3
162261,3
162282,3
162738,3
170918,3
161435,3
162745,3
162680,3
161899,3
170616,3
161339,3
160873,3
162607,3
170460,3
162819,3
161816,3
162373,3
162666,3
162813,3
171223,3
161926,3
170598,3
162188,3
170597,3
171049,3
161527,3
171277,3
162817,3
162809,3
170527,3
170395,3
161626,3
162679,3
170390,3
162354,3
162457,3
160962,3
171167,3
170469,3
162517,3
170542,3
170458,3
162591,3
161747,3
170751,3
162737,3
170847,3
161986,3
161842,3
162882,3
162100,3
170316,3
162958,3
162589,3
