Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,,
,,,,,,,,2101,11263.2,,
,,,,,,,,2102,11207.2,,
,,,,,,,,2103,11029.6,,
,,,,,,,,2104,10963.2,,
,,,,,,,,2105,11050.4,,
,,,,,,,,2106,11250.4,,
,,,,,,,,2107,11451.2,,
,,,,,,,,2108,11841.6,,
,,,,,,,,2109,11620,,
,,,,,,,,2110,10874.4,,
,,,,,,,,2111,9796,,
,,,,,,,,2112,8856,,
,,,,,,,,2113,8245.6,,
,,,,,,,,2114,7920.8,,
,,,,,,,,2115,7776.8,,
,,,,,,,,2116,7748.8,,
,,,,,,,,2117,7987.2,,
,,,,,,,,2118,8764.8,,
,,,,,,,,2119,10148,,
,,,,,,,,2120,10940.8,,
,,,,,,,,2121,11085.6,,
,,,,,,,,2122,11111.2,,
,,,,,,,,2123,11133.6,,
,,,,,,,,2124,11048.8,,
,,,,,,,,2125,10859.2,,
,,,,,,,,2126,10743.2,,
,,,,,,,,2127,10528,,
,,,,,,,,2128,10331.2,,
,,,,,,,,2129,10252.8,,
,,,,,,,,2130,10245.6,,
,,,,,,,,2131,10308.8,,
,,,,,,,,2132,10879.2,,
,,,,,,,,2133,10876,,
,,,,,,,,2134,10382.4,,
,,,,,,,,2135,9596,,
,,,,,,,,2136,8736.8,,
,,,,,,,,2137,8061.6,,
,,,,,,,,2138,7692,,
,,,,,,,,2139,7502.4,,
,,,,,,,,2140,7445.6,,
,,,,,,,,2141,7506.4,,
,,,,,,,,2142,7788,,
,,,,,,,,2143,8300.8,,
,,,,,,,,2144,9019.2,,
,,,,,,,,2145,9836.8,,
,,,,,,,,2146,10333.6,,
,,,,,,,,2147,10616.8,,
,,,,,,,,2148,10666.4,,
,,,,,,,,2149,10574.4,,
,,,,,,,,2150,10332,,
,,,,,,,,2151,10106.4,,
,,,,,,,,2152,9964,,
,,,,,,,,2153,9979.2,,
,,,,,,,,2154,10108.8,,
,,,,,,,,2155,10215.2,,
,,,,,,,,2156,10652.8,,
,,,,,,,,2157,10604,,
,,,,,,,,2158,10180.8,,
,,,,,,,,2159,9543.2,,
,,,,,,,,2160,8805.6,,
,,,,,,,,2161,8216.8,,
,,,,,,,,2162,7852,,
,,,,,,,,2163,7677.6,,
,,,,,,,,2164,7608.8,,
,,,,,,,,2165,7641.6,,
,,,,,,,,2166,7856,,
,,,,,,,,2167,8172.8,,
,,,,,,,,2168,8640,,
,,,,,,,,2169,9231.2,,
,,,,,,,,2170,9612.8,,
,,,,,,,,2171,9756,,
,,,,,,,,2172,9780.8,,
,,,,,,,,2173,9775.2,,
,,,,,,,,2174,9714.4,,
,,,,,,,,2175,9650.4,,
,,,,,,,,2176,9707.2,,
,,,,,,,,2177,9989.6,,
,,,,,,,,2178,10412,,
,,,,,,,,2179,10717.6,,
,,,,,,,,2180,11075.2,,
,,,,,,,,2181,10793.6,,
,,,,,,,,2182,10092.8,,
,,,,,,,,2183,9192.8,,
,,,,,,,,2184,8366.4,,
,,,,,,,,2185,7820.8,,
,,,,,,,,2186,7524,,
,,,,,,,,2187,7412.8,,
,,,,,,,,2188,7429.6,,
,,,,,,,,2189,7696.8,,
,,,,,,,,2190,8556.8,,
,,,,,,,,2191,10028.8,,
,,,,,,,,2192,10908.8,,
,,,,,,,,2193,11169.6,,
,,,,,,,,2194,11280,,
,,,,,,,,2195,11335.2,,
,,,,,,,,2196,11252,,
,,,,,,,,2197,11092,,
,,,,,,,,2198,10973.6,,
,,,,,,,,2199,10772.8,,
,,,,,,,,2200,10615.2,,
,,,,,,,,2201,10608,,
,,,,,,,,2202,10758.4,,
,,,,,,,,2203,10871.2,,
,,,,,,,,2204,11472,,
,,,,,,,,2205,11522.4,,
,,,,,,,,2206,10830.4,,
,,,,,,,,2207,9780.8,,
,,,,,,,,2208,8800,,
,,,,,,,,2209,8193.6,,
,,,,,,,,2210,7884.8,,
,,,,,,,,2211,7756.8,,
,,,,,,,,2212,7771.2,,
,,,,,,,,2213,8049.6,,
,,,,,,,,2214,8906.4,,
,,,,,,,,2215,10332.8,,
,,,,,,,,2216,11112,,
,,,,,,,,2217,11181.6,,
,,,,,,,,2218,11164.8,,
,,,,,,,,2219,11146.4,,
,,,,,,,,2220,11049.6,,
,,,,,,,,2221,10903.2,,
,,,,,,,,2222,10782.4,,
,,,,,,,,2223,10620.8,,
,,,,,,,,2224,10511.2,,
,,,,,,,,2225,10503.2,,
,,,,,,,,2226,10604.8,,
,,,,,,,,2227,10708.8,,
,,,,,,,,2228,11304,,
,,,,,,,,2229,11369.6,,
,,,,,,,,2230,10616,,
,,,,,,,,2231,9543.2,,
,,,,,,,,2232,8561.6,,
,,,,,,,,2233,7917.6,,
,,,,,,,,2234,7597.6,,
,,,,,,,,2235,7432.8,,
,,,,,,,,2236,7408.8,,
,,,,,,,,2237,7624.8,,
,,,,,,,,2238,8430.4,,
,,,,,,,,2239,9813.6,,
,,,,,,,,2240,10595.2,,
,,,,,,,,2241,10729.6,,
,,,,,,,,2242,10761.6,,
,,,,,,,,2243,10832,,
,,,,,,,,2244,10832.8,,
,,,,,,,,2245,10738.4,,
,,,,,,,,2246,10713.6,,
,,,,,,,,2247,10622.4,,
,,,,,,,,2248,10508.8,,
,,,,,,,,2249,10510.4,,
,,,,,,,,2250,10608,,
,,,,,,,,2251,10703.2,,
,,,,,,,,2252,11220,,
,,,,,,,,2253,11195.2,,
,,,,,,,,2254,10464.8,,
,,,,,,,,2255,9426.4,,
,,,,,,,,2256,8444.8,,
,,,,,,,,2257,7854.4,,
,,,,,,,,2258,7540.8,,
,,,,,,,,2259,7402.4,,
,,,,,,,,2260,7403.2,,
,,,,,,,,2261,7661.6,,
,,,,,,,,2262,8472,,
,,,,,,,,2263,9893.6,,
,,,,,,,,2264,10708.8,,
,,,,,,,,2265,10874.4,,
,,,,,,,,2266,10958.4,,
,,,,,,,,2267,11016.8,,
,,,,,,,,2268,10980.8,,
,,,,,,,,2269,10868,,
,,,,,,,,2270,10793.6,,
,,,,,,,,2271,10605.6,,
,,,,,,,,2272,10452.8,,
,,,,,,,,2273,10420,,
,,,,,,,,2274,10490.4,,
,,,,,,,,2275,10556.8,,
,,,,,,,,2276,11062.4,,
,,,,,,,,2277,11178.4,,
,,,,,,,,2278,10596.8,,
,,,,,,,,2279,9633.6,,
,,,,,,,,2280,8704,,
,,,,,,,,2281,8083.2,,
,,,,,,,,2282,7758.4,,
,,,,,,,,2283,7610.4,,
,,,,,,,,2284,7601.6,,
,,,,,,,,2285,7803.2,,
,,,,,,,,2286,8460,,
,,,,,,,,2287,9474.4,,
,,,,,,,,2288,10252,,
,,,,,,,,2289,10605.6,,
,,,,,,,,2290,10776.8,,
,,,,,,,,2291,10821.6,,
,,,,,,,,2292,10719.2,,
,,,,,,,,2293,10549.6,,
,,,,,,,,2294,10396.8,,
,,,,,,,,2295,10176.8,,
,,,,,,,,2296,9992,,
,,,,,,,,2297,9962.4,,
,,,,,,,,2298,10026.4,,
,,,,,,,,2299,10064.8,,
,,,,,,,,2300,10512,,
,,,,,,,,2301,10627.2,,
,,,,,,,,2302,10144.8,,
,,,,,,,,2303,9384,,
,,,,,,,,2304,8585.6,,
,,,,,,,,2305,7990.4,,
,,,,,,,,2306,7644,,
,,,,,,,,2307,7468.8,,
,,,,,,,,2308,7410.4,,
,,,,,,,,2309,7503.2,,
,,,,,,,,2310,7808.8,,
,,,,,,,,2311,8249.6,,
,,,,,,,,2312,8931.2,,
,,,,,,,,2313,9604.8,,
,,,,,,,,2314,9957.6,,
,,,,,,,,2315,10037.6,,
,,,,,,,,2316,9975.2,,
,,,,,,,,2317,9821.6,,
,,,,,,,,2318,9624,,
,,,,,,,,2319,9443.2,,
,,,,,,,,2320,9410.4,,
,,,,,,,,2321,9584,,
,,,,,,,,2322,9836.8,,
,,,,,,,,2323,10029.6,,
,,,,,,,,2324,10431.2,,
,,,,,,,,2325,10420.8,,
,,,,,,,,2326,9941.6,,
,,,,,,,,2327,9222.4,,
,,,,,,,,2328,8432.8,,
,,,,,,,,2329,7786.4,,
,,,,,,,,2330,7411.2,,
,,,,,,,,2331,7187.2,,
,,,,,,,,2332,7106.4,,
,,,,,,,,2333,7142.4,,
,,,,,,,,2334,7345.6,,
,,,,,,,,2335,7696.8,,
,,,,,,,,2336,8340.8,,
,,,,,,,,2337,9076,,
,,,,,,,,2338,9532.8,,
,,,,,,,,2339,9691.2,,
,,,,,,,,2340,9783.2,,
,,,,,,,,2341,9699.2,,
,,,,,,,,2342,9351.2,,
,,,,,,,,2343,9000,,
,,,,,,,,2344,8804,,
,,,,,,,,2345,8760,,
,,,,,,,,2346,8860,,
,,,,,,,,2347,9100.8,,
,,,,,,,,2348,9798.4,,
,,,,,,,,2349,10147.2,,
,,,,,,,,2350,9599.2,,
,,,,,,,,2351,8766.4,,
,,,,,,,,2352,7998.4,,
,,,,,,,,2353,7484,,
,,,,,,,,2354,7233.6,,
,,,,,,,,2355,7140.8,,
,,,,,,,,2356,7145.6,,
,,,,,,,,2357,7406.4,,
,,,,,,,,2358,8233.6,,
,,,,,,,,2359,9584.8,,
,,,,,,,,2360,10493.6,,
,,,,,,,,2361,10816,,
,,,,,,,,2362,10951.2,,
,,,,,,,,2363,11074.4,,
,,,,,,,,2364,11075.2,,
,,,,,,,,2365,10985.6,,
,,,,,,,,2366,10903.2,,
,,,,,,,,2367,10726.4,,
,,,,,,,,2368,10604,,
,,,,,,,,2369,10605.6,,
,,,,,,,,2370,10729.6,,
,,,,,,,,2371,10835.2,,
,,,,,,,,2372,11292.8,,
,,,,,,,,2373,11312,,
,,,,,,,,2374,10528,,
,,,,,,,,2375,9455.2,,
,,,,,,,,2376,8458.4,,
,,,,,,,,2377,7859.2,,
,,,,,,,,2378,7557.6,,
,,,,,,,,2379,7420,,
,,,,,,,,2380,7408.8,,
,,,,,,,,2381,7664,,
,,,,,,,,2382,8460,,
,,,,,,,,2383,9773.6,,
,,,,,,,,2384,10596.8,,
,,,,,,,,2385,10761.6,,
,,,,,,,,2386,10830.4,,
,,,,,,,,2387,10901.6,,
,,,,,,,,2388,10875.2,,
,,,,,,,,2389,10810.4,,
,,,,,,,,2390,10783.2,,
,,,,,,,,2391,10637.6,,
,,,,,,,,2392,10512.8,,
,,,,,,,,2393,10530.4,,
,,,,,,,,2394,10614.4,,
,,,,,,,,2395,10687.2,,
,,,,,,,,2396,11160.8,,
,,,,,,,,2397,11203.2,,
,,,,,,,,2398,10436.8,,
,,,,,,,,2399,9361.6,,
,,,,,,,,2400,8391.2,,
,,,,,,,,2401,7792.8,,
,,,,,,,,2402,7483.2,,
,,,,,,,,2403,7345.6,,
,,,,,,,,2404,7345.6,,
,,,,,,,,2405,7590.4,,
,,,,,,,,2406,8386.4,,
,,,,,,,,2407,9716,,
,,,,,,,,2408,10605.6,,
,,,,,,,,2409,10828.8,,
,,,,,,,,2410,10866.4,,
,,,,,,,,2411,10917.6,,
,,,,,,,,2412,10888.8,,
,,,,,,,,2413,10780,,
,,,,,,,,2414,10730.4,,
,,,,,,,,2415,10604,,
,,,,,,,,2416,10493.6,,
,,,,,,,,2417,10520,,
,,,,,,,,2418,10632.8,,
,,,,,,,,2419,10740.8,,
,,,,,,,,2420,11220.8,,
,,,,,,,,2421,11220,,
,,,,,,,,2422,10474.4,,
,,,,,,,,2423,9427.2,,
,,,,,,,,2424,8469.6,,
,,,,,,,,2425,7846.4,,
,,,,,,,,2426,7519.2,,
,,,,,,,,2427,7369.6,,
,,,,,,,,2428,7365.6,,
,,,,,,,,2429,7594.4,,
,,,,,,,,2430,8399.2,,
,,,,,,,,2431,9708.8,,
,,,,,,,,2432,10553.6,,
,,,,,,,,2433,10768.8,,
,,,,,,,,2434,10832,,
,,,,,,,,2435,10868.8,,
,,,,,,,,2436,10877.6,,
,,,,,,,,2437,10835.2,,
,,,,,,,,2438,10824,,
,,,,,,,,2439,10693.6,,
,,,,,,,,2440,10593.6,,
,,,,,,,,2441,10625.6,,
,,,,,,,,2442,10750.4,,
,,,,,,,,2443,10783.2,,
,,,,,,,,2444,11173.6,,
,,,,,,,,2445,11231.2,,
,,,,,,,,2446,10548,,
,,,,,,,,2447,9533.6,,
,,,,,,,,2448,8562.4,,
,,,,,,,,2449,7952.8,,
,,,,,,,,2450,7648.8,,
,,,,,,,,2451,7502.4,,
,,,,,,,,2452,7503.2,,
,,,,,,,,2453,7736.8,,
,,,,,,,,2454,8509.6,,
,,,,,,,,2455,9768,,
,,,,,,,,2456,10585.6,,
,,,,,,,,2457,10746.4,,
,,,,,,,,2458,10803.2,,
,,,,,,,,2459,10853.6,,
,,,,,,,,2460,10783.2,,
,,,,,,,,2461,10660,,
,,,,,,,,2462,10589.6,,
,,,,,,,,2463,10427.2,,
,,,,,,,,2464,10239.2,,
,,,,,,,,2465,10157.6,,
,,,,,,,,2466,10100.8,,
,,,,,,,,2467,10016,,
,,,,,,,,2468,10356.8,,
,,,,,,,,2469,10556,,
,,,,,,,,2470,10007.2,,
,,,,,,,,2471,9188,,
,,,,,,,,2472,8304,,
,,,,,,,,2473,7684,,
,,,,,,,,2474,7322.4,,
,,,,,,,,2475,7116.8,,
,,,,,,,,2476,7073.6,,
,,,,,,,,2477,7152.8,,
,,,,,,,,2478,7460,,
,,,,,,,,2479,7853.6,,
,,,,,,,,2480,8561.6,,
,,,,,,,,2481,9189.6,,
,,,,,,,,2482,9575.2,,
,,,,,,,,2483,9727.2,,
,,,,,,,,2484,9687.2,,
,,,,,,,,2485,9544.8,,
,,,,,,,,2486,9368.8,,
,,,,,,,,2487,9215.2,,
,,,,,,,,2488,9160.8,,
,,,,,,,,2489,9197.6,,
,,,,,,,,2490,9312.8,,
,,,,,,,,2491,9368.8,,
,,,,,,,,2492,9729.6,,
,,,,,,,,2493,9896.8,,
,,,,,,,,2494,9410.4,,
,,,,,,,,2495,8683.2,,
,,,,,,,,2496,7952.8,,
,,,,,,,,2497,7370.4,,
,,,,,,,,2498,7004,,
,,,,,,,,2499,6789.6,,
,,,,,,,,2500,6705.6,,
,,,,,,,,2501,6721.6,,
,,,,,,,,2502,6878.4,,
,,,,,,,,2503,7100.8,,
,,,,,,,,2504,7631.2,,
,,,,,,,,2505,8360.8,,
,,,,,,,,2506,8918.4,,
,,,,,,,,2507,9212,,
,,,,,,,,2508,9376.8,,
,,,,,,,,2509,9412,,
,,,,,,,,2510,9342.4,,
,,,,,,,,2511,9284.8,,
,,,,,,,,2512,9304,,
,,,,,,,,2513,9454.4,,
,,,,,,,,2514,9675.2,,
,,,,,,,,2515,9760.8,,
,,,,,,,,2516,10115.2,,
,,,,,,,,2517,10274.4,,
,,,,,,,,2518,9688,,
,,,,,,,,2519,8870.4,,
,,,,,,,,2520,8088.8,,
,,,,,,,,2521,7517.6,,
,,,,,,,,2522,7187.2,,
,,,,,,,,2523,7020,,
,,,,,,,,2524,6984,,
,,,,,,,,2525,7170.4,,
,,,,,,,,2526,7808,,
,,,,,,,,2527,8723.2,,
,,,,,,,,2528,9728,,
,,,,,,,,2529,10473.6,,
,,,,,,,,2530,11008.8,,
,,,,,,,,2531,11436.8,,
,,,,,,,,2532,11723.2,,
,,,,,,,,2533,11902.4,,
,,,,,,,,2534,12024.8,,
,,,,,,,,2535,12059.2,,
,,,,,,,,2536,12051.2,,
,,,,,,,,2537,12032.8,,
,,,,,,,,2538,11935.2,,
,,,,,,,,2539,11712,,
,,,,,,,,2540,11788,,
,,,,,,,,2541,11915.2,,
,,,,,,,,2542,11081.6,,
,,,,,,,,2543,9937.6,,
,,,,,,,,2544,8869.6,,
,,,,,,,,2545,8128.8,,
,,,,,,,,2546,7701.6,,
,,,,,,,,2547,7441.6,,
,,,,,,,,2548,7332,,
,,,,,,,,2549,7492.8,,
,,,,,,,,2550,8116,,
,,,,,,,,2551,9086.4,,
,,,,,,,,2552,10163.2,,
,,,,,,,,2553,10793.6,,
,,,,,,,,2554,11176,,
,,,,,,,,2555,11458.4,,
,,,,,,,,2556,11600.8,,
,,,,,,,,2557,11661.6,,
,,,,,,,,2558,11779.2,,
,,,,,,,,2559,11792,,
,,,,,,,,2560,11767.2,,
,,,,,,,,2561,11739.2,,
,,,,,,,,2562,11635.2,,
,,,,,,,,2563,11342.4,,
,,,,,,,,2564,11382.4,,
,,,,,,,,2565,11488,,
,,,,,,,,2566,10655.2,,
,,,,,,,,2567,9526.4,,
,,,,,,,,2568,8520,,
,,,,,,,,2569,7794.4,,
,,,,,,,,2570,7379.2,,
,,,,,,,,2571,7154.4,,
,,,,,,,,2572,7061.6,,
,,,,,,,,2573,7217.6,,
,,,,,,,,2574,7828.8,,
,,,,,,,,2575,8739.2,,
,,,,,,,,2576,9680,,
,,,,,,,,2577,10150.4,,
,,,,,,,,2578,10410.4,,
,,,,,,,,2579,10612.8,,
,,,,,,,,2580,10705.6,,
,,,,,,,,2581,10675.2,,
,,,,,,,,2582,10680,,
,,,,,,,,2583,10579.2,,
,,,,,,,,2584,10423.2,,
,,,,,,,,2585,10393.6,,
,,,,,,,,2586,10437.6,,
,,,,,,,,2587,10443.2,,
,,,,,,,,2588,10724.8,,
,,,,,,,,2589,10795.2,,
,,,,,,,,2590,10101.6,,
,,,,,,,,2591,9128.8,,
,,,,,,,,2592,8201.6,,
,,,,,,,,2593,7588,,
,,,,,,,,2594,7247.2,,
,,,,,,,,2595,7057.6,,
,,,,,,,,2596,7022.4,,
,,,,,,,,2597,7225.6,,
,,,,,,,,2598,7869.6,,
,,,,,,,,2599,8877.6,,
,,,,,,,,2600,9805.6,,
,,,,,,,,2601,10233.6,,
,,,,,,,,2602,10500,,
,,,,,,,,2603,10708,,
,,,,,,,,2604,10800,,
,,,,,,,,2605,10781.6,,
,,,,,,,,2606,10784.8,,
,,,,,,,,2607,10708,,
,,,,,,,,2608,10617.6,,
,,,,,,,,2609,10602.4,,
,,,,,,,,2610,10563.2,,
,,,,,,,,2611,10436.8,,
,,,,,,,,2612,10636,,
,,,,,,,,2613,10884.8,,
,,,,,,,,2614,10218.4,,
,,,,,,,,2615,9223.2,,
,,,,,,,,2616,8265.6,,
,,,,,,,,2617,7641.6,,
,,,,,,,,2618,7300.8,,
,,,,,,,,2619,7127.2,,
,,,,,,,,2620,7054.4,,
,,,,,,,,2621,7232,,
,,,,,,,,2622,7809.6,,
,,,,,,,,2623,8725.6,,
,,,,,,,,2624,9641.6,,
,,,,,,,,2625,10185.6,,
,,,,,,,,2626,10570.4,,
,,,,,,,,2627,10854.4,,
,,,,,,,,2628,10988.8,,
,,,,,,,,2629,10981.6,,
,,,,,,,,2630,10993.6,,
,,,,,,,,2631,10898.4,,
,,,,,,,,2632,10766.4,,
,,,,,,,,2633,10672.8,,
,,,,,,,,2634,10523.2,,
,,,,,,,,2635,10267.2,,
,,,,,,,,2636,10379.2,,
,,,,,,,,2637,10545.6,,
,,,,,,,,2638,9946.4,,
,,,,,,,,2639,9103.2,,
,,,,,,,,2640,8232,,
,,,,,,,,2641,7588.8,,
,,,,,,,,2642,7212.8,,
,,,,,,,,2643,6996,,
,,,,,,,,2644,6899.2,,
,,,,,,,,2645,6952.8,,
,,,,,,,,2646,7185.6,,
,,,,,,,,2647,7532.8,,
,,,,,,,,2648,8210.4,,
,,,,,,,,2649,8967.2,,
,,,,,,,,2650,9510.4,,
,,,,,,,,2651,9800,,
,,,,,,,,2652,9896.8,,
,,,,,,,,2653,9893.6,,
,,,,,,,,2654,9828,,
,,,,,,,,2655,9763.2,,
,,,,,,,,2656,9748.8,,
,,,,,,,,2657,9816,,
,,,,,,,,2658,9916,,
,,,,,,,,2659,9873.6,,
,,,,,,,,2660,10054.4,,
,,,,,,,,2661,10252.8,,
,,,,,,,,2662,9738.4,,
,,,,,,,,2663,8993.6,,
,,,,,,,,2664,8228.8,,
,,,,,,,,2665,7600.8,,
,,,,,,,,2666,7220.8,,
,,,,,,,,2667,6976.8,,
,,,,,,,,2668,6850.4,,
,,,,,,,,2669,6844,,
,,,,,,,,2670,6967.2,,
,,,,,,,,2671,7137.6,,
,,,,,,,,2672,7651.2,,
,,,,,,,,2673,8360,,
,,,,,,,,2674,8973.6,,
,,,,,,,,2675,9353.6,,
,,,,,,,,2676,9607.2,,
,,,,,,,,2677,9736.8,,
,,,,,,,,2678,9742.4,,
,,,,,,,,2679,9703.2,,
,,,,,,,,2680,9747.2,,
,,,,,,,,2681,9953.6,,
,,,,,,,,2682,10188.8,,
,,,,,,,,2683,10371.2,,
,,,,,,,,2684,10513.6,,
,,,,,,,,2685,10352,,
,,,,,,,,2686,9656,,
,,,,,,,,2687,8822.4,,
,,,,,,,,2688,8044,,
,,,,,,,,2689,7537.6,,
,,,,,,,,2690,7270.4,,
,,,,,,,,2691,7150.4,,
,,,,,,,,2692,7124.8,,
,,,,,,,,2693,7330.4,,
,,,,,,,,2694,8106.4,,
,,,,,,,,2695,9447.2,,
,,,,,,,,2696,10461.6,,
,,,,,,,,2697,10884,,
,,,,,,,,2698,11096.8,,
,,,,,,,,2699,11251.2,,
,,,,,,,,2700,11315.2,,
,,,,,,,,2701,11244,,
,,,,,,,,2702,11193.6,,
,,,,,,,,2703,11039.2,,
,,,,,,,,2704,10916,,
,,,,,,,,2705,10964,,
,,,,,,,,2706,11092.8,,
,,,,,,,,2707,11071.2,,
,,,,,,,,2708,11191.2,,
,,,,,,,,2709,11160.8,,
,,,,,,,,2710,10372.8,,
,,,,,,,,2711,9308.8,,
,,,,,,,,2712,8336.8,,
,,,,,,,,2713,7712,,
,,,,,,,,2714,7415.2,,
,,,,,,,,2715,7253.6,,
,,,,,,,,2716,7223.2,,
,,,,,,,,2717,7441.6,,
,,,,,,,,2718,8168.8,,
,,,,,,,,2719,9376.8,,
,,,,,,,,2720,10288.8,,
,,,,,,,,2721,10582.4,,
,,,,,,,,2722,10749.6,,
,,,,,,,,2723,10868,,
,,,,,,,,2724,10859.2,,
,,,,,,,,2725,10776,,
,,,,,,,,2726,10736.8,,
,,,,,,,,2727,10618.4,,
,,,,,,,,2728,10505.6,,
,,,,,,,,2729,10522.4,,
,,,,,,,,2730,10588,,
,,,,,,,,2731,10608,,
,,,,,,,,2732,10908.8,,
,,,,,,,,2733,11187.2,,
,,,,,,,,2734,10491.2,,
,,,,,,,,2735,9402.4,,
,,,,,,,,2736,8421.6,,
,,,,,,,,2737,7788,,
,,,,,,,,2738,7464.8,,
,,,,,,,,2739,7319.2,,
,,,,,,,,2740,7276,,
,,,,,,,,2741,7516,,
,,,,,,,,2742,8256,,
,,,,,,,,2743,9465.6,,
,,,,,,,,2744,10300.8,,
,,,,,,,,2745,10520,,
,,,,,,,,2746,10653.6,,
,,,,,,,,2747,10744,,
,,,,,,,,2748,10779.2,,
,,,,,,,,2749,10728,,
,,,,,,,,2750,10705.6,,
,,,,,,,,2751,10560.8,,
,,,,,,,,2752,10464.8,,
,,,,,,,,2753,10484.8,,
,,,,,,,,2754,10551.2,,
,,,,,,,,2755,10594.4,,
,,,,,,,,2756,10839.2,,
,,,,,,,,2757,11037.6,,
,,,,,,,,2758,10392,,
,,,,,,,,2759,9373.6,,
,,,,,,,,2760,8422.4,,
,,,,,,,,2761,7781.6,,
,,,,,,,,2762,7446.4,,
,,,,,,,,2763,7310.4,,
,,,,,,,,2764,7310.4,,
,,,,,,,,2765,7544,,
,,,,,,,,2766,8311.2,,
,,,,,,,,2767,9525.6,,
,,,,,,,,2768,10367.2,,
,,,,,,,,2769,10593.6,,
,,,,,,,,2770,10688.8,,
,,,,,,,,2771,10772,,
,,,,,,,,2772,10819.2,,
,,,,,,,,2773,10778.4,,
,,,,,,,,2774,10784.8,,
,,,,,,,,2775,10670.4,,
,,,,,,,,2776,10580,,
,,,,,,,,2777,10679.2,,
,,,,,,,,2778,10904.8,,
,,,,,,,,2779,10973.6,,
,,,,,,,,2780,11132,,
,,,,,,,,2781,11129.6,,
,,,,,,,,2782,10404,,
,,,,,,,,2783,9352,,
,,,,,,,,2784,8388,,
,,,,,,,,2785,7744,,
,,,,,,,,2786,7393.6,,
,,,,,,,,2787,7208,,
,,,,,,,,2788,7164,,
,,,,,,,,2789,7343.2,,
,,,,,,,,2790,8036,,
,,,,,,,,2791,9235.2,,
,,,,,,,,2792,10174.4,,
,,,,,,,,2793,10530.4,,
,,,,,,,,2794,10700.8,,
,,,,,,,,2795,10809.6,,
,,,,,,,,2796,10786.4,,
,,,,,,,,2797,10675.2,,
,,,,,,,,2798,10608,,
,,,,,,,,2799,10439.2,,
,,,,,,,,2800,10272,,
,,,,,,,,2801,10228.8,,
,,,,,,,,2802,10207.2,,
,,,,,,,,2803,10174.4,,
,,,,,,,,2804,10455.2,,
,,,,,,,,2805,10793.6,,
,,,,,,,,2806,10326.4,,
,,,,,,,,2807,9503.2,,
,,,,,,,,2808,8638.4,,
,,,,,,,,2809,7993.6,,
,,,,,,,,2810,7628.8,,
,,,,,,,,2811,7460,,
,,,,,,,,2812,7396.8,,
,,,,,,,,2813,7497.6,,
,,,,,,,,2814,7760.8,,
,,,,,,,,2815,8140,,
,,,,,,,,2816,8888.8,,
,,,,,,,,2817,9510.4,,
,,,,,,,,2818,9836,,
,,,,,,,,2819,9891.2,,
,,,,,,,,2820,9813.6,,
,,,,,,,,2821,9641.6,,
,,,,,,,,2822,9438.4,,
,,,,,,,,2823,9257.6,,
,,,,,,,,2824,9148,,
,,,,,,,,2825,9198.4,,
,,,,,,,,2826,9331.2,,
,,,,,,,,2827,9416.8,,
,,,,,,,,2828,9665.6,,
,,,,,,,,2829,10037.6,,
,,,,,,,,2830,9637.6,,
,,,,,,,,2831,8943.2,,
,,,,,,,,2832,8208.8,,
,,,,,,,,2833,7596.8,,
,,,,,,,,2834,7256,,
,,,,,,,,2835,7087.2,,
,,,,,,,,2836,7033.6,,
,,,,,,,,2837,7081.6,,
,,,,,,,,2838,7232.8,,
,,,,,,,,2839,7468.8,,
,,,,,,,,2840,8027.2,,
,,,,,,,,2841,8657.6,,
,,,,,,,,2842,9110.4,,
,,,,,,,,2843,9300.8,,
,,,,,,,,2844,9382.4,,
,,,,,,,,2845,9338.4,,
,,,,,,,,2846,9216,,
,,,,,,,,2847,9080.8,,
,,,,,,,,2848,9058.4,,
,,,,,,,,2849,9195.2,,
,,,,,,,,2850,9452,,
,,,,,,,,2851,9613.6,,
,,,,,,,,2852,9920.8,,
,,,,,,,,2853,10369.6,,
,,,,,,,,2854,9771.2,,
,,,,,,,,2855,8856.8,,
,,,,,,,,2856,8021.6,,
,,,,,,,,2857,7488.8,,
,,,,,,,,2858,7219.2,,
,,,,,,,,2859,7120,,
,,,,,,,,2860,7156.8,,
,,,,,,,,2861,7435.2,,
,,,,,,,,2862,8224,,
,,,,,,,,2863,9547.2,,
,,,,,,,,2864,10435.2,,
,,,,,,,,2865,10610.4,,
,,,,,,,,2866,10708,,
,,,,,,,,2867,10782.4,,
,,,,,,,,2868,10775.2,,
,,,,,,,,2869,10698.4,,
,,,,,,,,2870,10676.8,,
,,,,,,,,2871,10561.6,,
,,,,,,,,2872,10452,,
,,,,,,,,2873,10444,,
,,,,,,,,2874,10515.2,,
,,,,,,,,2875,10600.8,,
,,,,,,,,2876,10895.2,,
,,,,,,,,2877,11112.8,,
,,,,,,,,2878,10324.8,,
,,,,,,,,2879,9234.4,,
,,,,,,,,2880,8256,,
,,,,,,,,2881,7631.2,,
,,,,,,,,2882,7338.4,,
,,,,,,,,2883,7180.8,,
,,,,,,,,2884,7143.2,,
,,,,,,,,2885,7325.6,,
,,,,,,,,2886,8079.2,,
,,,,,,,,2887,9396,,
,,,,,,,,2888,10443.2,,
,,,,,,,,2889,10856,,
