local_time,1,2,3,4,5,6
2013-01-01 00:00:00,0.618,0.787,0.7010000000000001,0.72,0.429,0.34800000000000003
2013-01-01 01:00:00,0.5680000000000001,0.72,0.732,0.724,0.28500000000000003,0.257
2013-01-01 02:00:00,0.486,0.549,0.6910000000000001,0.629,0.15,0.19
2013-01-01 03:00:00,0.42,0.455,0.651,0.453,0.069,0.187
2013-01-01 04:00:00,0.365,0.431,0.551,0.262,0.049,0.225
2013-01-01 05:00:00,0.352,0.417,0.453,0.113,0.054,0.28300000000000003
2013-01-01 06:00:00,0.427,0.419,0.421,0.078,0.098,0.335
2013-01-01 07:00:00,0.464,0.374,0.422,0.178,0.217,0.342
2013-01-01 08:00:00,0.41400000000000003,0.29,0.47400000000000003,0.361,0.303,0.359
2013-01-01 09:00:00,0.357,0.17500000000000002,0.366,0.608,0.534,0.594
2013-01-01 10:00:00,0.234,0.098,0.243,0.8280000000000001,0.801,0.7010000000000001
2013-01-01 11:00:00,0.233,0.05,0.161,0.926,0.932,0.771
2013-01-01 12:00:00,0.18,0.027,0.133,0.9570000000000001,0.966,0.838
2013-01-01 13:00:00,0.16,0.057,0.154,0.961,0.968,0.909
2013-01-01 14:00:00,0.19,0.113,0.22,0.9530000000000001,0.96,0.9550000000000001
2013-01-01 15:00:00,0.215,0.131,0.29,0.928,0.935,0.965
2013-01-01 16:00:00,0.20600000000000002,0.114,0.321,0.886,0.889,0.9550000000000001
2013-01-01 17:00:00,0.223,0.20400000000000001,0.399,0.834,0.8270000000000001,0.931
2013-01-01 18:00:00,0.356,0.41000000000000003,0.497,0.8160000000000001,0.804,0.903
2013-01-01 19:00:00,0.424,0.486,0.483,0.8300000000000001,0.8170000000000001,0.877
2013-01-01 20:00:00,0.404,0.486,0.434,0.8240000000000001,0.793,0.845
2013-01-01 21:00:00,0.329,0.406,0.372,0.797,0.75,0.796
2013-01-01 22:00:00,0.221,0.331,0.304,0.748,0.7010000000000001,0.748
2013-01-01 23:00:00,0.134,0.245,0.226,0.732,0.663,0.727
2013-01-02 00:00:00,0.07100000000000001,0.17,0.14300000000000002,0.762,0.667,0.72
2013-01-02 01:00:00,0.033,0.113,0.09,0.802,0.6940000000000001,0.723
2013-01-02 02:00:00,0.017,0.062,0.061,0.848,0.733,0.743
2013-01-02 03:00:00,0.016,0.028,0.046,0.867,0.753,0.775
2013-01-02 04:00:00,0.022,0.011,0.039,0.861,0.757,0.8
2013-01-02 05:00:00,0.029,0.005,0.037,0.839,0.755,0.808
2013-01-02 06:00:00,0.028,0.003,0.043000000000000003,0.807,0.744,0.788
2013-01-02 07:00:00,0.029,0.002,0.047,0.777,0.684,0.752
2013-01-02 08:00:00,0.024,0.0,0.026000000000000002,0.723,0.622,0.732
2013-01-02 09:00:00,0.018000000000000002,0.0,0.018000000000000002,0.632,0.533,0.708
2013-01-02 10:00:00,0.032,0.0,0.026000000000000002,0.487,0.431,0.709
2013-01-02 11:00:00,0.06,0.003,0.035,0.398,0.37,0.718
2013-01-02 12:00:00,0.11,0.009000000000000001,0.044,0.338,0.328,0.707
2013-01-02 13:00:00,0.132,0.013000000000000001,0.049,0.319,0.294,0.68
2013-01-02 14:00:00,0.112,0.014,0.04,0.338,0.28500000000000003,0.672
2013-01-02 15:00:00,0.062,0.008,0.029,0.384,0.319,0.6880000000000001
2013-01-02 16:00:00,0.021,0.004,0.022,0.439,0.363,0.7010000000000001
2013-01-02 17:00:00,0.022,0.011,0.068,0.494,0.362,0.6920000000000001
2013-01-02 18:00:00,0.117,0.099,0.23700000000000002,0.501,0.34500000000000003,0.671
2013-01-02 19:00:00,0.293,0.271,0.391,0.494,0.35000000000000003,0.654
2013-01-02 20:00:00,0.405,0.40700000000000003,0.394,0.49,0.362,0.63
2013-01-02 21:00:00,0.365,0.405,0.301,0.491,0.37,0.617
2013-01-02 22:00:00,0.27,0.318,0.177,0.486,0.365,0.597
2013-01-02 23:00:00,0.222,0.216,0.078,0.51,0.41000000000000003,0.594
2013-01-03 00:00:00,0.211,0.127,0.018000000000000002,0.561,0.452,0.59
2013-01-03 01:00:00,0.222,0.063,0.002,0.599,0.491,0.598
