local_time,1,2,3,4,5,6
2005-01-01 00:00:00,0.86,0.895,0.846,0.579,0.587,0.645
2005-01-01 01:00:00,0.8310000000000001,0.886,0.839,0.519,0.594,0.634
2005-01-01 02:00:00,0.787,0.872,0.8180000000000001,0.47400000000000003,0.553,0.625
2005-01-01 03:00:00,0.718,0.834,0.8170000000000001,0.417,0.518,0.632
2005-01-01 04:00:00,0.654,0.797,0.835,0.395,0.534,0.68
2005-01-01 05:00:00,0.632,0.777,0.893,0.405,0.579,0.6960000000000001
2005-01-01 06:00:00,0.743,0.763,0.916,0.433,0.65,0.715
2005-01-01 07:00:00,0.8260000000000001,0.781,0.89,0.47100000000000003,0.708,0.75
2005-01-01 08:00:00,0.839,0.841,0.862,0.425,0.672,0.709
2005-01-01 09:00:00,0.809,0.874,0.8280000000000001,0.453,0.746,0.85
2005-01-01 10:00:00,0.933,0.969,0.9520000000000001,0.556,0.875,0.929
2005-01-01 11:00:00,0.972,0.973,0.968,0.632,0.896,0.936
2005-01-01 12:00:00,0.97,0.965,0.9560000000000001,0.679,0.899,0.929
2005-01-01 13:00:00,0.9580000000000001,0.9420000000000001,0.934,0.6910000000000001,0.898,0.913
2005-01-01 14:00:00,0.9390000000000001,0.909,0.911,0.674,0.881,0.891
2005-01-01 15:00:00,0.911,0.867,0.873,0.629,0.845,0.862
2005-01-01 16:00:00,0.834,0.761,0.784,0.548,0.772,0.775
2005-01-01 17:00:00,0.799,0.6920000000000001,0.754,0.587,0.663,0.652
2005-01-01 18:00:00,0.844,0.769,0.799,0.687,0.663,0.655
2005-01-01 19:00:00,0.87,0.845,0.8300000000000001,0.753,0.675,0.654
2005-01-01 20:00:00,0.88,0.886,0.852,0.782,0.6920000000000001,0.65
2005-01-01 21:00:00,0.875,0.887,0.853,0.8280000000000001,0.6930000000000001,0.648
2005-01-01 22:00:00,0.855,0.86,0.834,0.86,0.751,0.654
2005-01-01 23:00:00,0.783,0.799,0.799,0.868,0.845,0.726
2005-01-02 00:00:00,0.67,0.664,0.725,0.859,0.844,0.6960000000000001
2005-01-02 01:00:00,0.548,0.505,0.645,0.872,0.866,0.723
2005-01-02 02:00:00,0.392,0.47100000000000003,0.614,0.891,0.886,0.753
2005-01-02 03:00:00,0.379,0.463,0.598,0.919,0.883,0.733
2005-01-02 04:00:00,0.341,0.439,0.521,0.93,0.8180000000000001,0.729
2005-01-02 05:00:00,0.381,0.423,0.47200000000000003,0.9,0.754,0.668
2005-01-02 06:00:00,0.381,0.402,0.445,0.869,0.73,0.654
2005-01-02 07:00:00,0.342,0.34500000000000003,0.375,0.775,0.749,0.6920000000000001
2005-01-02 08:00:00,0.226,0.405,0.321,0.7010000000000001,0.734,0.6920000000000001
2005-01-02 09:00:00,0.136,0.396,0.219,0.66,0.6940000000000001,0.745
2005-01-02 10:00:00,0.157,0.431,0.309,0.7010000000000001,0.899,0.924
2005-01-02 11:00:00,0.225,0.72,0.587,0.788,0.9560000000000001,0.96
2005-01-02 12:00:00,0.41000000000000003,0.8200000000000001,0.67,0.849,0.96,0.96
2005-01-02 13:00:00,0.505,0.8200000000000001,0.674,0.858,0.9550000000000001,0.9540000000000001
2005-01-02 14:00:00,0.504,0.776,0.633,0.841,0.9490000000000001,0.9450000000000001
2005-01-02 15:00:00,0.373,0.6880000000000001,0.457,0.8140000000000001,0.9380000000000001,0.93
2005-01-02 16:00:00,0.32,0.5720000000000001,0.335,0.74,0.903,0.891
2005-01-02 17:00:00,0.54,0.638,0.499,0.708,0.8280000000000001,0.839
2005-01-02 18:00:00,0.735,0.728,0.7010000000000001,0.77,0.812,0.846
2005-01-02 19:00:00,0.782,0.764,0.79,0.802,0.8220000000000001,0.886
2005-01-02 20:00:00,0.788,0.8310000000000001,0.8230000000000001,0.8190000000000001,0.851,0.894
2005-01-02 21:00:00,0.751,0.841,0.844,0.811,0.8220000000000001,0.893
2005-01-02 22:00:00,0.765,0.8200000000000001,0.8260000000000001,0.798,0.8150000000000001,0.867
2005-01-02 23:00:00,0.755,0.77,0.793,0.775,0.8270000000000001,0.878
2005-01-03 00:00:00,0.729,0.684,0.732,0.793,0.882,0.883
2005-01-03 01:00:00,0.707,0.632,0.743,0.8140000000000001,0.886,0.879
2005-01-03 02:00:00,0.682,0.608,0.753,0.803,0.883,0.799
2005-01-03 03:00:00,0.616,0.551,0.7010000000000001,0.8,0.852,0.772
2005-01-03 04:00:00,0.5700000000000001,0.486,0.666,0.802,0.839,0.743
2005-01-03 05:00:00,0.521,0.402,0.645,0.789,0.857,0.75
2005-01-03 06:00:00,0.42,0.28,0.587,0.79,0.879,0.783
2005-01-03 07:00:00,0.29,0.167,0.52,0.8280000000000001,0.865,0.783
2005-01-03 08:00:00,0.136,0.079,0.395,0.782,0.8280000000000001,0.771
2005-01-03 09:00:00,0.046,0.027,0.28500000000000003,0.8290000000000001,0.931,0.927
2005-01-03 10:00:00,0.025,0.032,0.34900000000000003,0.871,0.9390000000000001,0.9430000000000001
2005-01-03 11:00:00,0.02,0.049,0.508,0.834,0.914,0.922
2005-01-03 12:00:00,0.016,0.061,0.524,0.775,0.879,0.888
2005-01-03 13:00:00,0.014,0.052000000000000005,0.402,0.732,0.845,0.85
2005-01-03 14:00:00,0.003,0.033,0.259,0.707,0.8180000000000001,0.8200000000000001
2005-01-03 15:00:00,0.001,0.018000000000000002,0.133,0.7010000000000001,0.803,0.805
2005-01-03 16:00:00,0.002,0.007,0.042,0.68,0.8140000000000001,0.806
2005-01-03 17:00:00,0.043000000000000003,0.003,0.01,0.673,0.79,0.766
2005-01-03 18:00:00,0.23900000000000002,0.018000000000000002,0.023,0.732,0.767,0.75
2005-01-03 19:00:00,0.49,0.154,0.155,0.761,0.739,0.739
2005-01-03 20:00:00,0.577,0.453,0.433,0.761,0.727,0.728
2005-01-03 21:00:00,0.538,0.6920000000000001,0.612,0.761,0.726,0.732
2005-01-03 22:00:00,0.56,0.726,0.663,0.756,0.72,0.79
2005-01-03 23:00:00,0.504,0.661,0.676,0.763,0.72,0.797
2005-01-04 00:00:00,0.461,0.716,0.6990000000000001,0.79,0.725,0.8170000000000001
2005-01-04 01:00:00,0.427,0.745,0.732,0.805,0.761,0.764
2005-01-04 02:00:00,0.399,0.807,0.781,0.8310000000000001,0.861,0.732
2005-01-04 03:00:00,0.381,0.8320000000000001,0.8160000000000001,0.847,0.897,0.73
2005-01-04 04:00:00,0.391,0.839,0.8260000000000001,0.858,0.908,0.858
2005-01-04 05:00:00,0.468,0.8290000000000001,0.807,0.883,0.91,0.901
2005-01-04 06:00:00,0.556,0.834,0.8160000000000001,0.89,0.898,0.925
2005-01-04 07:00:00,0.59,0.8230000000000001,0.85,0.901,0.916,0.911
2005-01-04 08:00:00,0.651,0.8140000000000001,0.804,0.898,0.913,0.886
2005-01-04 09:00:00,0.5710000000000001,0.865,0.8140000000000001,0.884,0.962,0.971
2005-01-04 10:00:00,0.8220000000000001,0.973,0.97,0.911,0.972,0.9560000000000001
2005-01-04 11:00:00,0.9440000000000001,0.972,0.972,0.9430000000000001,0.969,0.9550000000000001
2005-01-04 12:00:00,0.965,0.973,0.973,0.9510000000000001,0.97,0.964
2005-01-04 13:00:00,0.962,0.967,0.971,0.9540000000000001,0.972,0.969
2005-01-04 14:00:00,0.9410000000000001,0.9510000000000001,0.9590000000000001,0.9490000000000001,0.973,0.971
2005-01-04 15:00:00,0.886,0.915,0.928,0.932,0.973,0.972
2005-01-04 16:00:00,0.773,0.848,0.855,0.861,0.967,0.973
2005-01-04 17:00:00,0.773,0.846,0.843,0.8230000000000001,0.93,0.9560000000000001
2005-01-04 18:00:00,0.85,0.895,0.89,0.8320000000000001,0.915,0.929
2005-01-04 19:00:00,0.878,0.906,0.9,0.845,0.897,0.925
2005-01-04 20:00:00,0.917,0.92,0.913,0.881,0.887,0.935
2005-01-04 21:00:00,0.9410000000000001,0.918,0.91,0.896,0.89,0.929
2005-01-04 22:00:00,0.91,0.86,0.889,0.886,0.892,0.926
2005-01-04 23:00:00,0.763,0.724,0.857,0.878,0.898,0.925
2005-01-05 00:00:00,0.555,0.598,0.812,0.885,0.908,0.929
2005-01-05 01:00:00,0.391,0.503,0.732,0.893,0.923,0.9390000000000001
2005-01-05 02:00:00,0.226,0.41000000000000003,0.618,0.9460000000000001,0.9400000000000001,0.9580000000000001
2005-01-05 03:00:00,0.52,0.43,0.577,0.962,0.965,0.973
2005-01-05 04:00:00,0.91,0.518,0.47200000000000003,0.9570000000000001,0.966,0.973
