local_time,1,2,3,4,5,6
2012-01-01 00:00:00,0.973,0.969,0.971,0.509,0.374,0.456
2012-01-01 01:00:00,0.9530000000000001,0.9490000000000001,0.96,0.428,0.269,0.341
2012-01-01 02:00:00,0.909,0.909,0.933,0.17200000000000001,0.12,0.251
2012-01-01 03:00:00,0.8250000000000001,0.837,0.875,0.265,0.009000000000000001,0.193
2012-01-01 04:00:00,0.6900000000000001,0.6900000000000001,0.792,0.763,0.164,0.08700000000000001
2012-01-01 05:00:00,0.648,0.556,0.732,0.9540000000000001,0.763,0.013000000000000001
2012-01-01 06:00:00,0.667,0.561,0.685,0.97,0.936,0.078
2012-01-01 07:00:00,0.715,0.659,0.724,0.964,0.96,0.35100000000000003
2012-01-01 08:00:00,0.587,0.5760000000000001,0.587,0.969,0.962,0.587
2012-01-01 09:00:00,0.33,0.34600000000000003,0.458,0.973,0.964,0.837
2012-01-01 10:00:00,0.422,0.459,0.614,0.973,0.96,0.92
2012-01-01 11:00:00,0.297,0.338,0.491,0.97,0.9530000000000001,0.936
2012-01-01 12:00:00,0.185,0.198,0.354,0.963,0.9470000000000001,0.927
2012-01-01 13:00:00,0.132,0.123,0.263,0.9530000000000001,0.9400000000000001,0.899
2012-01-01 14:00:00,0.115,0.096,0.226,0.9470000000000001,0.935,0.873
2012-01-01 15:00:00,0.125,0.106,0.245,0.9440000000000001,0.928,0.8200000000000001
2012-01-01 16:00:00,0.14300000000000002,0.136,0.296,0.9410000000000001,0.905,0.7030000000000001
2012-01-01 17:00:00,0.201,0.209,0.40800000000000003,0.934,0.863,0.641
2012-01-01 18:00:00,0.257,0.278,0.494,0.919,0.884,0.675
2012-01-01 19:00:00,0.299,0.336,0.533,0.891,0.884,0.708
2012-01-01 20:00:00,0.33,0.38,0.538,0.87,0.861,0.775
2012-01-01 21:00:00,0.333,0.395,0.512,0.862,0.836,0.79
2012-01-01 22:00:00,0.289,0.387,0.464,0.855,0.812,0.773
2012-01-01 23:00:00,0.21,0.334,0.373,0.848,0.793,0.74
2012-01-02 00:00:00,0.14400000000000002,0.23800000000000002,0.267,0.842,0.786,0.743
2012-01-02 01:00:00,0.083,0.14400000000000002,0.185,0.834,0.777,0.753
2012-01-02 02:00:00,0.036000000000000004,0.063,0.114,0.8220000000000001,0.76,0.737
2012-01-02 03:00:00,0.036000000000000004,0.02,0.082,0.807,0.743,0.749
2012-01-02 04:00:00,0.111,0.01,0.098,0.8220000000000001,0.737,0.769
2012-01-02 05:00:00,0.31,0.023,0.16,0.854,0.736,0.803
2012-01-02 06:00:00,0.499,0.084,0.27,0.868,0.752,0.8220000000000001
2012-01-02 07:00:00,0.5680000000000001,0.20700000000000002,0.374,0.867,0.755,0.8240000000000001
2012-01-02 08:00:00,0.452,0.248,0.318,0.773,0.614,0.8250000000000001
2012-01-02 09:00:00,0.188,0.09,0.106,0.778,0.777,0.904
2012-01-02 10:00:00,0.129,0.111,0.135,0.887,0.884,0.887
2012-01-02 11:00:00,0.022,0.049,0.045,0.782,0.788,0.8220000000000001
2012-01-02 12:00:00,0.0,0.01,0.002,0.647,0.611,0.724
2012-01-02 13:00:00,0.0,0.004,0.0,0.5670000000000001,0.439,0.62
2012-01-02 14:00:00,0.007,0.004,0.0,0.501,0.337,0.548
2012-01-02 15:00:00,0.014,0.004,0.001,0.393,0.272,0.52
2012-01-02 16:00:00,0.007,0.003,0.0,0.327,0.209,0.47200000000000003
2012-01-02 17:00:00,0.001,0.003,0.0,0.47400000000000003,0.181,0.405
2012-01-02 18:00:00,0.004,0.014,0.002,0.7000000000000001,0.199,0.291
2012-01-02 19:00:00,0.033,0.057,0.014,0.785,0.28300000000000003,0.16
2012-01-02 20:00:00,0.11900000000000001,0.148,0.043000000000000003,0.733,0.365,0.092
2012-01-02 21:00:00,0.275,0.278,0.112,0.584,0.354,0.07
2012-01-02 22:00:00,0.463,0.424,0.253,0.433,0.273,0.07
2012-01-02 23:00:00,0.616,0.555,0.439,0.387,0.197,0.085
2012-01-03 00:00:00,0.715,0.636,0.588,0.43,0.17200000000000001,0.112
2012-01-03 01:00:00,0.772,0.664,0.661,0.487,0.189,0.14400000000000002
2012-01-03 02:00:00,0.792,0.651,0.673,0.531,0.232,0.17300000000000001
2012-01-03 03:00:00,0.795,0.658,0.663,0.587,0.319,0.191
2012-01-03 04:00:00,0.792,0.6920000000000001,0.669,0.611,0.40800000000000003,0.20600000000000002
2012-01-03 05:00:00,0.794,0.722,0.6880000000000001,0.59,0.439,0.225
2012-01-03 06:00:00,0.803,0.751,0.715,0.5640000000000001,0.445,0.241
2012-01-03 07:00:00,0.809,0.788,0.755,0.559,0.431,0.198
2012-01-03 08:00:00,0.6900000000000001,0.715,0.657,0.41400000000000003,0.267,0.092
2012-01-03 09:00:00,0.391,0.391,0.334,0.28700000000000003,0.131,0.016
2012-01-03 10:00:00,0.554,0.553,0.661,0.245,0.075,0.001
2012-01-03 11:00:00,0.877,0.783,0.915,0.125,0.023,0.0
2012-01-03 12:00:00,0.905,0.837,0.926,0.069,0.014,0.002
2012-01-03 13:00:00,0.913,0.852,0.925,0.058,0.023,0.009000000000000001
