Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
47,1,0,1,0.131521106,0,1,0.584082708,1,1,1
48,1,0,1,0.142680183,0,1,0.598537266,1,1,1
49,1,0,1,0.154031351,0,1,0.649435848,1,1,1
50,1,0,1,0.171763346,0,1,0.605365008,1,1,1
51,1,0,1,0.138263345,0,1,0.429822475,1,1,1
52,1,0,1,0.169470161,0,1,0.35758169,1,1,1
53,1,0,1,0.201577053,0,1,0.431244493,1,1,1
54,1,0,1,0.200355798,0,1,0.453136951,1,1,1
55,1,0,1,0.184031606,0,1,0.558647186,1,1,1
56,1,0,1,0.157739103,0,1,0.594413191,1,1,1
57,1,0.161025,1,0.182835281,0.047475,1,0.654692978,1,1,1
58,1,0.327,1,0.24815914,0.107625,1,0.684168711,1,1,1
59,1,0.434025,1,0.25,0.142675,1,0.735654071,1,1,1
60,1,0.474,1,0.25,0.16385,1,0.746086389,1,1,1
61,1,0.483825,1,0.25,0.165525,1,0.741569012,1,1,1
62,1,0.465525,1,0.25,0.163225,1,0.749051482,1,1,1
63,1,0.4128,1,0.25,0.143275,1,0.74714975,1,1,1
64,1,0.283575,1,0.249913141,0.103175,1,0.737418339,1,1,1
65,1,0.102825,1,0.236487508,0.043125,1,0.748592108,1,1,1
66,1,0,1,0.246959359,0,1,0.748494834,1,1,1
67,1,0,1,0.25,0,1,0.747880787,1,1,1
68,1,0,1,0.239512906,0,1,0.740417853,1,1,1
69,1,0,1,0.25,0,1,0.736197263,1,1,1
70,1,0,1,0.249122024,0,1,0.744652569,1,1,1
71,1,0,1,0.249432862,0,1,0.716001973,1,1,1
72,1,0,1,0.249263972,0,1,0.701060325,1,1,1
73,1,0,1,0.25,0,1,0.73421444,1,1,1
74,1,0,1,0.249764264,0,1,0.708953127,1,1,1
75,1,0,1,0.241199941,0,1,0.697312161,1,1,1
76,1,0,1,0.232331276,0,1,0.681792989,1,1,1
77,1,0,1,0.226557464,0,1,0.676146314,1,1,1
78,1,0,1,0.202331767,0,1,0.682601005,1,1,1
79,1,0,1,0.162957534,0,1,0.650390357,1,1,1
80,1,0,1,0.120202378,0,1,0.657292977,1,1,1
81,1,0.170775,1,0.094687939,0.0551,1,0.617324799,1,1,1
82,1,0.33765,1,0.095921926,0.110875,1,0.600937799,1,1,1
83,1,0.45345,1,0.109245703,0.141025,1,0.601288051,1,1,1
84,1,0.509325,1,0.006836373,0.167725,1,0.180053271,1,1,1
85,1,0.5046,1,3.08023E-05,0.162825,1,0.224587642,1,1,1
86,1,0.48615,1,1.35E-05,0.1506,1,0.139971614,1,1,1
87,1,0.396,1,1.66E-05,0.115875,1,0.079480436,1,1,1
88,1,0.250725,1,0.000515021,0.07625,1,0.053544123,1,1,1
89,1,0.021,1,1.26E-05,0.019575,1,0.025274148,1,1,1
90,1,0,1,0.024372991,0,1,0.169410568,1,1,1
91,1,0,1,0.072816588,0,1,0.207976833,1,1,1
92,1,0,1,0.052603919,0,1,0.277942501,1,1,1
93,1,0,1,0.055842202,0,1,0.257195525,1,1,1
94,1,0,1,0.102331519,0,1,0.351419047,1,1,1
95,1,0,1,0.171363607,0,1,0.439311102,1,1,1
96,1,0,1,0.140056551,0,1,0.515313059,1,1,1
97,1,0,1,0.103654154,0,1,0.437201142,1,1,1
98,1,0,1,0.123220563,0,1,0.430918023,1,1,1
99,1,0,1,0.135975301,0,1,0.401536435,1,1,1
100,1,0,1,0.146023616,0,1,0.451339603,1,1,1
101,1,0,1,0.143849164,0,1,0.4283811,1,1,1
102,1,0,1,0.055584878,0,1,0.393265039,1,1,1
103,1,0,1,0.015872456,0,1,0.352485269,1,1,1
104,1,0,1,0.008706872,0,1,0.273484737,1,1,1
105,1,0.077475,1,0.00898665,0.02885,1,0.293357134,1,1,1
106,1,0.2103,1,0.042227343,0.074925,1,0.279044755,1,1,1
107,1,0.3279,1,0.029760806,0.1224,1,0.219024494,1,1,1
108,1,0.443475,1,0.014398115,0.144875,1,0.161204875,1,1,1
109,1,0.401175,1,0.021125628,0.137925,1,0.24015829,1,1,1
110,1,0.36405,1,0.062409364,0.1102,1,0.293248281,1,1,1
111,1,0.297975,1,0.087535977,0.1018,1,0.278751656,1,1,1
112,1,0.2211,1,0.185618818,0.076575,1,0.423348248,1,1,1
113,1,0.067275,1,0.217530266,0.02635,1,0.494835779,1,1,1
114,1,0,1,0.239701346,0,1,0.501259357,1,1,1
115,1,0,1,0.199770078,0,1,0.581943602,1,1,1
116,1,0,1,0.099947274,0,1,0.490999371,1,1,1
117,1,0,1,0.08594536,0,1,0.566085667,1,1,1
118,1,0,1,0.000578879,0,1,0.125768043,1,1,1
119,1,0,1,0.023706889,0,1,0.42998524,1,1,1
120,1,0,1,0.00776674,0,1,0.325246208,1,1,1
121,1,0,1,0.024399566,0,1,0.262345478,1,1,1
122,1,0,1,0.014536021,0,1,0.199884519,1,1,1
123,1,0,1,0.035731264,0,1,0.135169778,1,1,1
124,1,0,1,0.093418732,0,1,0.08905163,1,1,1
125,1,0,1,0.108538337,0,1,0.068930402,1,1,1
126,1,0,1,0.108972371,0,1,0.05274568,1,1,1
127,1,0,1,0.140895948,0,1,0.074942921,1,1,1
128,1,0,1,0.211368635,0,1,0.115857125,1,1,1
129,1,0.076725,1,0.17373547,0.03475,1,0.145263657,1,1,1
130,1,0.220425,1,0.208225384,0.10205,1,0.181777597,1,1,1
131,1,0.3777,1,0.196193189,0.142225,1,0.184557684,1,1,1
132,1,0.465,1,0.146143451,0.15965,1,0.177776568,1,1,1
133,1,0.446025,1,0.131513909,0.143725,1,0.170222886,1,1,1
134,1,0.319575,1,0.133772433,0.13925,1,0.19417432,1,1,1
135,1,0.273675,1,0.052229308,0.0931,1,0.146684971,1,1,1
136,1,0.1494,1,0.08001215,0.0484,1,0.281389341,1,1,1
137,1,0.011325,1,0.19054535,0.0176,1,0.306663886,1,1,1
138,1,0,1,0.241893768,0,1,0.320735425,1,1,1
139,1,0,1,0.236763954,0,1,0.32155256,1,1,1
140,1,0,1,0.230699584,0,1,0.310359881,1,1,1
141,1,0,1,0.245412439,0,1,0.265706465,1,1,1
142,1,0,1,0.246805385,0,1,0.251837075,1,1,1
143,1,0,1,0.243128374,0,1,0.314444348,1,1,1
144,1,0,1,0.230383664,0,1,0.281151876,1,1,1
145,1,0,1,0.235634446,0,1,0.225773156,1,1,1
146,1,0,1,0.235531703,0,1,0.243776366,1,1,1
147,1,0,1,0.185248479,0,1,0.290631943,1,1,1
148,1,0,1,0.142096058,0,1,0.327201337,1,1,1
149,1,0,1,0.063637987,0,1,0.307373219,1,1,1
150,1,0,1,0.02202325,0,1,0.271790273,1,1,1
151,1,0,1,0.038363606,0,1,0.250293977,1,1,1
152,1,0,1,0.031296048,0,1,0.207238913,1,1,1
153,1,0.141225,1,0.058078658,0.0472,1,0.117267731,1,1,1
154,1,0.305025,1,0.131917179,0.1045,1,0.07268231,1,1,1
155,1,0.41085,1,0.160771907,0.1396,1,0.061648205,1,1,1
156,1,0.47895,1,0.11105796,0.163575,1,0.070946127,1,1,1
157,1,0.4878,1,0.124258831,0.167525,1,0.077130362,1,1,1
158,1,0.473325,1,0.141224191,0.16175,1,0.078930343,1,1,1
159,1,0.381975,1,0.160180152,0.1281,1,0.050776765,1,1,1
160,1,0.22425,1,0.10022489,0.079,1,0.105627805,1,1,1
161,1,0.041475,1,0.134735331,0.0287,1,0.121158779,1,1,1
162,1,0,1,0.230840504,0,1,0.126239966,1,1,1
163,1,0,1,0.210073069,0,1,0.186560914,1,1,1
164,1,0,1,0.060903654,0,1,0.267947361,1,1,1
165,1,0,1,0.16088599,0,1,0.305774801,1,1,1
166,1,0,1,0.199021891,0,1,0.419369549,1,1,1
167,1,0,1,0.225802079,0,1,0.548088268,1,1,1
168,1,0,1,0.233859554,0,1,0.565313548,1,1,1
169,1,0,1,0.249483019,0,1,0.614228189,1,1,1
170,1,0,1,0.245552078,0,1,0.543042183,1,1,1
171,1,0,1,0.246564984,0,1,0.538013399,1,1,1
172,1,0,1,0.248544827,0,1,0.542794615,1,1,1
173,1,0,1,0.241681203,0,1,0.542719111,1,1,1
174,1,0,1,0.234603569,0,1,0.548829094,1,1,1
175,1,0,1,0.204914063,0,1,0.592717946,1,1,1
176,1,0,1,0.201083869,0,1,0.415714145,1,1,1
177,1,0.1542,1,0.19913134,0.0491,1,0.462676853,1,1,1
178,1,0.307275,1,0.161899075,0.0875,1,0.494798541,1,1,1
179,1,0.4188,1,0.200985,0.1001,1,0.384742096,1,1,1
180,1,0.3492,1,0.20333691,0.134925,1,0.350998677,1,1,1
181,1,0.43515,1,0.196546167,0.143975,1,0.279966452,1,1,1
182,1,0.4473,1,0.202438712,0.127,1,0.328507036,1,1,1
183,1,0.383325,1,0.230177716,0.120975,1,0.440825612,1,1,1
184,1,0.270375,1,0.106168717,0.08445,1,0.493548855,1,1,1
185,1,0.09015,1,0.168397531,0.0337,1,0.499751777,1,1,1
186,1,0,1,0.180647552,0,1,0.526873916,1,1,1
187,1,0,1,0.201758176,0,1,0.551504999,1,1,1
188,1,0,1,0.198584587,0,1,0.479844332,1,1,1
189,1,0,1,0.230216727,0,1,0.444065988,1,1,1
190,1,0,1,0.193976611,0,1,0.392867446,1,1,1
191,1,0,1,0.197529137,0,1,0.387714788,1,1,1
192,1,0,1,0.078495741,0,1,0.318877637,1,1,1
193,1,0,1,0.057215776,0,1,0.320217915,1,1,1
194,1,0,1,0.046652533,0,1,0.224790662,1,1,1
195,1,0,1,0.042018242,0,1,0.18373666,1,1,1
196,1,0,1,0.024870297,0,1,0.199983291,1,1,1
197,1,0,1,0.017827995,0,1,0.252411649,1,1,1
198,1,0,1,0.035368558,0,1,0.302308112,1,1,1
199,1,0,1,0.04367917,0,1,0.306799919,1,1,1
200,1,0,1,0.027497295,0,1,0.297392115,1,1,1
201,1,0.1188,1,0.022698503,0.0444,1,0.298569962,1,1,1
202,1,0.270225,1,0.007697224,0.0901,1,0.271199674,1,1,1
203,1,0.34395,1,0.004164764,0.11915,1,0.222747668,1,1,1
204,1,0.363525,1,0.006624216,0.131825,1,0.13686385,1,1,1
205,1,0.443025,1,0.004025059,0.163475,1,0.09282133,1,1,1
206,1,0.57405,1,0.01582952,0.19785,1,0.1101714,1,1,1
207,1,0.431775,1,0.053076916,0.148725,1,0.180546787,1,1,1
208,1,0.301425,1,0.046189629,0.106925,1,0.239793911,1,1,1
209,1,0.115575,1,0.102309995,0.045375,1,0.374588616,1,1,1
210,1,0,1,0.213844195,0,1,0.551293373,1,1,1
211,1,0,1,0.179354727,0,1,0.576165408,1,1,1
212,1,0,1,0.090895154,0,1,0.656295642,1,1,1
213,1,0,1,0.079417683,0,1,0.615258425,1,1,1
214,1,0,1,0.067894451,0,1,0.682549015,1,1,1
215,1,0,1,0.077892311,0,1,0.717980639,1,1,1
216,1,0,1,0.055333629,0,1,0.709887341,1,1,1
217,1,0,1,0.042772666,0,1,0.700785801,1,1,1
218,1,0,1,0.019901516,0,1,0.685497522,1,1,1
219,1,0,1,0.04738994,0,1,0.709431678,1,1,1
220,1,0,1,0.064821974,0,1,0.694804296,1,1,1
221,1,0,1,0.031809326,0,1,0.637211412,1,1,1
222,1,0,1,0.044359718,0,1,0.664400474,1,1,1
223,1,0,1,0.067634978,0,1,0.677671999,1,1,1
224,1,0,1,0.046881415,0,1,0.675219119,1,1,1
225,1,0.128175,1,0.173893392,0.04445,1,0.592066303,1,1,1
226,1,0.2571,1,0.032837089,0.09035,1,0.60191828,1,1,1
227,1,0.340875,1,0.059803039,0.122125,1,0.547974408,1,1,1
228,1,0.391725,1,0.077500261,0.146575,1,0.524728685,1,1,1
229,1,0.447825,1,0.104081772,0.1469,1,0.382120907,1,1,1
230,1,0.45735,1,0.105478361,0.13255,1,0.365120888,1,1,1
231,1,0.3882,1,0.144753546,0.106975,1,0.465393842,1,1,1
232,1,0.262725,1,0.160838246,0.071825,1,0.5150861,1,1,1
233,1,0.082875,1,0.197551385,0.02855,1,0.626187444,1,1,1
234,1,0,1,0.183687374,0,1,0.720944077,1,1,1
235,1,0,1,0.225319743,0,1,0.738980546,1,1,1
236,1,0,1,0.110903897,0,1,0.731443137,1,1,1
237,1,0,1,0.140931502,0,1,0.74390316,1,1,1
238,1,0,1,0.194200277,0,1,0.746628017,1,1,1
239,1,0,1,0.148485527,0,1,0.703796267,1,1,1
240,1,0,1,0.189992607,0,1,0.698140607,1,1,1
241,1,0,1,0.126112133,0,1,0.667080939,1,1,1
242,1,0,1,0.121929146,0,1,0.663232505,1,1,1
243,1,0,1,0.049388725,0,1,0.572157204,1,1,1
244,1,0,1,0.012947377,0,1,0.472506836,1,1,1
245,1,0,1,0.074391171,0,1,0.310898111,1,1,1
246,1,0,1,0.15520148,0,1,0.283224553,1,1,1
247,1,0,1,0.126562879,0,1,0.260492608,1,1,1
248,1,0,1,0.092382081,0,1,0.164065931,1,1,1
249,1,0.1428,1,0.018849643,0.045425,1,0.261147179,1,1,1
250,1,0.29985,1,0.013023194,0.0944,1,0.206963987,1,1,1
251,1,0.375975,1,0.000228133,0.1304,1,0.125515491,1,1,1
252,1,0.41115,1,0.0009512,0.15855,1,0.072157039,1,1,1
253,1,0.410325,1,0.001166298,0.170225,1,0.018102164,1,1,1
254,1,0.42285,1,0.008735716,0.165925,1,0.013471601,1,1,1
255,1,0.37065,1,0.032655101,0.14395,1,0.019748621,1,1,1
256,1,0.2685,1,0.052434955,0.1019,1,0.037591942,1,1,1
257,1,0.092775,1,0.067588411,0.0338,1,0.057282876,1,1,1
258,1,0,1,0.146974683,0,1,0.120214149,1,1,1
259,1,0,1,0.200281948,0,1,0.187790193,1,1,1
260,1,0,1,0.117938548,0,1,0.176222943,1,1,1
261,1,0,1,0.124279842,0,1,0.283424646,1,1,1
262,1,0,1,0.108323649,0,1,0.287267916,1,1,1
263,1,0,1,0.11620386,0,1,0.291448072,1,1,1
264,1,0,1,0.123906747,0,1,0.269907966,1,1,1
265,1,0,1,0.193332166,0,1,0.282172412,1,1,1
266,1,0,1,0.230606273,0,1,0.31741932,1,1,1
267,1,0,1,0.243920341,0,1,0.319065482,1,1,1
268,1,0,1,0.249667227,0,1,0.355712481,1,1,1
269,1,0,1,0.242040903,0,1,0.384817243,1,1,1
270,1,0,1,0.248863682,0,1,0.518854737,1,1,1
271,1,0,1,0.246798441,0,1,0.426390991,1,1,1
272,1,0,1,0.248462975,0,1,0.393157214,1,1,1
273,1,0,1,0.249469981,0.000025,1,0.491728485,1,1,1
274,1,0.00195,1,0.248535156,0.001025,1,0.49160479,1,1,1
275,1,0.04485,1,0.249882877,0.01565,1,0.514514476,1,1,1
276,1,0.078375,1,0.25,0.022625,1,0.718858615,1,1,1
277,1,0.038625,1,0.25,0.044125,1,0.741473034,1,1,1
278,1,0.050325,1,0.249824241,0.07655,1,0.742251456,1,1,1
279,1,0.1467,1,0.246978045,0.09225,1,0.730505258,1,1,1
280,1,0.116475,1,0.243270576,0.070325,1,0.707452118,1,1,1
281,1,0.026775,1,0.227140606,0.022575,1,0.689149976,1,1,1
282,1,0,1,0.215894163,0,1,0.684341848,1,1,1
283,1,0,1,0.110413097,0,1,0.689073801,1,1,1
284,1,0,1,0.033456668,0,1,0.685613707,1,1,1
285,1,0,1,0.04707738,0,1,0.6855914,1,1,1
286,1,0,1,0.020162886,0,1,0.665087297,1,1,1
287,1,0,1,0.02572424,0,1,0.673417792,1,1,1
288,1,0,1,0.07301984,0,1,0.543876976,1,1,1
289,1,0,1,0.060118068,0,1,0.498452023,1,1,1
290,1,0,1,0.061860014,0,1,0.428172156,1,1,1
291,1,0,1,0.059402883,0,1,0.345636092,1,1,1
292,1,0,1,0.109224014,0,1,0.361280792,1,1,1
293,1,0,1,0.08542189,0,1,0.210590914,1,1,1
294,1,0,1,0.11663951,0,1,0.125082538,1,1,1
295,1,0,1,0.203311041,0,1,0.154258322,1,1,1
296,1,0,1,0.075719722,0,1,0.225399122,1,1,1
297,1,0.003075,1,0.093261607,0.001675,1,0.200694144,1,1,1
298,1,0.060375,1,0.057001896,0.03755,1,0.317191757,1,1,1
299,1,0.215175,1,0.176312924,0.104725,1,0.29700476,1,1,1
300,1,0.309525,1,0.245064423,0.1237,1,0.291806996,1,1,1
301,1,0.393075,1,0.25,0.14305,1,0.398921371,1,1,1
302,1,0.4299,1,0.25,0.137075,1,0.521593943,1,1,1
303,1,0.355725,1,0.25,0.102175,1,0.631299511,1,1,1
304,1,0.22875,1,0.25,0.07825,1,0.623409167,1,1,1
305,1,0.07335,1,0.25,0.03295,1,0.578815788,1,1,1
306,1,0,1,0.25,0,1,0.644373536,1,1,1
307,1,0,1,0.25,0,1,0.723097086,1,1,1
308,1,0,1,0.25,0,1,0.741985828,1,1,1
309,1,0,1,0.25,0,1,0.74782826,1,1,1
310,1,0,1,0.25,0,1,0.741902321,1,1,1
311,1,0,1,0.25,0,1,0.749971837,1,1,1
312,1,0,1,0.247596294,0,1,0.75,1,1,1
313,1,0,1,0.243635818,0,1,0.75,1,1,1
314,1,0,1,0.25,0,1,0.75,1,1,1
315,1,0,1,0.249730915,0,1,0.747694016,1,1,1
316,1,0,1,0.25,0,1,0.735704944,1,1,1
317,1,0,1,0.2499789,0,1,0.746927619,1,1,1
318,1,0,1,0.247479051,0,1,0.739987716,1,1,1
319,1,0,1,0.24736464,0,1,0.725809783,1,1,1
320,1,0,1,0.188199893,0,1,0.730245128,1,1,1
321,1,0.1419,1,0.226800248,0.041,1,0.739600271,1,1,1
322,1,0.2856,1,0.23520723,0.095425,1,0.743169845,1,1,1
323,1,0.379125,1,0.246490061,0.131525,1,0.713158518,1,1,1
324,1,0.45435,1,0.248477712,0.150375,1,0.716508106,1,1,1
325,1,0.496575,1,0.246364787,0.1598,1,0.740635246,1,1,1
326,1,0.492225,1,0.246151179,0.1612,1,0.731409252,1,1,1
327,1,0.4278,1,0.247820914,0.144275,1,0.718177199,1,1,1
328,1,0.300675,1,0.244292572,0.1055,1,0.743680358,1,1,1
329,1,0.131775,1,0.246963978,0.052325,1,0.711234078,1,1,1
330,1,0,1,0.209615201,0,1,0.712792307,1,1,1
331,1,0,1,0.217336521,0,1,0.718685836,1,1,1
332,1,0,1,0.198730871,0,1,0.695873603,1,1,1
333,1,0,1,0.228472948,0,1,0.73431167,1,1,1
334,1,0,1,0.235051781,0,1,0.742102817,1,1,1
335,1,0,1,0.225343228,0,1,0.739352167,1,1,1
336,1,0,1,0.234763712,0,1,0.739392802,1,1,1
337,1,0,1,0.249702752,0,1,0.741743267,1,1,1
338,1,0,1,0.249962852,0,1,0.694934651,1,1,1
339,1,0,1,0.25,0,1,0.66990839,1,1,1
340,1,0,1,0.25,0,1,0.654757798,1,1,1
341,1,0,1,0.25,0,1,0.632811875,1,1,1
342,1,0,1,0.25,0,1,0.57990481,1,1,1
343,1,0,1,0.249556258,0,1,0.539863452,1,1,1
344,1,0,1,0.237332136,0,1,0.510353968,1,1,1
345,1,0.18045,1,0.248719707,0.0596,1,0.543514699,1,1,1
346,1,0.351825,1,0.248476595,0.11795,1,0.551605627,1,1,1
347,1,0.4734,1,0.227968171,0.158525,1,0.616710797,1,1,1
348,1,0.531225,1,0.201663792,0.179475,1,0.695323974,1,1,1
349,1,0.539475,1,0.24999474,0.182875,1,0.710111171,1,1,1
350,1,0.52965,1,0.236729607,0.1798,1,0.711056561,1,1,1
351,1,0.459525,1,0.249645129,0.159225,1,0.720931739,1,1,1
352,1,0.330525,1,0.249835238,0.11755,1,0.733314335,1,1,1
353,1,0.148725,1,0.25,0.058775,1,0.728354484,1,1,1
354,1,0,1,0.24741216,0,1,0.715292126,1,1,1
355,1,0,1,0.248308763,0,1,0.730989933,1,1,1
356,1,0,1,0.224629581,0,1,0.732553571,1,1,1
357,1,0,1,0.236062557,0,1,0.718746275,1,1,1
358,1,0,1,0.196023435,0,1,0.724758268,1,1,1
359,1,0,1,0.223677263,0,1,0.728510723,1,1,1
360,1,0,1,0.21358718,0,1,0.731254578,1,1,1
361,1,0,1,0.241346821,0,1,0.737394154,1,1,1
362,1,0,1,0.238590539,0,1,0.718369693,1,1,1
363,1,0,1,0.230582759,0,1,0.686676488,1,1,1
364,1,0,1,0.211015597,0,1,0.686765447,1,1,1
365,1,0,1,0.200557947,0,1,0.633005351,1,1,1
366,1,0,1,0.207127884,0,1,0.577725828,1,1,1
367,1,0,1,0.145999164,0,1,0.563295185,1,1,1
368,1,0,1,0.050650884,0,1,0.524053395,1,1,1
369,1,0.179325,1,0.01461016,0.059275,1,0.520500272,1,1,1
370,1,0.34395,1,0.000470947,0.1164,1,0.370590962,1,1,1
371,1,0.463425,1,0.000766296,0.155275,1,0.226851091,1,1,1
372,1,0.52305,1,0.017869642,0.1639,1,0.105604682,1,1,1
373,1,0.5004,1,0.048984092,0.161625,1,0.049532231,1,1,1
374,1,0.4602,1,0.10988,0.15145,1,0.090530042,1,1,1
375,1,0.370725,1,0.172059357,0.10875,1,0.295769602,1,1,1
376,1,0.205575,1,0.218934521,0.072525,1,0.541788518,1,1,1
377,1,0.04995,1,0.229213014,0.0344,1,0.601510093,1,1,1
378,1,0,1,0.25,0,1,0.696330026,1,1,1
379,1,0,1,0.25,0,1,0.735381335,1,1,1
380,1,0,1,0.24547106,0,1,0.75,1,1,1
381,1,0,1,0.120680019,0,1,0.158451408,1,1,1
382,1,0,1,0.248718202,0,1,0.736297265,1,1,1
383,1,0,1,0.248319984,0,1,0.685719028,1,1,1
384,1,0,1,0.240650773,0,1,0.689037815,1,1,1
385,1,0,1,0.212815717,0,1,0.630678356,1,1,1
386,1,0,1,0.183315113,0,1,0.706671327,1,1,1
387,1,0,1,0.222465679,0,1,0.728649706,1,1,1
388,1,0,1,0.245491549,0,1,0.710147828,1,1,1
389,1,0,1,0.240957067,0,1,0.622686491,1,1,1
390,1,0,1,0.200569704,0,1,0.551878586,1,1,1
391,1,0,1,0.154394388,0,1,0.448502093,1,1,1
392,1,0,1,0.115163431,0,1,0.433630854,1,1,1
393,1,0.04725,1,0.095628515,0.021275,1,0.308024526,1,1,1
394,1,0.17235,1,0.099044025,0.075075,1,0.190231003,1,1,1
395,1,0.296625,1,0.092802785,0.103325,1,0.121136494,1,1,1
396,1,0.3432,1,0.101860598,0.08945,1,0.107859761,1,1,1
397,1,0.318825,1,0.057260241,0.08875,1,0.071725331,1,1,1
398,1,0.29775,1,0.059601747,0.07675,1,0.054621991,1,1,1
399,1,0.20445,1,0.095366754,0.073825,1,0.058941896,1,1,1
400,1,0.111,1,0.120269239,0.04965,1,0.124226947,1,1,1
401,1,0.009975,1,0.138670519,0.0023,1,0.215729579,1,1,1
402,1,0,1,0.131366775,0,1,0.406574607,1,1,1
403,1,0,1,0.203779385,0,1,0.596314967,1,1,1
404,1,0,1,0.174744591,0,1,0.690793499,1,1,1
405,1,0,1,0.202482507,0,1,0.608311952,1,1,1
406,1,0,1,0.220113605,0,1,0.60184586,1,1,1
407,1,0,1,0.240097508,0,1,0.610765904,1,1,1
408,1,0,1,0.22682786,0,1,0.617748499,1,1,1
409,1,0,1,0.242666125,0,1,0.641242862,1,1,1
410,1,0,1,0.243183509,0,1,0.663601399,1,1,1
411,1,0,1,0.249969274,0,1,0.707875282,1,1,1
412,1,0,1,0.25,0,1,0.734364599,1,1,1
413,1,0,1,0.25,0,1,0.731958389,1,1,1
414,1,0,1,0.25,0,1,0.747377962,1,1,1
415,1,0,1,0.25,0,1,0.75,1,1,1
416,1,0,1,0.25,0,1,0.75,1,1,1
417,1,0.16455,1,0.249981016,0.04965,1,0.75,1,1,1
418,1,0.319275,1,0.249696568,0.100825,1,0.75,1,1,1
419,1,0.4404,1,0.25,0.13635,1,0.75,1,1,1
420,1,0.486075,1,0.25,0.149075,1,0.75,1,1,1
421,1,0.4944,1,0.25,0.15245,1,0.75,1,1,1
422,1,0.491025,1,0.25,0.1643,1,0.75,1,1,1
423,1,0.436725,1,0.25,0.151275,1,0.75,1,1,1
424,1,0.32895,1,0.25,0.11735,1,0.75,1,1,1
425,1,0.156675,1,0.25,0.061225,1,0.75,1,1,1
426,1,0,1,0.25,0,1,0.75,1,1,1
427,1,0,1,0.249971569,0,1,0.75,1,1,1
428,1,0,1,0.247893855,0,1,0.749764904,1,1,1
429,1,0,1,0.240685672,0,1,0.749698385,1,1,1
430,1,0,1,0.228456006,0,1,0.731986821,1,1,1
431,1,0,1,0.208438158,0,1,0.70683597,1,1,1
