"time","placeholder","placeholder","placeholder"
2003-01-01 00:00:00,0,0,0
2003-01-01 01:00:00,0,0,0
2003-01-01 02:00:00,0,0,0
2003-01-01 03:00:00,0,0,0
2003-01-01 04:00:00,0,0,0
2003-01-01 05:00:00,0,0,0
2003-01-01 06:00:00,0,0,0
2003-01-01 07:00:00,0,0,0
2003-01-01 08:00:00,0,0,0
2003-01-01 09:00:00,0,0,0
2003-01-01 10:00:00,0,0,0
2003-01-01 11:00:00,0,0,0
2003-01-01 12:00:00,0,0,0
2003-01-01 13:00:00,0,0,0.01
2003-01-01 14:00:00,0.435,0.532,0.54
2003-01-01 15:00:00,0.672,0.754,0.725
2003-01-01 16:00:00,0.773,0.821,0.791
2003-01-01 17:00:00,0.821,0.839,0.821
2003-01-01 18:00:00,0.83,0.839,0.83
2003-01-01 19:00:00,0.821,0.827,0.821
2003-01-01 20:00:00,0.788,0.797,0.781
2003-01-01 21:00:00,0.722,0.734,0.71
2003-01-01 22:00:00,0.593,0.596,0.56
2003-01-01 23:00:00,0.288,0.23,0.151
2003-01-02 00:00:00,0,0,0
2003-01-02 01:00:00,0,0,0
2003-01-02 02:00:00,0,0,0
2003-01-02 03:00:00,0,0,0
2003-01-02 04:00:00,0,0,0
2003-01-02 05:00:00,0,0,0
2003-01-02 06:00:00,0,0,0
2003-01-02 07:00:00,0,0,0
2003-01-02 08:00:00,0,0,0
2003-01-02 09:00:00,0,0,0
2003-01-02 10:00:00,0,0,0
2003-01-02 11:00:00,0,0,0
2003-01-02 12:00:00,0,0,0
2003-01-02 13:00:00,0,0,0.013
2003-01-02 14:00:00,0.455,0.548,0.598
2003-01-02 15:00:00,0.686,0.759,0.778
2003-01-02 16:00:00,0.777,0.826,0.836
2003-01-02 17:00:00,0.818,0.851,0.861
2003-01-02 18:00:00,0.822,0.855,0.859
2003-01-02 19:00:00,0.812,0.842,0.849
2003-01-02 20:00:00,0.781,0.808,0.812
2003-01-02 21:00:00,0.715,0.744,0.742
2003-01-02 22:00:00,0.583,0.61,0.596
2003-01-02 23:00:00,0.277,0.251,0.183
2003-01-03 00:00:00,0,0,0
2003-01-03 01:00:00,0,0,0
2003-01-03 02:00:00,0,0,0
2003-01-03 03:00:00,0,0,0
2003-01-03 04:00:00,0,0,0
2003-01-03 05:00:00,0,0,0
2003-01-03 06:00:00,0,0,0
2003-01-03 07:00:00,0,0,0
2003-01-03 08:00:00,0,0,0
2003-01-03 09:00:00,0,0,0
2003-01-03 10:00:00,0,0,0
2003-01-03 11:00:00,0,0,0
2003-01-03 12:00:00,0,0,0
2003-01-03 13:00:00,0,0.001,0.014
2003-01-03 14:00:00,0.47,0.573,0.597
2003-01-03 15:00:00,0.691,0.766,0.769
2003-01-03 16:00:00,0.776,0.83,0.826
2003-01-03 17:00:00,0.81,0.848,0.84
2003-01-03 18:00:00,0.81,0.848,0.835
2003-01-03 19:00:00,0.798,0.833,0.823
