Time_Index,CT_NG,ME_NG,MA_NG,None
177,10.9,10.9,10.56,0
178,10.9,10.9,10.56,0
179,10.9,10.9,10.56,0
180,10.9,10.9,10.56,0
181,10.9,10.9,10.56,0
182,10.9,10.9,10.56,0
183,10.9,10.9,10.56,0
184,10.9,10.9,10.56,0
185,10.9,10.9,10.56,0
186,10.9,10.9,10.56,0
187,10.9,10.9,10.56,0
188,10.9,10.9,10.56,0
189,10.9,10.9,10.56,0
190,10.9,10.9,10.56,0
191,10.9,10.9,10.56,0
192,10.9,10.9,10.56,0
193,10.9,10.9,10.56,0
194,10.9,10.9,10.56,0
195,10.9,10.9,10.56,0
196,10.9,10.9,10.56,0
197,10.9,10.9,10.56,0
198,10.9,10.9,10.56,0
199,10.9,10.9,10.56,0
200,10.9,10.9,10.56,0
201,10.9,10.9,10.56,0
202,10.9,10.9,10.56,0
203,10.9,10.9,10.56,0
204,10.9,10.9,10.56,0
205,10.9,10.9,10.56,0
206,10.9,10.9,10.56,0
207,10.9,10.9,10.56,0
208,10.9,10.9,10.56,0
209,10.9,10.9,10.56,0
210,10.9,10.9,10.56,0
211,10.9,10.9,10.56,0
212,10.9,10.9,10.56,0
213,10.9,10.9,10.56,0
214,10.9,10.9,10.56,0
215,10.9,10.9,10.56,0
216,10.9,10.9,10.56,0
217,10.9,10.9,10.56,0
218,10.9,10.9,10.56,0
219,10.9,10.9,10.56,0
220,10.9,10.9,10.56,0
221,10.9,10.9,10.56,0
222,10.9,10.9,10.56,0
223,10.9,10.9,10.56,0
224,10.9,10.9,10.56,0
225,10.9,10.9,10.56,0
226,10.9,10.9,10.56,0
227,10.9,10.9,10.56,0
228,10.9,10.9,10.56,0
229,10.9,10.9,10.56,0
230,10.9,10.9,10.56,0
231,10.9,10.9,10.56,0
232,10.9,10.9,10.56,0
233,10.9,10.9,10.56,0
234,10.9,10.9,10.56,0
235,10.9,10.9,10.56,0
236,10.9,10.9,10.56,0
237,10.9,10.9,10.56,0
238,10.9,10.9,10.56,0
239,10.9,10.9,10.56,0
240,10.9,10.9,10.56,0
241,10.9,10.9,10.56,0
242,10.9,10.9,10.56,0
243,10.9,10.9,10.56,0
244,10.9,10.9,10.56,0
245,10.9,10.9,10.56,0
246,10.9,10.9,10.56,0
247,10.9,10.9,10.56,0
248,10.9,10.9,10.56,0
249,10.9,10.9,10.56,0
250,10.9,10.9,10.56,0
251,10.9,10.9,10.56,0
252,10.9,10.9,10.56,0
253,10.9,10.9,10.56,0
254,10.9,10.9,10.56,0
255,10.9,10.9,10.56,0
256,10.9,10.9,10.56,0
257,10.9,10.9,10.56,0
258,10.9,10.9,10.56,0
259,10.9,10.9,10.56,0
260,10.9,10.9,10.56,0
261,10.9,10.9,10.56,0
262,10.9,10.9,10.56,0
263,10.9,10.9,10.56,0
264,10.9,10.9,10.56,0
265,10.9,10.9,10.56,0
266,10.9,10.9,10.56,0
267,10.9,10.9,10.56,0
268,10.9,10.9,10.56,0
269,10.9,10.9,10.56,0
270,10.9,10.9,10.56,0
271,10.9,10.9,10.56,0
272,10.9,10.9,10.56,0
273,10.9,10.9,10.56,0
274,10.9,10.9,10.56,0
275,10.9,10.9,10.56,0
276,10.9,10.9,10.56,0
277,10.9,10.9,10.56,0
278,10.9,10.9,10.56,0
279,10.9,10.9,10.56,0
280,10.9,10.9,10.56,0
281,10.9,10.9,10.56,0
282,10.9,10.9,10.56,0
283,10.9,10.9,10.56,0
284,10.9,10.9,10.56,0
285,10.9,10.9,10.56,0
286,10.9,10.9,10.56,0
287,10.9,10.9,10.56,0
288,10.9,10.9,10.56,0
289,10.9,10.9,10.56,0
290,10.9,10.9,10.56,0
291,10.9,10.9,10.56,0
292,10.9,10.9,10.56,0
293,10.9,10.9,10.56,0
294,10.9,10.9,10.56,0
295,10.9,10.9,10.56,0
296,10.9,10.9,10.56,0
297,10.9,10.9,10.56,0
298,10.9,10.9,10.56,0
299,10.9,10.9,10.56,0
300,10.9,10.9,10.56,0
301,10.9,10.9,10.56,0
302,10.9,10.9,10.56,0
303,10.9,10.9,10.56,0
304,10.9,10.9,10.56,0
305,10.9,10.9,10.56,0
306,10.9,10.9,10.56,0
307,10.9,10.9,10.56,0
308,10.9,10.9,10.56,0
309,10.9,10.9,10.56,0
310,10.9,10.9,10.56,0
311,10.9,10.9,10.56,0
312,10.9,10.9,10.56,0
313,10.9,10.9,10.56,0
314,10.9,10.9,10.56,0
315,10.9,10.9,10.56,0
316,10.9,10.9,10.56,0
317,10.9,10.9,10.56,0
318,10.9,10.9,10.56,0
319,10.9,10.9,10.56,0
320,10.9,10.9,10.56,0
321,10.9,10.9,10.56,0
322,10.9,10.9,10.56,0
323,10.9,10.9,10.56,0
324,10.9,10.9,10.56,0
325,10.9,10.9,10.56,0
326,10.9,10.9,10.56,0
327,10.9,10.9,10.56,0
328,10.9,10.9,10.56,0
329,10.9,10.9,10.56,0
330,10.9,10.9,10.56,0
331,10.9,10.9,10.56,0
332,10.9,10.9,10.56,0
333,10.9,10.9,10.56,0
334,10.9,10.9,10.56,0
335,10.9,10.9,10.56,0
336,10.9,10.9,10.56,0
337,10.9,10.9,10.56,0
338,10.9,10.9,10.56,0
339,10.9,10.9,10.56,0
340,10.9,10.9,10.56,0
341,10.9,10.9,10.56,0
342,10.9,10.9,10.56,0
343,10.9,10.9,10.56,0
344,10.9,10.9,10.56,0
345,10.9,10.9,10.56,0
346,10.9,10.9,10.56,0
347,10.9,10.9,10.56,0
348,10.9,10.9,10.56,0
349,10.9,10.9,10.56,0
350,10.9,10.9,10.56,0
351,10.9,10.9,10.56,0
352,10.9,10.9,10.56,0
353,10.9,10.9,10.56,0
354,10.9,10.9,10.56,0
355,10.9,10.9,10.56,0
356,10.9,10.9,10.56,0
357,10.9,10.9,10.56,0
358,10.9,10.9,10.56,0
359,10.9,10.9,10.56,0
360,10.9,10.9,10.56,0
361,10.9,10.9,10.56,0
362,10.9,10.9,10.56,0
363,10.9,10.9,10.56,0
364,10.9,10.9,10.56,0
365,10.9,10.9,10.56,0
366,10.9,10.9,10.56,0
367,10.9,10.9,10.56,0
368,10.9,10.9,10.56,0
369,10.9,10.9,10.56,0
370,10.9,10.9,10.56,0
371,10.9,10.9,10.56,0
372,10.9,10.9,10.56,0
373,10.9,10.9,10.56,0
374,10.9,10.9,10.56,0
375,10.9,10.9,10.56,0
376,10.9,10.9,10.56,0
377,10.9,10.9,10.56,0
378,10.9,10.9,10.56,0
379,10.9,10.9,10.56,0
380,10.9,10.9,10.56,0
381,10.9,10.9,10.56,0
382,10.9,10.9,10.56,0
383,10.9,10.9,10.56,0
384,10.9,10.9,10.56,0
385,10.9,10.9,10.56,0
386,10.9,10.9,10.56,0
387,10.9,10.9,10.56,0
388,10.9,10.9,10.56,0
389,10.9,10.9,10.56,0
390,10.9,10.9,10.56,0
391,10.9,10.9,10.56,0
392,10.9,10.9,10.56,0
393,10.9,10.9,10.56,0
394,10.9,10.9,10.56,0
395,10.9,10.9,10.56,0
396,10.9,10.9,10.56,0
397,10.9,10.9,10.56,0
398,10.9,10.9,10.56,0
399,10.9,10.9,10.56,0
400,10.9,10.9,10.56,0
401,10.9,10.9,10.56,0
402,10.9,10.9,10.56,0
403,10.9,10.9,10.56,0
404,10.9,10.9,10.56,0
405,10.9,10.9,10.56,0
406,10.9,10.9,10.56,0
407,10.9,10.9,10.56,0
408,10.9,10.9,10.56,0
409,10.9,10.9,10.56,0
410,10.9,10.9,10.56,0
411,10.9,10.9,10.56,0
412,10.9,10.9,10.56,0
413,10.9,10.9,10.56,0
414,10.9,10.9,10.56,0
415,10.9,10.9,10.56,0
416,10.9,10.9,10.56,0
417,10.9,10.9,10.56,0
418,10.9,10.9,10.56,0
419,10.9,10.9,10.56,0
420,10.9,10.9,10.56,0
421,10.9,10.9,10.56,0
422,10.9,10.9,10.56,0
423,10.9,10.9,10.56,0
424,10.9,10.9,10.56,0
425,10.9,10.9,10.56,0
426,10.9,10.9,10.56,0
427,10.9,10.9,10.56,0
428,10.9,10.9,10.56,0
429,10.9,10.9,10.56,0
430,10.9,10.9,10.56,0
431,10.9,10.9,10.56,0
432,10.9,10.9,10.56,0
433,10.9,10.9,10.56,0
434,10.9,10.9,10.56,0
435,10.9,10.9,10.56,0
436,10.9,10.9,10.56,0
437,10.9,10.9,10.56,0
438,10.9,10.9,10.56,0
439,10.9,10.9,10.56,0
440,10.9,10.9,10.56,0
441,10.9,10.9,10.56,0
442,10.9,10.9,10.56,0
443,10.9,10.9,10.56,0
444,10.9,10.9,10.56,0
445,10.9,10.9,10.56,0
446,10.9,10.9,10.56,0
447,10.9,10.9,10.56,0
448,10.9,10.9,10.56,0
449,10.9,10.9,10.56,0
450,10.9,10.9,10.56,0
451,10.9,10.9,10.56,0
452,10.9,10.9,10.56,0
453,10.9,10.9,10.56,0
454,10.9,10.9,10.56,0
455,10.9,10.9,10.56,0
456,10.9,10.9,10.56,0
457,10.9,10.9,10.56,0
458,10.9,10.9,10.56,0
459,10.9,10.9,10.56,0
460,10.9,10.9,10.56,0
461,10.9,10.9,10.56,0
462,10.9,10.9,10.56,0
463,10.9,10.9,10.56,0
464,10.9,10.9,10.56,0
465,10.9,10.9,10.56,0
466,10.9,10.9,10.56,0
467,10.9,10.9,10.56,0
468,10.9,10.9,10.56,0
469,10.9,10.9,10.56,0
470,10.9,10.9,10.56,0
471,10.9,10.9,10.56,0
472,10.9,10.9,10.56,0
473,10.9,10.9,10.56,0
474,10.9,10.9,10.56,0
475,10.9,10.9,10.56,0
476,10.9,10.9,10.56,0
477,10.9,10.9,10.56,0
478,10.9,10.9,10.56,0
479,10.9,10.9,10.56,0
480,10.9,10.9,10.56,0
481,10.9,10.9,10.56,0
482,10.9,10.9,10.56,0
483,10.9,10.9,10.56,0
484,10.9,10.9,10.56,0
485,10.9,10.9,10.56,0
486,10.9,10.9,10.56,0
487,10.9,10.9,10.56,0
488,10.9,10.9,10.56,0
489,10.9,10.9,10.56,0
490,10.9,10.9,10.56,0
491,10.9,10.9,10.56,0
492,10.9,10.9,10.56,0
493,10.9,10.9,10.56,0
494,10.9,10.9,10.56,0
495,10.9,10.9,10.56,0
496,10.9,10.9,10.56,0
497,10.9,10.9,10.56,0
498,10.9,10.9,10.56,0
499,10.9,10.9,10.56,0
500,10.9,10.9,10.56,0
501,10.9,10.9,10.56,0
502,10.9,10.9,10.56,0
503,10.9,10.9,10.56,0
504,10.9,10.9,10.56,0
505,10.9,10.9,10.56,0
506,10.9,10.9,10.56,0
507,10.9,10.9,10.56,0
508,10.9,10.9,10.56,0
509,10.9,10.9,10.56,0
510,10.9,10.9,10.56,0
511,10.9,10.9,10.56,0
512,10.9,10.9,10.56,0
513,10.9,10.9,10.56,0
514,10.9,10.9,10.56,0
515,10.9,10.9,10.56,0
516,10.9,10.9,10.56,0
517,10.9,10.9,10.56,0
518,10.9,10.9,10.56,0
519,10.9,10.9,10.56,0
520,10.9,10.9,10.56,0
521,10.9,10.9,10.56,0
522,10.9,10.9,10.56,0
523,10.9,10.9,10.56,0
524,10.9,10.9,10.56,0
525,10.9,10.9,10.56,0
526,10.9,10.9,10.56,0
527,10.9,10.9,10.56,0
528,10.9,10.9,10.56,0
529,10.9,10.9,10.56,0
530,10.9,10.9,10.56,0
531,10.9,10.9,10.56,0
532,10.9,10.9,10.56,0
533,10.9,10.9,10.56,0
534,10.9,10.9,10.56,0
535,10.9,10.9,10.56,0
536,10.9,10.9,10.56,0
537,10.9,10.9,10.56,0
538,10.9,10.9,10.56,0
539,10.9,10.9,10.56,0
540,10.9,10.9,10.56,0
541,10.9,10.9,10.56,0
542,10.9,10.9,10.56,0
543,10.9,10.9,10.56,0
544,10.9,10.9,10.56,0
545,10.9,10.9,10.56,0
546,10.9,10.9,10.56,0
547,10.9,10.9,10.56,0
548,10.9,10.9,10.56,0
549,10.9,10.9,10.56,0
550,10.9,10.9,10.56,0
551,10.9,10.9,10.56,0
552,10.9,10.9,10.56,0
553,10.9,10.9,10.56,0
554,10.9,10.9,10.56,0
555,10.9,10.9,10.56,0
556,10.9,10.9,10.56,0
557,10.9,10.9,10.56,0
558,10.9,10.9,10.56,0
559,10.9,10.9,10.56,0
560,10.9,10.9,10.56,0
561,10.9,10.9,10.56,0
562,10.9,10.9,10.56,0
563,10.9,10.9,10.56,0
564,10.9,10.9,10.56,0
565,10.9,10.9,10.56,0
566,10.9,10.9,10.56,0
567,10.9,10.9,10.56,0
568,10.9,10.9,10.56,0
569,10.9,10.9,10.56,0
570,10.9,10.9,10.56,0
571,10.9,10.9,10.56,0
572,10.9,10.9,10.56,0
573,10.9,10.9,10.56,0
574,10.9,10.9,10.56,0
575,10.9,10.9,10.56,0
576,10.9,10.9,10.56,0
577,10.9,10.9,10.56,0
578,10.9,10.9,10.56,0
579,10.9,10.9,10.56,0
580,10.9,10.9,10.56,0
581,10.9,10.9,10.56,0
582,10.9,10.9,10.56,0
583,10.9,10.9,10.56,0
584,10.9,10.9,10.56,0
585,10.9,10.9,10.56,0
586,10.9,10.9,10.56,0
587,10.9,10.9,10.56,0
588,10.9,10.9,10.56,0
589,10.9,10.9,10.56,0
590,10.9,10.9,10.56,0
591,10.9,10.9,10.56,0
592,10.9,10.9,10.56,0
593,10.9,10.9,10.56,0
594,10.9,10.9,10.56,0
595,10.9,10.9,10.56,0
596,10.9,10.9,10.56,0
597,10.9,10.9,10.56,0
598,10.9,10.9,10.56,0
599,10.9,10.9,10.56,0
600,10.9,10.9,10.56,0
601,10.9,10.9,10.56,0
602,10.9,10.9,10.56,0
603,10.9,10.9,10.56,0
604,10.9,10.9,10.56,0
605,10.9,10.9,10.56,0
606,10.9,10.9,10.56,0
607,10.9,10.9,10.56,0
608,10.9,10.9,10.56,0
609,10.9,10.9,10.56,0
610,10.9,10.9,10.56,0
611,10.9,10.9,10.56,0
612,10.9,10.9,10.56,0
613,10.9,10.9,10.56,0
614,10.9,10.9,10.56,0
615,10.9,10.9,10.56,0
616,10.9,10.9,10.56,0
617,10.9,10.9,10.56,0
618,10.9,10.9,10.56,0
619,10.9,10.9,10.56,0
620,10.9,10.9,10.56,0
621,10.9,10.9,10.56,0
622,10.9,10.9,10.56,0
623,10.9,10.9,10.56,0
624,10.9,10.9,10.56,0
625,10.9,10.9,10.56,0
626,10.9,10.9,10.56,0
627,10.9,10.9,10.56,0
628,10.9,10.9,10.56,0
629,10.9,10.9,10.56,0
630,10.9,10.9,10.56,0
631,10.9,10.9,10.56,0
632,10.9,10.9,10.56,0
633,10.9,10.9,10.56,0
634,10.9,10.9,10.56,0
635,10.9,10.9,10.56,0
636,10.9,10.9,10.56,0
637,10.9,10.9,10.56,0
638,10.9,10.9,10.56,0
639,10.9,10.9,10.56,0
640,10.9,10.9,10.56,0
641,10.9,10.9,10.56,0
642,10.9,10.9,10.56,0
643,10.9,10.9,10.56,0
644,10.9,10.9,10.56,0
645,10.9,10.9,10.56,0
646,10.9,10.9,10.56,0
647,10.9,10.9,10.56,0
648,10.9,10.9,10.56,0
649,10.9,10.9,10.56,0
650,10.9,10.9,10.56,0
651,10.9,10.9,10.56,0
652,10.9,10.9,10.56,0
653,10.9,10.9,10.56,0
654,10.9,10.9,10.56,0
655,10.9,10.9,10.56,0
656,10.9,10.9,10.56,0
657,10.9,10.9,10.56,0
658,10.9,10.9,10.56,0
659,10.9,10.9,10.56,0
660,10.9,10.9,10.56,0
661,10.9,10.9,10.56,0
662,10.9,10.9,10.56,0
663,10.9,10.9,10.56,0
664,10.9,10.9,10.56,0
665,10.9,10.9,10.56,0
666,10.9,10.9,10.56,0
667,10.9,10.9,10.56,0
668,10.9,10.9,10.56,0
669,10.9,10.9,10.56,0
670,10.9,10.9,10.56,0
671,10.9,10.9,10.56,0
672,10.9,10.9,10.56,0
673,10.9,10.9,10.56,0
674,10.9,10.9,10.56,0
675,10.9,10.9,10.56,0
676,10.9,10.9,10.56,0
677,10.9,10.9,10.56,0
678,10.9,10.9,10.56,0
679,10.9,10.9,10.56,0
680,10.9,10.9,10.56,0
681,10.9,10.9,10.56,0
682,10.9,10.9,10.56,0
683,10.9,10.9,10.56,0
684,10.9,10.9,10.56,0
685,10.9,10.9,10.56,0
686,10.9,10.9,10.56,0
687,10.9,10.9,10.56,0
688,10.9,10.9,10.56,0
689,10.9,10.9,10.56,0
690,10.9,10.9,10.56,0
691,10.9,10.9,10.56,0
692,10.9,10.9,10.56,0
693,10.9,10.9,10.56,0
694,10.9,10.9,10.56,0
695,10.9,10.9,10.56,0
696,10.9,10.9,10.56,0
697,10.9,10.9,10.56,0
698,10.9,10.9,10.56,0
699,10.9,10.9,10.56,0
700,10.9,10.9,10.56,0
701,10.9,10.9,10.56,0
702,10.9,10.9,10.56,0
703,10.9,10.9,10.56,0
704,10.9,10.9,10.56,0
705,10.9,10.9,10.56,0
706,10.9,10.9,10.56,0
707,10.9,10.9,10.56,0
708,10.9,10.9,10.56,0
709,10.9,10.9,10.56,0
710,10.9,10.9,10.56,0
711,10.9,10.9,10.56,0
712,10.9,10.9,10.56,0
713,10.9,10.9,10.56,0
714,10.9,10.9,10.56,0
715,10.9,10.9,10.56,0
716,10.9,10.9,10.56,0
717,10.9,10.9,10.56,0
718,10.9,10.9,10.56,0
719,10.9,10.9,10.56,0
720,10.9,10.9,10.56,0
721,10.9,10.9,10.56,0
722,10.9,10.9,10.56,0
723,10.9,10.9,10.56,0
724,10.9,10.9,10.56,0
725,10.9,10.9,10.56,0
726,10.9,10.9,10.56,0
727,10.9,10.9,10.56,0
728,10.9,10.9,10.56,0
729,10.9,10.9,10.56,0
730,10.9,10.9,10.56,0
731,10.9,10.9,10.56,0
732,10.9,10.9,10.56,0
733,10.9,10.9,10.56,0
734,10.9,10.9,10.56,0
735,10.9,10.9,10.56,0
736,10.9,10.9,10.56,0
737,10.9,10.9,10.56,0
738,10.9,10.9,10.56,0
739,10.9,10.9,10.56,0
740,10.9,10.9,10.56,0
741,10.9,10.9,10.56,0
742,10.9,10.9,10.56,0
743,10.9,10.9,10.56,0
744,10.9,10.9,10.56,0
745,8.18,8.18,7.96,0
746,8.18,8.18,7.96,0
747,8.18,8.18,7.96,0
748,8.18,8.18,7.96,0
749,8.18,8.18,7.96,0
750,8.18,8.18,7.96,0
751,8.18,8.18,7.96,0
752,8.18,8.18,7.96,0
753,8.18,8.18,7.96,0
754,8.18,8.18,7.96,0
755,8.18,8.18,7.96,0
756,8.18,8.18,7.96,0
757,8.18,8.18,7.96,0
758,8.18,8.18,7.96,0
759,8.18,8.18,7.96,0
760,8.18,8.18,7.96,0
761,8.18,8.18,7.96,0
762,8.18,8.18,7.96,0
763,8.18,8.18,7.96,0
764,8.18,8.18,7.96,0
765,8.18,8.18,7.96,0
766,8.18,8.18,7.96,0
767,8.18,8.18,7.96,0
768,8.18,8.18,7.96,0
769,8.18,8.18,7.96,0
770,8.18,8.18,7.96,0
771,8.18,8.18,7.96,0
772,8.18,8.18,7.96,0
773,8.18,8.18,7.96,0
774,8.18,8.18,7.96,0
775,8.18,8.18,7.96,0
776,8.18,8.18,7.96,0
777,8.18,8.18,7.96,0
778,8.18,8.18,7.96,0
779,8.18,8.18,7.96,0
780,8.18,8.18,7.96,0
781,8.18,8.18,7.96,0
782,8.18,8.18,7.96,0
783,8.18,8.18,7.96,0
784,8.18,8.18,7.96,0
785,8.18,8.18,7.96,0
786,8.18,8.18,7.96,0
787,8.18,8.18,7.96,0
788,8.18,8.18,7.96,0
789,8.18,8.18,7.96,0
790,8.18,8.18,7.96,0
791,8.18,8.18,7.96,0
792,8.18,8.18,7.96,0
793,8.18,8.18,7.96,0
794,8.18,8.18,7.96,0
795,8.18,8.18,7.96,0
796,8.18,8.18,7.96,0
797,8.18,8.18,7.96,0
798,8.18,8.18,7.96,0
799,8.18,8.18,7.96,0
800,8.18,8.18,7.96,0
801,8.18,8.18,7.96,0
802,8.18,8.18,7.96,0
803,8.18,8.18,7.96,0
804,8.18,8.18,7.96,0
805,8.18,8.18,7.96,0
806,8.18,8.18,7.96,0
807,8.18,8.18,7.96,0
808,8.18,8.18,7.96,0
809,8.18,8.18,7.96,0
810,8.18,8.18,7.96,0
811,8.18,8.18,7.96,0
812,8.18,8.18,7.96,0
813,8.18,8.18,7.96,0
814,8.18,8.18,7.96,0
815,8.18,8.18,7.96,0
816,8.18,8.18,7.96,0
817,8.18,8.18,7.96,0
818,8.18,8.18,7.96,0
819,8.18,8.18,7.96,0
820,8.18,8.18,7.96,0
821,8.18,8.18,7.96,0
822,8.18,8.18,7.96,0
823,8.18,8.18,7.96,0
824,8.18,8.18,7.96,0
825,8.18,8.18,7.96,0
826,8.18,8.18,7.96,0
827,8.18,8.18,7.96,0
828,8.18,8.18,7.96,0
829,8.18,8.18,7.96,0
830,8.18,8.18,7.96,0
831,8.18,8.18,7.96,0
832,8.18,8.18,7.96,0
833,8.18,8.18,7.96,0
834,8.18,8.18,7.96,0
835,8.18,8.18,7.96,0
836,8.18,8.18,7.96,0
837,8.18,8.18,7.96,0
838,8.18,8.18,7.96,0
839,8.18,8.18,7.96,0
840,8.18,8.18,7.96,0
841,8.18,8.18,7.96,0
842,8.18,8.18,7.96,0
843,8.18,8.18,7.96,0
844,8.18,8.18,7.96,0
845,8.18,8.18,7.96,0
846,8.18,8.18,7.96,0
847,8.18,8.18,7.96,0
848,8.18,8.18,7.96,0
849,8.18,8.18,7.96,0
850,8.18,8.18,7.96,0
851,8.18,8.18,7.96,0
852,8.18,8.18,7.96,0
853,8.18,8.18,7.96,0
854,8.18,8.18,7.96,0
855,8.18,8.18,7.96,0
856,8.18,8.18,7.96,0
857,8.18,8.18,7.96,0
858,8.18,8.18,7.96,0
859,8.18,8.18,7.96,0
860,8.18,8.18,7.96,0
861,8.18,8.18,7.96,0
862,8.18,8.18,7.96,0
863,8.18,8.18,7.96,0
864,8.18,8.18,7.96,0
865,8.18,8.18,7.96,0
866,8.18,8.18,7.96,0
867,8.18,8.18,7.96,0
868,8.18,8.18,7.96,0
869,8.18,8.18,7.96,0
870,8.18,8.18,7.96,0
