Time_Index,NG,None
740,2.0475,0.0
741,2.0475,0.0
742,2.0475,0.0
743,2.0475,0.0
744,2.0475,0.0
745,2.0475,0.0
746,2.0475,0.0
747,2.0475,0.0
748,2.0475,0.0
749,2.0475,0.0
750,2.0475,0.0
751,2.0475,0.0
752,2.0475,0.0
753,2.0475,0.0
754,2.0475,0.0
755,2.0475,0.0
756,2.0475,0.0
757,2.0475,0.0
758,2.0475,0.0
759,2.0475,0.0
760,2.0475,0.0
761,2.0475,0.0
762,2.0475,0.0
763,2.0475,0.0
764,2.0475,0.0
765,2.0475,0.0
766,2.0475,0.0
767,2.0475,0.0
768,2.0475,0.0
769,2.0475,0.0
770,2.0475,0.0
771,2.0475,0.0
772,2.0475,0.0
773,2.0475,0.0
774,2.0475,0.0
775,2.0475,0.0
776,2.0475,0.0
777,2.0475,0.0
778,2.0475,0.0
779,2.0475,0.0
780,2.0475,0.0
781,2.0475,0.0
782,2.0475,0.0
783,2.0475,0.0
784,2.0475,0.0
785,2.0475,0.0
786,2.0475,0.0
787,2.0475,0.0
788,2.0475,0.0
789,2.0475,0.0
790,2.0475,0.0
791,2.0475,0.0
792,2.0475,0.0
793,2.0475,0.0
794,2.0475,0.0
795,2.0475,0.0
796,2.0475,0.0
797,2.0475,0.0
798,2.0475,0.0
799,2.0475,0.0
800,2.0475,0.0
801,2.0475,0.0
802,2.0475,0.0
803,2.0475,0.0
804,2.0475,0.0
805,2.0475,0.0
806,2.0475,0.0
807,2.0475,0.0
808,2.0475,0.0
809,2.0475,0.0
810,2.0475,0.0
811,2.0475,0.0
812,2.0475,0.0
813,2.0475,0.0
814,2.0475,0.0
815,2.0475,0.0
816,2.0475,0.0
817,2.0475,0.0
818,2.0475,0.0
819,2.0475,0.0
820,2.0475,0.0
821,2.0475,0.0
822,2.0475,0.0
823,2.0475,0.0
824,2.0475,0.0
825,2.0475,0.0
826,2.0475,0.0
827,2.0475,0.0
828,2.0475,0.0
829,2.0475,0.0
830,2.0475,0.0
831,2.0475,0.0
832,2.0475,0.0
833,2.0475,0.0
834,2.0475,0.0
835,2.0475,0.0
836,2.0475,0.0
837,2.0475,0.0
838,2.0475,0.0
839,2.0475,0.0
840,2.0475,0.0
841,2.3415,0.0
842,2.3415,0.0
843,2.3415,0.0
844,2.3415,0.0
845,2.3415,0.0
846,2.3415,0.0
847,2.3415,0.0
848,2.3415,0.0
849,2.3415,0.0
850,2.3415,0.0
851,2.3415,0.0
852,2.3415,0.0
853,2.3415,0.0
854,2.3415,0.0
855,2.3415,0.0
856,2.3415,0.0
857,2.3415,0.0
858,2.3415,0.0
859,2.3415,0.0
860,2.3415,0.0
861,2.3415,0.0
862,2.3415,0.0
863,2.3415,0.0
864,2.3415,0.0
865,2.3415,0.0
866,2.3415,0.0
867,2.3415,0.0
868,2.3415,0.0
869,2.3415,0.0
870,2.3415,0.0
871,2.3415,0.0
872,2.3415,0.0
873,2.3415,0.0
874,2.3415,0.0
875,2.3415,0.0
876,2.3415,0.0
877,2.3415,0.0
878,2.3415,0.0
879,2.3415,0.0
880,2.3415,0.0
881,2.3415,0.0
882,2.3415,0.0
883,2.3415,0.0
884,2.3415,0.0
885,2.3415,0.0
886,2.3415,0.0
887,2.3415,0.0
888,2.3415,0.0
889,2.3415,0.0
890,2.3415,0.0
891,2.3415,0.0
892,2.3415,0.0
893,2.3415,0.0
894,2.3415,0.0
895,2.3415,0.0
896,2.3415,0.0
897,2.3415,0.0
898,2.3415,0.0
899,2.3415,0.0
900,2.3415,0.0
901,2.3415,0.0
902,2.3415,0.0
903,2.3415,0.0
904,2.3415,0.0
905,2.3415,0.0
906,2.3415,0.0
907,2.3415,0.0
908,2.3415,0.0
909,2.3415,0.0
910,2.3415,0.0
911,2.3415,0.0
912,2.3415,0.0
913,2.3415,0.0
914,2.3415,0.0
915,2.3415,0.0
916,2.3415,0.0
917,2.3415,0.0
918,2.3415,0.0
919,2.3415,0.0
920,2.3415,0.0
921,2.3415,0.0
922,2.3415,0.0
923,2.3415,0.0
924,2.3415,0.0
925,2.3415,0.0
926,2.3415,0.0
927,2.3415,0.0
928,2.3415,0.0
929,2.3415,0.0
930,2.3415,0.0
931,2.3415,0.0
932,2.3415,0.0
933,2.3415,0.0
934,2.3415,0.0
935,2.3415,0.0
936,2.3415,0.0
937,2.3415,0.0
938,2.3415,0.0
939,2.3415,0.0
940,2.3415,0.0
941,2.3415,0.0
942,2.3415,0.0
943,2.3415,0.0
944,2.3415,0.0
945,2.3415,0.0
946,2.3415,0.0
947,2.3415,0.0
948,2.3415,0.0
949,2.3415,0.0
950,2.3415,0.0
951,2.3415,0.0
952,2.3415,0.0
953,2.3415,0.0
954,2.3415,0.0
955,2.3415,0.0
956,2.3415,0.0
957,2.3415,0.0
958,2.3415,0.0
959,2.3415,0.0
960,2.3415,0.0
961,2.3415,0.0
962,2.3415,0.0
963,2.3415,0.0
964,2.3415,0.0
965,2.3415,0.0
966,2.3415,0.0
967,2.3415,0.0
968,2.3415,0.0
969,2.3415,0.0
970,2.3415,0.0
971,2.3415,0.0
972,2.3415,0.0
973,2.3415,0.0
974,2.3415,0.0
975,2.3415,0.0
976,2.3415,0.0
977,2.3415,0.0
978,2.3415,0.0
979,2.3415,0.0
980,2.3415,0.0
981,2.3415,0.0
982,2.3415,0.0
983,2.3415,0.0
984,2.3415,0.0
985,2.3415,0.0
986,2.3415,0.0
987,2.3415,0.0
988,2.3415,0.0
989,2.3415,0.0
990,2.3415,0.0
991,2.3415,0.0
992,2.3415,0.0
993,2.3415,0.0
994,2.3415,0.0
995,2.3415,0.0
996,2.3415,0.0
997,2.3415,0.0
998,2.3415,0.0
999,2.3415,0.0
1000,2.3415,0.0
1001,2.3415,0.0
1002,2.3415,0.0
1003,2.3415,0.0
1004,2.3415,0.0
1005,2.3415,0.0
1006,2.3415,0.0
1007,2.3415,0.0
1008,2.3415,0.0
1009,2.457,0.0
1010,2.457,0.0
1011,2.457,0.0
1012,2.457,0.0
1013,2.457,0.0
1014,2.457,0.0
1015,2.457,0.0
1016,2.457,0.0
1017,2.457,0.0
1018,2.457,0.0
1019,2.457,0.0
1020,2.457,0.0
1021,2.457,0.0
1022,2.457,0.0
1023,2.457,0.0
1024,2.457,0.0
1025,2.457,0.0
1026,2.457,0.0
1027,2.457,0.0
1028,2.457,0.0
1029,2.457,0.0
1030,2.457,0.0
1031,2.457,0.0
1032,2.457,0.0
1033,2.457,0.0
1034,2.457,0.0
1035,2.457,0.0
1036,2.457,0.0
1037,2.457,0.0
1038,2.457,0.0
1039,2.457,0.0
1040,2.457,0.0
1041,2.457,0.0
1042,2.457,0.0
1043,2.457,0.0
1044,2.457,0.0
1045,2.457,0.0
1046,2.457,0.0
1047,2.457,0.0
1048,2.457,0.0
1049,2.457,0.0
1050,2.457,0.0
1051,2.457,0.0
1052,2.457,0.0
1053,2.457,0.0
1054,2.457,0.0
1055,2.457,0.0
1056,2.457,0.0
1057,2.457,0.0
1058,2.457,0.0
1059,2.457,0.0
1060,2.457,0.0
1061,2.457,0.0
1062,2.457,0.0
1063,2.457,0.0
1064,2.457,0.0
1065,2.457,0.0
1066,2.457,0.0
1067,2.457,0.0
1068,2.457,0.0
1069,2.457,0.0
1070,2.457,0.0
1071,2.457,0.0
1072,2.457,0.0
1073,2.457,0.0
1074,2.457,0.0
1075,2.457,0.0
1076,2.457,0.0
1077,2.457,0.0
1078,2.457,0.0
1079,2.457,0.0
1080,2.457,0.0
1081,2.457,0.0
1082,2.457,0.0
1083,2.457,0.0
1084,2.457,0.0
1085,2.457,0.0
1086,2.457,0.0
1087,2.457,0.0
1088,2.457,0.0
1089,2.457,0.0
1090,2.457,0.0
1091,2.457,0.0
1092,2.457,0.0
1093,2.457,0.0
1094,2.457,0.0
1095,2.457,0.0
1096,2.457,0.0
1097,2.457,0.0
1098,2.457,0.0
1099,2.457,0.0
1100,2.457,0.0
1101,2.457,0.0
1102,2.457,0.0
1103,2.457,0.0
1104,2.457,0.0
1105,2.457,0.0
1106,2.457,0.0
1107,2.457,0.0
1108,2.457,0.0
1109,2.457,0.0
1110,2.457,0.0
1111,2.457,0.0
1112,2.457,0.0
1113,2.457,0.0
1114,2.457,0.0
1115,2.457,0.0
1116,2.457,0.0
1117,2.457,0.0
1118,2.457,0.0
1119,2.457,0.0
1120,2.457,0.0
1121,2.457,0.0
1122,2.457,0.0
1123,2.457,0.0
1124,2.457,0.0
1125,2.457,0.0
1126,2.457,0.0
1127,2.457,0.0
1128,2.457,0.0
1129,2.457,0.0
1130,2.457,0.0
1131,2.457,0.0
1132,2.457,0.0
1133,2.457,0.0
1134,2.457,0.0
1135,2.457,0.0
1136,2.457,0.0
1137,2.457,0.0
1138,2.457,0.0
1139,2.457,0.0
1140,2.457,0.0
1141,2.457,0.0
1142,2.457,0.0
1143,2.457,0.0
1144,2.457,0.0
1145,2.457,0.0
1146,2.457,0.0
1147,2.457,0.0
1148,2.457,0.0
1149,2.457,0.0
1150,2.457,0.0
1151,2.457,0.0
1152,2.457,0.0
1153,2.457,0.0
1154,2.457,0.0
1155,2.457,0.0
1156,2.457,0.0
1157,2.457,0.0
1158,2.457,0.0
1159,2.457,0.0
1160,2.457,0.0
1161,2.457,0.0
1162,2.457,0.0
1163,2.457,0.0
1164,2.457,0.0
1165,2.457,0.0
1166,2.457,0.0
1167,2.457,0.0
1168,2.457,0.0
1169,2.457,0.0
1170,2.457,0.0
1171,2.457,0.0
1172,2.457,0.0
1173,2.457,0.0
1174,2.457,0.0
1175,2.457,0.0
1176,2.457,0.0
1177,2.457,0.0
1178,2.457,0.0
1179,2.457,0.0
1180,2.457,0.0
1181,2.457,0.0
1182,2.457,0.0
1183,2.457,0.0
1184,2.457,0.0
1185,2.457,0.0
1186,2.457,0.0
1187,2.457,0.0
1188,2.457,0.0
1189,2.457,0.0
1190,2.457,0.0
1191,2.457,0.0
1192,2.457,0.0
1193,2.457,0.0
1194,2.457,0.0
1195,2.457,0.0
1196,2.457,0.0
1197,2.457,0.0
1198,2.457,0.0
1199,2.457,0.0
1200,2.457,0.0
1201,2.457,0.0
1202,2.457,0.0
1203,2.457,0.0
1204,2.457,0.0
1205,2.457,0.0
1206,2.457,0.0
1207,2.457,0.0
1208,2.457,0.0
1209,2.457,0.0
1210,2.457,0.0
1211,2.457,0.0
1212,2.457,0.0
1213,2.457,0.0
1214,2.457,0.0
1215,2.457,0.0
1216,2.457,0.0
1217,2.457,0.0
1218,2.457,0.0
1219,2.457,0.0
1220,2.457,0.0
1221,2.457,0.0
1222,2.457,0.0
1223,2.457,0.0
1224,2.457,0.0
1225,2.457,0.0
1226,2.457,0.0
1227,2.457,0.0
1228,2.457,0.0
1229,2.457,0.0
1230,2.457,0.0
1231,2.457,0.0
1232,2.457,0.0
1233,2.457,0.0
1234,2.457,0.0
1235,2.457,0.0
1236,2.457,0.0
1237,2.457,0.0
1238,2.457,0.0
1239,2.457,0.0
1240,2.457,0.0
1241,2.457,0.0
1242,2.457,0.0
1243,2.457,0.0
1244,2.457,0.0
1245,2.457,0.0
1246,2.457,0.0
1247,2.457,0.0
1248,2.457,0.0
1249,2.457,0.0
1250,2.457,0.0
1251,2.457,0.0
1252,2.457,0.0
1253,2.457,0.0
1254,2.457,0.0
1255,2.457,0.0
1256,2.457,0.0
1257,2.457,0.0
1258,2.457,0.0
1259,2.457,0.0
1260,2.457,0.0
1261,2.457,0.0
1262,2.457,0.0
1263,2.457,0.0
1264,2.457,0.0
1265,2.457,0.0
1266,2.457,0.0
1267,2.457,0.0
1268,2.457,0.0
1269,2.457,0.0
1270,2.457,0.0
1271,2.457,0.0
1272,2.457,0.0
1273,2.457,0.0
1274,2.457,0.0
1275,2.457,0.0
1276,2.457,0.0
1277,2.457,0.0
1278,2.457,0.0
1279,2.457,0.0
1280,2.457,0.0
1281,2.457,0.0
1282,2.457,0.0
1283,2.457,0.0
1284,2.457,0.0
1285,2.457,0.0
1286,2.457,0.0
1287,2.457,0.0
1288,2.457,0.0
1289,2.457,0.0
1290,2.457,0.0
1291,2.457,0.0
1292,2.457,0.0
1293,2.457,0.0
1294,2.457,0.0
1295,2.457,0.0
1296,2.457,0.0
1297,2.457,0.0
1298,2.457,0.0
1299,2.457,0.0
1300,2.457,0.0
1301,2.457,0.0
1302,2.457,0.0
1303,2.457,0.0
1304,2.457,0.0
1305,2.457,0.0
1306,2.457,0.0
1307,2.457,0.0
1308,2.457,0.0
1309,2.457,0.0
1310,2.457,0.0
1311,2.457,0.0
1312,2.457,0.0
1313,2.457,0.0
1314,2.457,0.0
