Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,1,168,1,1,10045.8
,,,,,,,2,9500.4
,,,,,,,3,9094.5
,,,,,,,4,8890.2
,,,,,,,5,8858.7
,,,,,,,6,9015.3
,,,,,,,7,9351
,,,,,,,8,9654.3
,,,,,,,9,10168.2
,,,,,,,10,10673.1
,,,,,,,11,10976.4
,,,,,,,12,11088.9
,,,,,,,13,11142.9
,,,,,,,14,11043
,,,,,,,15,10934.1
,,,,,,,16,10997.1
,,,,,,,17,12069
,,,,,,,18,13085.1
,,,,,,,19,13008.6
,,,,,,,20,12610.8
,,,,,,,21,12144.6
,,,,,,,22,11494.8
,,,,,,,23,10689.3
,,,,,,,24,9786.6
,,,,,,,25,9022.5
,,,,,,,26,8559.9
,,,,,,,27,8337.6
,,,,,,,28,8287.2
,,,,,,,29,8469
,,,,,,,30,8931.6
,,,,,,,31,9626.4
,,,,,,,32,10196.1
,,,,,,,33,10894.5
,,,,,,,34,11609.1
,,,,,,,35,12133.8
,,,,,,,36,12348.9
,,,,,,,37,12329.1
,,,,,,,38,12249.9
,,,,,,,39,12211.2
,,,,,,,40,12396.6
,,,,,,,41,13559.4
,,,,,,,42,14736.6
,,,,,,,43,14607
,,,,,,,44,14254.2
,,,,,,,45,13677.3
,,,,,,,46,12770.1
,,,,,,,47,11646
,,,,,,,48,10627.2
,,,,,,,49,9951.3
,,,,,,,50,9613.8
,,,,,,,51,9451.8
,,,,,,,52,9471.6
,,,,,,,53,9810.9
,,,,,,,54,10818.9
,,,,,,,55,12602.7
,,,,,,,56,13601.7
,,,,,,,57,13770.9
,,,,,,,58,13865.4
,,,,,,,59,13989.6
,,,,,,,60,14013
,,,,,,,61,13956.3
,,,,,,,62,13936.5
,,,,,,,63,13883.4
,,,,,,,64,14075.1
,,,,,,,65,15174
,,,,,,,66,16375.5
,,,,,,,67,16407
,,,,,,,68,16131.6
,,,,,,,69,15606.9
,,,,,,,70,14686.2
,,,,,,,71,13456.8
,,,,,,,72,12380.4
,,,,,,,73,11710.8
,,,,,,,74,11358.9
,,,,,,,75,11179.8
,,,,,,,76,11199.6
,,,,,,,77,11505.6
,,,,,,,78,12456
,,,,,,,79,14184.9
,,,,,,,80,15126.3
,,,,,,,81,15145.2
,,,,,,,82,15104.7
,,,,,,,83,15070.5
,,,,,,,84,14922.9
,,,,,,,85,14709.6
,,,,,,,86,14583.6
,,,,,,,87,14468.4
,,,,,,,88,14617.8
,,,,,,,89,15640.2
,,,,,,,90,16471.8
,,,,,,,91,16344
,,,,,,,92,15963.3
,,,,,,,93,15352.2
,,,,,,,94,14342.4
,,,,,,,95,13055.4
,,,,,,,96,11863.8
,,,,,,,97,11102.4
,,,,,,,98,10696.5
,,,,,,,99,10490.4
,,,,,,,100,10453.5
,,,,,,,101,10721.7
,,,,,,,102,11601
,,,,,,,103,13272.3
,,,,,,,104,14251.5
,,,,,,,105,14355.9
,,,,,,,106,14418.9
,,,,,,,107,14354.1
,,,,,,,108,14153.4
,,,,,,,109,13977.9
,,,,,,,110,13909.5
,,,,,,,111,13799.7
,,,,,,,112,13888.8
,,,,,,,113,14770.8
,,,,,,,114,15736.5
,,,,,,,115,15679.8
,,,,,,,116,15323.4
,,,,,,,117,14751
,,,,,,,118,13806
,,,,,,,119,12534.3
,,,,,,,120,11437.2
,,,,,,,121,10718.1
,,,,,,,122,10328.4
,,,,,,,123,10128.6
,,,,,,,124,10079.1
,,,,,,,125,10324.8
,,,,,,,126,11197.8
,,,,,,,127,12838.5
,,,,,,,128,13822.2
,,,,,,,129,13935.6
,,,,,,,130,13950
,,,,,,,131,13888.8
,,,,,,,132,13682.7
,,,,,,,133,13456.8
,,,,,,,134,13338
,,,,,,,135,13152.6
,,,,,,,136,13216.5
,,,,,,,137,13986.9
,,,,,,,138,14725.8
,,,,,,,139,14490
,,,,,,,140,14071.5
,,,,,,,141,13515.3
,,,,,,,142,12790.8
,,,,,,,143,11804.4
,,,,,,,144,10791
,,,,,,,145,10007.1
,,,,,,,146,9572.4
,,,,,,,147,9335.7
,,,,,,,148,9241.2
,,,,,,,149,9333
,,,,,,,150,9688.5
,,,,,,,151,10330.2
,,,,,,,152,11007
,,,,,,,153,11700.9
,,,,,,,154,12119.4
,,,,,,,155,12237.3
,,,,,,,156,12139.2
,,,,,,,157,11916
,,,,,,,158,11664
,,,,,,,159,11487.6
,,,,,,,160,11609.1
,,,,,,,161,12459.6
,,,,,,,162,13311.9
,,,,,,,163,13156.2
,,,,,,,164,12734.1
,,,,,,,165,12333.6
,,,,,,,166,11756.7
,,,,,,,167,11001.6
,,,,,,,168,10171.8
,,,,,,,169,9475.2
,,,,,,,170,9071.1
,,,,,,,171,8832.6
,,,,,,,172,8768.7
,,,,,,,173,8835.3
,,,,,,,174,9092.7
,,,,,,,175,9589.5
,,,,,,,176,10110.6
,,,,,,,177,10836
,,,,,,,178,11397.6
,,,,,,,179,11752.2
,,,,,,,180,11973.6
,,,,,,,181,12011.4
,,,,,,,182,11943.9
,,,,,,,183,11902.5
,,,,,,,184,12069.9
,,,,,,,185,13104.9
,,,,,,,186,14181.3
,,,,,,,187,14159.7
,,,,,,,188,13793.4
,,,,,,,189,13314.6
,,,,,,,190,12529.8
,,,,,,,191,11495.7
,,,,,,,192,10591.2
,,,,,,,193,9998.1
,,,,,,,194,9713.7
,,,,,,,195,9607.5
,,,,,,,196,9643.5
,,,,,,,197,9992.7
,,,,,,,198,10995.3
