Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
,,,,,,,,219,41940.0,1864.0
,,,,,,,,220,40976.0,1820.0
,,,,,,,,221,40894.0,1817.0
,,,,,,,,222,42231.0,1876.0
,,,,,,,,223,44278.0,1967.0
,,,,,,,,224,45367.0,2009.0
,,,,,,,,225,47808.0,2115.0
,,,,,,,,226,51093.0,2260.0
,,,,,,,,227,54776.0,2423.0
,,,,,,,,228,58540.0,2590.0
,,,,,,,,229,61643.0,2729.0
,,,,,,,,230,64403.0,2851.0
,,,,,,,,231,66457.0,2939.0
,,,,,,,,232,68114.0,3013.0
,,,,,,,,233,69048.0,3056.0
,,,,,,,,234,68340.0,3025.0
,,,,,,,,235,66837.0,2963.0
,,,,,,,,236,64822.0,2880.0
,,,,,,,,237,62711.0,2787.0
,,,,,,,,238,61336.0,2726.0
,,,,,,,,239,57194.0,2542.0
,,,,,,,,240,52233.0,2321.0
,,,,,,,,241,34620.0,1538.0
,,,,,,,,242,32734.0,1455.0
,,,,,,,,243,31698.0,1408.0
,,,,,,,,244,31210.0,1387.0
,,,,,,,,245,31475.0,1398.0
,,,,,,,,246,33327.0,1480.0
,,,,,,,,247,37519.0,1667.0
,,,,,,,,248,39023.0,1732.0
,,,,,,,,249,38364.0,1698.0
,,,,,,,,250,39222.0,1733.0
,,,,,,,,251,40600.0,1796.0
,,,,,,,,252,41683.0,1843.0
,,,,,,,,253,42592.0,1883.0
,,,,,,,,254,43992.0,1944.0
,,,,,,,,255,44900.0,1982.0
,,,,,,,,256,46077.0,2036.0
,,,,,,,,257,47135.0,2084.0
,,,,,,,,258,47212.0,2090.0
,,,,,,,,259,46841.0,2078.0
,,,,,,,,260,46432.0,2063.0
,,,,,,,,261,47549.0,2113.0
,,,,,,,,262,45672.0,2029.0
,,,,,,,,263,42009.0,1867.0
,,,,,,,,264,37891.0,1683.0
,,,,,,,,265,34943.0,1552.0
,,,,,,,,266,33227.0,1476.0
,,,,,,,,267,32159.0,1429.0
,,,,,,,,268,31675.0,1407.0
,,,,,,,,269,31934.0,1419.0
,,,,,,,,270,33920.0,1507.0
,,,,,,,,271,38147.0,1695.0
,,,,,,,,272,39752.0,1764.0
,,,,,,,,273,39275.0,1740.0
,,,,,,,,274,40166.0,1779.0
,,,,,,,,275,41321.0,1831.0
,,,,,,,,276,42185.0,1868.0
,,,,,,,,277,43047.0,1905.0
,,,,,,,,278,44352.0,1963.0
,,,,,,,,279,44825.0,1983.0
,,,,,,,,280,45571.0,2016.0
,,,,,,,,281,46066.0,2038.0
,,,,,,,,282,46118.0,2044.0
,,,,,,,,283,45629.0,2025.0
,,,,,,,,284,45440.0,2019.0
,,,,,,,,285,46342.0,2059.0
,,,,,,,,286,44935.0,1997.0
,,,,,,,,287,41663.0,1851.0
,,,,,,,,288,37797.0,1679.0
,,,,,,,,289,34367.0,1527.0
,,,,,,,,290,32319.0,1436.0
,,,,,,,,291,31247.0,1389.0
,,,,,,,,292,30801.0,1369.0
,,,,,,,,293,30745.0,1366.0
,,,,,,,,294,31543.0,1401.0
,,,,,,,,295,34108.0,1516.0
,,,,,,,,296,38522.0,1712.0
,,,,,,,,297,40174.0,1784.0
,,,,,,,,298,38874.0,1721.0
,,,,,,,,299,38833.0,1718.0
,,,,,,,,300,38957.0,1723.0
,,,,,,,,301,38813.0,1717.0
,,,,,,,,302,38534.0,1704.0
,,,,,,,,303,38203.0,1685.0
,,,,,,,,304,38150.0,1683.0
,,,,,,,,305,38292.0,1691.0
,,,,,,,,306,38981.0,1727.0
,,,,,,,,307,39964.0,1775.0
